mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	Trill:trill	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin	Ottava:8va
232	232	1849/2	1849/2	4.0	0	0	Chord	2/2	10	1	1			1	1	6649													
232	232	1851/2	1851/2	0.0	1/4	1/4	Spanner	2/2	10	2	0																	416	
232	232	1855/2	1855/2	0.0	3/4	3/4	Dynamic	2/2	10	2	0						p												
232	232	1855/2	1855/2	0.0	3/4	3/4	Spanner	2/2	10	2	0																		
232	232	1849/2	1849/2	4.0	0	0	Chord	2/2	11	1	1			1	1	6650													
232	232	1851/2	1851/2	0.0	1/4	1/4	Spanner	2/2	11	2	0																	417	
232	232	1855/2	1855/2	0.0	3/4	3/4	Dynamic	2/2	11	2	0						p												
232	232	1855/2	1855/2	0.0	3/4	3/4	Spanner	2/2	11	2	0																		
232	232	1849/2	1849/2	4.0	0	0	Chord	2/2	12	1	1		r16	1	1	6651								8					
232	232	1851/2	1851/2	0.0	1/4	1/4	Spanner	2/2	12	2	0																	418	
232	232	1855/2	1855/2	0.0	3/4	3/4	Dynamic	2/2	12	2	0						mp												
232	232	1855/2	1855/2	0.0	3/4	3/4	Spanner	2/2	12	2	0																		
232	232	1849/2	1849/2	0.6666666666666666	0	0	Chord	2/2	13	1	1/6			1/4	2/3	6652													
232	232	5551/6	5551/6	0.6666666666666666	1/6	1/6	Chord	2/2	13	1	1/6			1/4	2/3	6653													
232	232	5555/6	5555/6	0.6666666666666666	1/3	1/3	Chord	2/2	13	1	1/6			1/4	2/3	6654													
232	232	1853/2	1853/2	0.0	1/2	1/2	Spanner	2/2	13	1	0																		14
232	232	1853/2	1853/2	0.6666666666666666	1/2	1/2	Chord	2/2	13	1	1/6			1/4	2/3	6655													14
232	232	5563/6	5563/6	0.6666666666666666	2/3	2/3	Chord	2/2	13	1	1/6			1/4	2/3	6656													14
232	232	5567/6	5567/6	0.6666666666666666	5/6	5/6	Chord	2/2	13	1	1/6			1/4	2/3	6657													14
232	232	1849/2	1849/2	0.6666666666666666	0	0	Chord	2/2	14	1	1/6			1/4	2/3	6658													
232	232	5551/6	5551/6	0.6666666666666666	1/6	1/6	Chord	2/2	14	1	1/6			1/4	2/3	6659													
232	232	5555/6	5555/6	0.6666666666666666	1/3	1/3	Chord	2/2	14	1	1/6			1/4	2/3	6660													
232	232	1853/2	1853/2	0.6666666666666666	1/2	1/2	Chord	2/2	14	1	1/6			1/4	2/3	6661													
232	232	5563/6	5563/6	0.6666666666666666	2/3	2/3	Chord	2/2	14	1	1/6			1/4	2/3	6662													
232	232	5567/6	5567/6	0.6666666666666666	5/6	5/6	Chord	2/2	14	1	1/6			1/4	2/3	6663													
232	232	1849/2	1849/2	0.0	0	0	Spanner	2/2	15	1	0																		15
232	232	1849/2	1849/2	1.0	0	0	Chord	2/2	15	1	1/4			1/4	1	6664							1164						15
232	232	1851/2	1851/2	0.0	1/4	1/4	Spanner	2/2	15	1	0																	419	15
232	232	1851/2	1851/2	2.0	1/4	1/4	Chord	2/2	15	1	1/2			1/2	1	6665												419	15
232	232	1855/2	1855/2	0.0	3/4	3/4	Dynamic	2/2	15	1	0						f												15
232	232	1855/2	1855/2	0.0	3/4	3/4	Spanner	2/2	15	1	0																		15
232	232	1855/2	1855/2	1.0	3/4	3/4	Chord	2/2	15	1	1/4			1/4	1	6666													15
232	232	1849/2	1849/2	1.0	0	0	Chord	2/2	16	1	1/4			1/4	1	6667							1165						
232	232	1851/2	1851/2	0.0	1/4	1/4	Spanner	2/2	16	1	0																	420	
232	232	1851/2	1851/2	2.0	1/4	1/4	Chord	2/2	16	1	1/2			1/2	1	6668												420	
232	232	1855/2	1855/2	0.0	3/4	3/4	Dynamic	2/2	16	1	0						f												
232	232	1855/2	1855/2	0.0	3/4	3/4	Spanner	2/2	16	1	0																		
232	232	1855/2	1855/2	1.0	3/4	3/4	Chord	2/2	16	1	1/4			1/4	1	6669													
232	232	1849/2	1849/2	1.0	0	0	Chord	2/2	17	1	1/4			1/4	1	6670							1166						
232	232	1851/2	1851/2	0.0	1/4	1/4	Spanner	2/2	17	1	0																	421	
232	232	1851/2	1851/2	2.0	1/4	1/4	Chord	2/2	17	1	1/2			1/2	1	6671												421	
232	232	1855/2	1855/2	0.0	3/4	3/4	Dynamic	2/2	17	1	0						f												
232	232	1855/2	1855/2	0.0	3/4	3/4	Spanner	2/2	17	1	0																		
232	232	1855/2	1855/2	1.0	3/4	3/4	Chord	2/2	17	1	1/4			1/4	1	6672													
232	232	1849/2	1849/2	3.0	0	0	Chord	2/2	18	1	3/4			1/2	3/2	6673													
232	232	1855/2	1855/2	0.0	3/4	3/4	Dynamic	2/2	18	1	0						f												
232	232	1855/2	1855/2	1.0	3/4	3/4	Chord	2/2	18	1	1/4			1/4	1	6674													
232	232	1851/2	1851/2	0.0	1/4	1/4	Spanner	2/2	18	2	0																	422	
232	232	1855/2	1855/2	0.0	3/4	3/4	Spanner	2/2	18	2	0																		
232	232	1849/2	1849/2	3.0	0	0	Chord	2/2	20	1	3/4			1/2	3/2	6675													
232	232	1855/2	1855/2	0.0	3/4	3/4	Dynamic	2/2	20	1	0						f												
232	232	1855/2	1855/2	1.0	3/4	3/4	Chord	2/2	20	1	1/4			1/4	1	6676													
232	232	1851/2	1851/2	0.0	1/4	1/4	Spanner	2/2	20	2	0																	423	
232	232	1855/2	1855/2	0.0	3/4	3/4	Spanner	2/2	20	2	0																		
233	233	1857/2	1857/2	0.0	0	0	Tempo	2/2	1	1	0									ritard.	188.0	1.0							
233	233	1857/2	1857/2	4.0	0	0	Chord	2/2	1	1	1			1	1	6677													
233	233	1861/2	1861/2	0.0	1/2	1/2	Tempo	2/2	1	1	0									184	184.0	0.0							
233	233	1857/2	1857/2	1.0	0	0	Chord	2/2	1	2	1/4			1/4	1	6678							1167						
233	233	1859/2	1859/2	2.0	1/4	1/4	Chord	2/2	1	2	1/2			1/2	1	6679							1167						
233	233	1863/2	1863/2	1.0	3/4	3/4	Chord	2/2	1	2	1/4			1/4	1	6680													
233	233	1861/2	1861/2	0.0	1/2	1/2	Spanner	2/2	1	3	0																340		
233	233	1857/2	1857/2	4.0	0	0	Chord	2/2	2	1	1			1	1	6681													
233	233	1857/2	1857/2	1.0	0	0	Chord	2/2	2	2	1/4			1/4	1	6682							1168						
233	233	1859/2	1859/2	2.0	1/4	1/4	Chord	2/2	2	2	1/2			1/2	1	6683							1168						
233	233	1863/2	1863/2	1.0	3/4	3/4	Chord	2/2	2	2	1/4			1/4	1	6684													
233	233	1861/2	1861/2	0.0	1/2	1/2	Spanner	2/2	2	3	0																341		
233	233	1857/2	1857/2	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	6685							1169						
233	233	1859/2	1859/2	1.0	1/4	1/4	Chord	2/2	3	1	1/4			1/4	1	6686							1169						
233	233	1861/2	1861/2	0.0	1/2	1/2	Spanner	2/2	3	1	0												1169				342		
233	233	1861/2	1861/2	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	6687							1169				342		
233	233	1863/2	1863/2	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	6688											342		
233	233	1857/2	1857/2	4.0	0	0	Chord	2/2	5	1	1			1	1	6689							1170						
233	233	1861/2	1861/2	0.0	1/2	1/2	Spanner	2/2	5	2	0																343		
233	233	1857/2	1857/2	1.0	0	0	Chord	2/2	6	1	1/4			1/4	1	6690							1171						
233	233	1859/2	1859/2	2.0	1/4	1/4	Chord	2/2	6	1	1/2			1/2	1	6691							1171						
233	233	1863/2	1863/2	1.0	3/4	3/4	Chord	2/2	6	1	1/4			1/4	1	6692							1171						
233	233	1857/2	1857/2	4.0	0	0	Chord	2/2	6	2	1			1	1	6693							1172						
233	233	1861/2	1861/2	0.0	1/2	1/2	Spanner	2/2	6	3	0																344		
233	233	1857/2	1857/2	1.0	0	0	Chord	2/2	7	1	1/4			1/4	1	6694							1173						
233	233	1859/2	1859/2	2.0	1/4	1/4	Chord	2/2	7	1	1/2			1/2	1	6695							1173						
233	233	1863/2	1863/2	1.0	3/4	3/4	Chord	2/2	7	1	1/4			1/4	1	6696							1173						
233	233	1857/2	1857/2	4.0	0	0	Chord	2/2	7	2	1			1	1	6697							1174						
233	233	1861/2	1861/2	0.0	1/2	1/2	Spanner	2/2	7	3	0																345		
233	233	1857/2	1857/2	1.0	0	0	Chord	2/2	8	1	1/4			1/4	1	6698													
233	233	1857/2	1857/2	4.0	0	0	Chord	2/2	9	1	1			1	1	6699							1175						
233	233	1857/2	1857/2	1.0	0	0	Chord	2/2	9	2	1/4			1/4	1	6700							1176						
233	233	1859/2	1859/2	2.0	1/4	1/4	Chord	2/2	9	2	1/2			1/2	1	6701							1176						
233	233	1863/2	1863/2	1.0	3/4	3/4	Chord	2/2	9	2	1/4			1/4	1	6702													
233	233	1861/2	1861/2	0.0	1/2	1/2	Spanner	2/2	9	3	0																346		
233	233	1857/2	1857/2	4.0	0	0	Chord	2/2	10	1	1			1	1	6703							1177						
233	233	1861/2	1861/2	0.0	1/2	1/2	Spanner	2/2	10	2	0																347		
233	233	1857/2	1857/2	4.0	0	0	Chord	2/2	11	1	1			1	1	6704													
233	233	1861/2	1861/2	0.0	1/2	1/2	Spanner	2/2	11	2	0																348		
233	233	1857/2	1857/2	0.0	0	0	Dynamic	2/2	12	1	0						mp												
233	233	1857/2	1857/2	0.0	0	0	Spanner	2/2	12	1	0																		
233	233	5575/6	5575/6	0.6666666666666666	1/6	1/6	Chord	2/2	12	1	1/6			1/4	2/3	6705													
233	233	5579/6	5579/6	0.6666666666666666	1/3	1/3	Chord	2/2	12	1	1/6			1/4	2/3	6706													
233	233	1861/2	1861/2	0.0	1/2	1/2	Spanner	2/2	12	1	0																349		
233	233	1861/2	1861/2	0.6666666666666666	1/2	1/2	Chord	2/2	12	1	1/6			1/4	2/3	6707											349		
233	233	5587/6	5587/6	0.6666666666666666	2/3	2/3	Chord	2/2	12	1	1/6			1/4	2/3	6708											349		
233	233	5591/6	5591/6	0.6666666666666666	5/6	5/6	Chord	2/2	12	1	1/6			1/4	2/3	6709											349		
233	233	5575/6	5575/6	0.6666666666666666	1/6	1/6	Chord	2/2	13	1	1/6			1/4	2/3	6710													14
233	233	5579/6	5579/6	0.6666666666666666	1/3	1/3	Chord	2/2	13	1	1/6			1/4	2/3	6711													14
233	233	1861/2	1861/2	0.6666666666666666	1/2	1/2	Chord	2/2	13	1	1/6			1/4	2/3	6712		articAccentAbove					1178						14
233	233	5587/6	5587/6	0.6666666666666666	2/3	2/3	Chord	2/2	13	1	1/6			1/4	2/3	6713													14
233	233	5591/6	5591/6	0.6666666666666666	5/6	5/6	Chord	2/2	13	1	1/6			1/4	2/3	6714													14
233	233	5575/6	5575/6	0.6666666666666666	1/6	1/6	Chord	2/2	14	1	1/6			1/4	2/3	6715													
233	233	5579/6	5579/6	0.6666666666666666	1/3	1/3	Chord	2/2	14	1	1/6			1/4	2/3	6716													
233	233	1861/2	1861/2	0.6666666666666666	1/2	1/2	Chord	2/2	14	1	1/6			1/4	2/3	6717		articAccentBelow					1179						
233	233	5587/6	5587/6	0.6666666666666666	2/3	2/3	Chord	2/2	14	1	1/6			1/4	2/3	6718													
233	233	5591/6	5591/6	0.6666666666666666	5/6	5/6	Chord	2/2	14	1	1/6			1/4	2/3	6719													
233	233	1857/2	1857/2	0.0	0	0	Dynamic	2/2	15	1	0						ff												15
233	233	1857/2	1857/2	1.0	0	0	Chord	2/2	15	1	1/4			1/4	1	6720							1180						15
233	233	1859/2	1859/2	1.0	1/4	1/4	Chord	2/2	15	1	1/4			1/4	1	6721													15
233	233	1861/2	1861/2	1.0	1/2	1/2	Chord	2/2	15	1	1/4			1/4	1	6722							1181						15
233	233	1863/2	1863/2	1.0	3/4	3/4	Chord	2/2	15	1	1/4			1/4	1	6723													15
233	233	1857/2	1857/2	0.0	0	0	Dynamic	2/2	16	1	0						ff												
233	233	1857/2	1857/2	1.0	0	0	Chord	2/2	16	1	1/4			1/4	1	6724							1182						
233	233	1859/2	1859/2	1.0	1/4	1/4	Chord	2/2	16	1	1/4			1/4	1	6725													
233	233	1861/2	1861/2	1.0	1/2	1/2	Chord	2/2	16	1	1/4			1/4	1	6726							1183						
233	233	1863/2	1863/2	1.0	3/4	3/4	Chord	2/2	16	1	1/4			1/4	1	6727													
233	233	1857/2	1857/2	0.0	0	0	Dynamic	2/2	17	1	0						ff												
233	233	1857/2	1857/2	1.0	0	0	Chord	2/2	17	1	1/4			1/4	1	6728							1184						
233	233	1859/2	1859/2	1.0	1/4	1/4	Chord	2/2	17	1	1/4			1/4	1	6729													
233	233	1861/2	1861/2	1.0	1/2	1/2	Chord	2/2	17	1	1/4			1/4	1	6730							1185						
233	233	1863/2	1863/2	1.0	3/4	3/4	Chord	2/2	17	1	1/4			1/4	1	6731													
233	233	1857/2	1857/2	0.0	0	0	Dynamic	2/2	18	1	0						ff												
233	233	1857/2	1857/2	4.0	0	0	Chord	2/2	18	1	1			1	1	6732													
233	233	1857/2	1857/2	0.0	0	0	Dynamic	2/2	20	1	0						ff												
233	233	1857/2	1857/2	4.0	0	0	Chord	2/2	20	1	1			1	1	6733													
234	234	1865/2	1865/2	0.0	0	0	Tempo	2/2	1	1	0									180	180.0	0.0							
234	234	1865/2	1865/2	0.0	0	0	Dynamic	2/2	1	1	0						ff												
234	234	1865/2	1865/2	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	6734							1186						
234	234	1869/2	1869/2	0.0	1/2	1/2	Tempo	2/2	1	1	0									176	176.0	0.0							
234	234	1869/2	1869/2	0.0	1/2	1/2	Spanner	2/2	1	1	0																	424	
234	234	1869/2	1869/2	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	6735												424	
234	234	1865/2	1865/2	4.0	0	0	Chord	2/2	1	2	1			1	1	6736												424	
234	234	1865/2	1865/2	0.0	0	0	Spanner	2/2	1	3	0																	424	
234	234	1865/2	1865/2	0.0	0	0	Dynamic	2/2	2	1	0						ff												
234	234	1865/2	1865/2	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	6737							1187						
234	234	1869/2	1869/2	0.0	1/2	1/2	Spanner	2/2	2	1	0																	425	
234	234	1869/2	1869/2	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	6738												425	
234	234	1865/2	1865/2	4.0	0	0	Chord	2/2	2	2	1			1	1	6739												425	
234	234	1865/2	1865/2	0.0	0	0	Spanner	2/2	2	3	0																	425	
234	234	1865/2	1865/2	0.0	0	0	Dynamic	2/2	3	1	0						ff												
234	234	1865/2	1865/2	0.0	0	0	Spanner	2/2	3	1	0																		
234	234	1865/2	1865/2	4.0	0	0	Chord	2/2	3	1	1			1	1	6740													
234	234	1869/2	1869/2	0.0	1/2	1/2	Spanner	2/2	3	2	0																	426	
234	234	1865/2	1865/2	0.0	0	0	Dynamic	2/2	5	1	0						ff												
234	234	1865/2	1865/2	4.0	0	0	Chord	2/2	5	1	1			1	1	6741													
234	234	1865/2	1865/2	0.0	0	0	Spanner	2/2	5	2	0																		
234	234	1869/2	1869/2	0.0	1/2	1/2	Spanner	2/2	5	2	0																	427	
234	234	1865/2	1865/2	0.0	0	0	Dynamic	2/2	6	1	0						ff						1171						
234	234	1865/2	1865/2	2.0	0	0	Chord	2/2	6	1	1/2			1/2	1	6742							1171						
234	234	1869/2	1869/2	0.0	1/2	1/2	Spanner	2/2	6	1	0																	428	
234	234	1869/2	1869/2	2.0	1/2	1/2	Chord	2/2	6	1	1/2			1/2	1	6743												428	
234	234	1865/2	1865/2	4.0	0	0	Chord	2/2	6	2	1			1	1	6744												428	
234	234	1865/2	1865/2	0.0	0	0	Spanner	2/2	6	3	0																	428	
234	234	1865/2	1865/2	0.0	0	0	Dynamic	2/2	7	1	0						ff						1173						
234	234	1865/2	1865/2	2.0	0	0	Chord	2/2	7	1	1/2			1/2	1	6745							1173						
234	234	1869/2	1869/2	0.0	1/2	1/2	Spanner	2/2	7	1	0																	429	
234	234	1869/2	1869/2	2.0	1/2	1/2	Chord	2/2	7	1	1/2			1/2	1	6746												429	
234	234	1865/2	1865/2	4.0	0	0	Chord	2/2	7	2	1			1	1	6747												429	
234	234	1865/2	1865/2	0.0	0	0	Spanner	2/2	7	3	0																	429	
234	234	1865/2	1865/2	0.0	0	0	Dynamic	2/2	8	1	0						mf												
234	234	1865/2	1865/2	4.0	0	0	Chord	2/2	8	1	1			1	1	6748		articAccentAbove					1188						
234	234	1869/2	1869/2	0.0	1/2	1/2	Spanner	2/2	8	2	0																	430	
234	234	1865/2	1865/2	0.0	0	0	Dynamic	2/2	9	1	0						mf												
234	234	1865/2	1865/2	4.0	0	0	Chord	2/2	9	1	1			1	1	6749													
234	234	1865/2	1865/2	2.0	0	0	Chord	2/2	9	2	1/2			1/2	1	6750							1189						
234	234	1869/2	1869/2	0.0	1/2	1/2	Spanner	2/2	9	2	0																	431	
234	234	1869/2	1869/2	2.0	1/2	1/2	Chord	2/2	9	2	1/2			1/2	1	6751												431	
234	234	1865/2	1865/2	0.0	0	0	Spanner	2/2	9	3	0																	431	
234	234	1865/2	1865/2	0.0	0	0	Dynamic	2/2	10	1	0						mf												
234	234	1865/2	1865/2	4.0	0	0	Chord	2/2	10	1	1			1	1	6752													
234	234	1865/2	1865/2	0.0	0	0	Spanner	2/2	10	2	0																		
234	234	1869/2	1869/2	0.0	1/2	1/2	Spanner	2/2	10	2	0																	432	
234	234	1865/2	1865/2	0.0	0	0	Dynamic	2/2	11	1	0						mf												
234	234	1865/2	1865/2	4.0	0	0	Chord	2/2	11	1	1			1	1	6753													
234	234	1865/2	1865/2	0.0	0	0	Spanner	2/2	11	2	0																		
234	234	1869/2	1869/2	0.0	1/2	1/2	Spanner	2/2	11	2	0																	433	
234	234	1865/2	1865/2	0.0	0	0	Dynamic	2/2	12	1	0						f												
234	234	1865/2	1865/2	0.0	0	0	Spanner	2/2	12	1	0													9					
234	234	1865/2	1865/2	0.0	0	0	Spanner	2/2	12	1	0													9					
234	234	1865/2	1865/2	4.0	0	0	Chord	2/2	12	1	1		r16	1	1	6754								9					
234	234	1869/2	1869/2	0.0	1/2	1/2	Spanner	2/2	12	2	0																	434	
234	234	1865/2	1865/2	0.6666666666666666	0	0	Chord	2/2	13	1	1/6			1/4	2/3	6755		articAccentAbove					1190						14
234	234	5599/6	5599/6	0.6666666666666666	1/6	1/6	Chord	2/2	13	1	1/6			1/4	2/3	6756													14
234	234	5603/6	5603/6	0.6666666666666666	1/3	1/3	Chord	2/2	13	1	1/6			1/4	2/3	6757													14
234	234	1869/2	1869/2	0.6666666666666666	1/2	1/2	Chord	2/2	13	1	1/6			1/4	2/3	6758		articAccentAbove					1191						14
234	234	5611/6	5611/6	0.6666666666666666	2/3	2/3	Chord	2/2	13	1	1/6			1/4	2/3	6759													14
234	234	5615/6	5615/6	0.6666666666666666	5/6	5/6	Chord	2/2	13	1	1/6			1/4	2/3	6760													14
234	234	1865/2	1865/2	0.6666666666666666	0	0	Chord	2/2	14	1	1/6			1/4	2/3	6761		articAccentBelow					1192						
234	234	5599/6	5599/6	0.6666666666666666	1/6	1/6	Chord	2/2	14	1	1/6			1/4	2/3	6762													
234	234	5603/6	5603/6	0.6666666666666666	1/3	1/3	Chord	2/2	14	1	1/6			1/4	2/3	6763													
234	234	1869/2	1869/2	0.6666666666666666	1/2	1/2	Chord	2/2	14	1	1/6			1/4	2/3	6764		articAccentBelow					1193						
234	234	5611/6	5611/6	0.6666666666666666	2/3	2/3	Chord	2/2	14	1	1/6			1/4	2/3	6765													
234	234	5615/6	5615/6	0.6666666666666666	5/6	5/6	Chord	2/2	14	1	1/6			1/4	2/3	6766													
234	234	1865/2	1865/2	4.0	0	0	Chord	2/2	15	1	1			1	1	6767													15
234	234	1865/2	1865/2	4.0	0	0	Chord	2/2	16	1	1			1	1	6768													
234	234	1865/2	1865/2	4.0	0	0	Chord	2/2	17	1	1			1	1	6769													
234	234	1865/2	1865/2	4.0	0	0	Chord	2/2	18	1	1			1	1	6770													
234	234	1865/2	1865/2	4.0	0	0	Chord	2/2	20	1	1			1	1	6771													
235	235	1873/2	1873/2	0.0	0	0	Tempo	2/2	1	1	0									172	172.0	0.0							
235	235	1873/2	1873/2	0.0	0	0	Dynamic	2/2	1	1	0						f												
235	235	1873/2	1873/2	0.0	0	0	Spanner	2/2	1	1	0																		
235	235	1873/2	1873/2	4.0	0	0	Chord	2/2	1	1	1			1	1	6772													
235	235	1877/2	1877/2	0.0	1/2	1/2	Tempo	2/2	1	1	0									168	168.0	0.0							
235	235	1873/2	1873/2	1.0	0	0	Chord	2/2	1	2	1/4			1/4	1	6773							1194						
235	235	1875/2	1875/2	2.0	1/4	1/4	Chord	2/2	1	2	1/2			1/2	1	6774							1194						
235	235	1879/2	1879/2	1.0	3/4	3/4	Chord	2/2	1	2	1/4			1/4	1	6775													
235	235	1877/2	1877/2	0.0	1/2	1/2	Spanner	2/2	1	3	0																350		
235	235	1873/2	1873/2	0.0	0	0	Dynamic	2/2	2	1	0						f												
235	235	1873/2	1873/2	0.0	0	0	Spanner	2/2	2	1	0																		
235	235	1873/2	1873/2	4.0	0	0	Chord	2/2	2	1	1			1	1	6776													
235	235	1873/2	1873/2	1.0	0	0	Chord	2/2	2	2	1/4			1/4	1	6777							1195						
235	235	1875/2	1875/2	2.0	1/4	1/4	Chord	2/2	2	2	1/2			1/2	1	6778							1195						
235	235	1879/2	1879/2	1.0	3/4	3/4	Chord	2/2	2	2	1/4			1/4	1	6779													
235	235	1877/2	1877/2	0.0	1/2	1/2	Spanner	2/2	2	3	0																351		
235	235	1873/2	1873/2	0.0	0	0	Dynamic	2/2	3	1	0						f												
235	235	1873/2	1873/2	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	6780							1196						
235	235	1875/2	1875/2	1.0	1/4	1/4	Chord	2/2	3	1	1/4			1/4	1	6781							1196						
235	235	1877/2	1877/2	0.0	1/2	1/2	Spanner	2/2	3	1	0												1196				352		
235	235	1877/2	1877/2	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	6782							1196				352		
235	235	1879/2	1879/2	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	6783											352		
235	235	1873/2	1873/2	0.0	0	0	Spanner	2/2	3	2	0																352		
235	235	1873/2	1873/2	0.0	0	0	Dynamic	2/2	5	1	0						f												
235	235	1873/2	1873/2	4.0	0	0	Chord	2/2	5	1	1			1	1	6784													
235	235	1873/2	1873/2	0.0	0	0	Spanner	2/2	5	2	0																		
235	235	1877/2	1877/2	0.0	1/2	1/2	Spanner	2/2	5	2	0																353		
235	235	1873/2	1873/2	0.0	0	0	Dynamic	2/2	6	1	0						f												
235	235	1873/2	1873/2	0.0	0	0	Spanner	2/2	6	1	0																		
235	235	1873/2	1873/2	1.0	0	0	Chord	2/2	6	1	1/4			1/4	1	6785							1197						
235	235	1875/2	1875/2	2.0	1/4	1/4	Chord	2/2	6	1	1/2			1/2	1	6786							1197						
235	235	1879/2	1879/2	1.0	3/4	3/4	Chord	2/2	6	1	1/4			1/4	1	6787													
235	235	1873/2	1873/2	4.0	0	0	Chord	2/2	6	2	1			1	1	6788													
235	235	1877/2	1877/2	0.0	1/2	1/2	Spanner	2/2	6	3	0																354		
235	235	1873/2	1873/2	0.0	0	0	Dynamic	2/2	7	1	0						f												
235	235	1873/2	1873/2	0.0	0	0	Spanner	2/2	7	1	0																		
235	235	1873/2	1873/2	1.0	0	0	Chord	2/2	7	1	1/4			1/4	1	6789							1198						
235	235	1875/2	1875/2	2.0	1/4	1/4	Chord	2/2	7	1	1/2			1/2	1	6790							1198						
235	235	1879/2	1879/2	1.0	3/4	3/4	Chord	2/2	7	1	1/4			1/4	1	6791													
235	235	1873/2	1873/2	4.0	0	0	Chord	2/2	7	2	1			1	1	6792													
235	235	1877/2	1877/2	0.0	1/2	1/2	Spanner	2/2	7	3	0																355		
235	235	1873/2	1873/2	0.0	0	0	Dynamic	2/2	8	1	0						mp												
235	235	1873/2	1873/2	1.0	0	0	Chord	2/2	8	1	1/4			1/4	1	6793													
235	235	1873/2	1873/2	0.0	0	0	Spanner	2/2	8	2	0																		
235	235	1873/2	1873/2	0.0	0	0	Dynamic	2/2	9	1	0						p												
235	235	1873/2	1873/2	4.0	0	0	Chord	2/2	9	1	1			1	1	6794							1199						
235	235	1873/2	1873/2	0.0	0	0	Spanner	2/2	9	2	0																		
235	235	1873/2	1873/2	1.0	0	0	Chord	2/2	9	2	1/4			1/4	1	6795							1200						
235	235	1875/2	1875/2	2.0	1/4	1/4	Chord	2/2	9	2	1/2			1/2	1	6796							1200						
235	235	1879/2	1879/2	1.0	3/4	3/4	Chord	2/2	9	2	1/4			1/4	1	6797													
235	235	1877/2	1877/2	0.0	1/2	1/2	Spanner	2/2	9	3	0																356		
235	235	1873/2	1873/2	0.0	0	0	Dynamic	2/2	10	1	0						p												
235	235	1873/2	1873/2	4.0	0	0	Chord	2/2	10	1	1			1	1	6798							1201						
235	235	1873/2	1873/2	0.0	0	0	Spanner	2/2	10	2	0																		
235	235	1877/2	1877/2	0.0	1/2	1/2	Spanner	2/2	10	2	0																357		
235	235	1873/2	1873/2	0.0	0	0	Dynamic	2/2	11	1	0						p												
235	235	1873/2	1873/2	4.0	0	0	Chord	2/2	11	1	1			1	1	6799							1202						
235	235	1873/2	1873/2	0.0	0	0	Spanner	2/2	11	2	0																		
235	235	1877/2	1877/2	0.0	1/2	1/2	Spanner	2/2	11	2	0																358		
235	235	1873/2	1873/2	0.0	0	0	Dynamic	2/2	12	1	0						mp												
235	235	1873/2	1873/2	0.0	0	0	Spanner	2/2	12	1	0																		
235	235	5623/6	5623/6	0.6666666666666666	1/6	1/6	Chord	2/2	12	1	1/6			1/4	2/3	6800													
235	235	5627/6	5627/6	0.6666666666666666	1/3	1/3	Chord	2/2	12	1	1/6			1/4	2/3	6801													
235	235	1877/2	1877/2	0.0	1/2	1/2	Spanner	2/2	12	1	0																359		
235	235	1877/2	1877/2	0.6666666666666666	1/2	1/2	Chord	2/2	12	1	1/6			1/4	2/3	6802											359		
235	235	5635/6	5635/6	0.6666666666666666	2/3	2/3	Chord	2/2	12	1	1/6			1/4	2/3	6803											359		
235	235	5639/6	5639/6	0.6666666666666666	5/6	5/6	Chord	2/2	12	1	1/6			1/4	2/3	6804											359		
235	235	1873/2	1873/2	0.0	0	0	Spanner	2/2	12	2	0																359		
235	235	5623/6	5623/6	0.6666666666666666	1/6	1/6	Chord	2/2	13	1	1/6			1/4	2/3	6805													14
235	235	5627/6	5627/6	0.6666666666666666	1/3	1/3	Chord	2/2	13	1	1/6			1/4	2/3	6806													14
235	235	1877/2	1877/2	0.6666666666666666	1/2	1/2	Chord	2/2	13	1	1/6			1/4	2/3	6807		articAccentAbove					1203						14
235	235	5635/6	5635/6	0.6666666666666666	2/3	2/3	Chord	2/2	13	1	1/6			1/4	2/3	6808													14
235	235	5639/6	5639/6	0.6666666666666666	5/6	5/6	Chord	2/2	13	1	1/6			1/4	2/3	6809													14
235	235	5623/6	5623/6	0.6666666666666666	1/6	1/6	Chord	2/2	14	1	1/6			1/4	2/3	6810													
235	235	5627/6	5627/6	0.6666666666666666	1/3	1/3	Chord	2/2	14	1	1/6			1/4	2/3	6811													
235	235	1877/2	1877/2	0.6666666666666666	1/2	1/2	Chord	2/2	14	1	1/6			1/4	2/3	6812		articAccentBelow					1204						
