mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
88	88	236	88b	471	175	1.0	1/4	1/4	2/4	5	1	1/4	1/4	1	1	-2	70	Bb4	4	857
88	88	236	88b	471	175	1.0	1/4	1/4	2/4	1	1	1/4	1/4	1	1	-2	82	Bb5	5	855
89	89	237	89b	472	176	2.0	0	0	2/4	9	1	1/2	1/2	1	-1	-6	66	Gb4	4	864
89	89	237	89b	472	176	1.0	0	0	2/4	5	1	1/4	1/4	1	-1	-2	70	Bb4	4	862
89	89	237	89b	472	176	2.0	0	0	2/4	3	1	1/2	1/2	1	0	-2	70	Bb4	4	861
89	89	237	89b	472	176	1.0	0	0	2/4	1	1	1/4	1/4	1	-1	-2	82	Bb5	5	859
89	89	237	89b	473	177	1.0	1/4	1/4	2/4	5	1	1/4	1/4	1		0	72	C5	5	863
89	89	237	89b	473	177	1.0	1/4	1/4	2/4	1	1	1/4	1/4	1		0	84	C6	6	860
90	90	238	90b	474	178	1.0	0	0	2/4	9	1	1/4	1/4	1		-1	65	F4	4	870
90	90	238	90b	474	178	2.0	0	0	2/4	3	1	1/2	1/2	1	0	-2	70	Bb4	4	867
90	90	238	90b	474	178	1.0	0	0	2/4	5	1	1/4	1/4	1		2	74	D5	5	868
90	90	238	90b	474	178	1.0	0	0	2/4	1	1	1/4	1/4	1		2	86	D6	6	865
90	90	238	90b	475	179	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		-3	63	Eb4	4	871
90	90	238	90b	475	179	1.0	1/4	1/4	2/4	5	1	1/4	1/4	1		-3	75	Eb5	5	869
90	90	238	90b	475	179	1.0	1/4	1/4	2/4	1	1	1/4	1/4	1		-3	87	Eb6	6	866
91	91	239	91b	476	180	1.0	0	0	2/4	9	1	1/4	1/4	1		2	62	D4	4	879
91	91	239	91b	476	180	2.0	0	0	2/4	3	1	1/2	1/2	1	-1	-2	70	Bb4	4	875
91	91	239	91b	476	180	1.0	0	0	2/4	5	1	1/4	1/4	1		-1	77	F5	5	876
91	91	239	91b	476	180	1.0	0	0	2/4	1	1	1/4	1/4	1		-1	89	F6	6	872
91	91	239	91b	477	181	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		-3	63	Eb4	4	880
91	91	239	91b	477	181	0.5	1/4	1/4	2/4	5	1	1/8	1/8	1		-3	75	Eb5	5	877
91	91	239	91b	477	181	0.5	1/4	1/4	2/4	1	1	1/8	1/8	1		-3	87	Eb6	6	873
91	91	239	91b	955/2	363/2	0.5	3/8	3/8	2/4	5	1	1/8	1/8	1		2	74	D5	5	878
91	91	239	91b	955/2	363/2	0.5	3/8	3/8	2/4	1	1	1/8	1/8	1		2	86	D6	6	874
92	92	240	92b	478	182	1.0	0	0	2/4	9	1	1/4	1/4	1		-1	65	F4	4	884
92	92	240	92b	478	182	1.0	0	0	2/4	3	1	1/4	1/4	1		3	69	A4	4	882
92	92	240	92b	478	182	1.0	0	0	2/4	5	1	1/4	1/4	1		0	72	C5	5	883
92	92	240	92b	478	182	1.0	0	0	2/4	1	1	1/4	1/4	1		0	84	C6	6	881
93	93	241	93b	480	184	2.0	0	0	2/4	9	1	1/2	1/2	1	1	-6	66	Gb4	4	885
94	94	242	94b	482	186	2.0	0	0	2/4	9	1	1/2	1/2	1	0	-6	66	Gb4	4	889
94	94	242	94b	483	187	1.0	1/4	1/4	2/4	3	1	1/4	1/4	1	1	-2	70	Bb4	4	887
94	94	242	94b	483	187	1.0	1/4	1/4	2/4	5	1	1/4	1/4	1	1	-2	70	Bb4	4	888
94	94	242	94b	483	187	1.0	1/4	1/4	2/4	1	1	1/4	1/4	1	1	-2	82	Bb5	5	886
95	95	243	95b	484	188	2.0	0	0	2/4	9	1	1/2	1/2	1	-1	-6	66	Gb4	4	895
95	95	243	95b	484	188	1.0	0	0	2/4	5	1	1/4	1/4	1	-1	-2	70	Bb4	4	893
95	95	243	95b	484	188	2.0	0	0	2/4	3	1	1/2	1/2	1	0	-2	70	Bb4	4	892
95	95	243	95b	484	188	1.0	0	0	2/4	1	1	1/4	1/4	1	-1	-2	82	Bb5	5	890
95	95	243	95b	485	189	1.0	1/4	1/4	2/4	5	1	1/4	1/4	1		0	72	C5	5	894
95	95	243	95b	485	189	1.0	1/4	1/4	2/4	1	1	1/4	1/4	1		0	84	C6	6	891
96	96	244	96b	486	190	1.0	0	0	2/4	9	1	1/4	1/4	1		-1	65	F4	4	901
96	96	244	96b	486	190	2.0	0	0	2/4	3	1	1/2	1/2	1	0	-2	70	Bb4	4	898
96	96	244	96b	486	190	1.0	0	0	2/4	5	1	1/4	1/4	1		2	74	D5	5	899
96	96	244	96b	486	190	1.0	0	0	2/4	1	1	1/4	1/4	1		2	86	D6	6	896
96	96	244	96b	487	191	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		-3	63	Eb4	4	902
96	96	244	96b	487	191	1.0	1/4	1/4	2/4	5	1	1/4	1/4	1		-3	75	Eb5	5	900
96	96	244	96b	487	191	1.0	1/4	1/4	2/4	1	1	1/4	1/4	1		-3	87	Eb6	6	897
97	97	245	97b	488	192	1.0	0	0	2/4	9	1	1/4	1/4	1		2	62	D4	4	912
97	97	245	97b	488	192	2.0	0	0	2/4	3	1	1/2	1/2	1	-1	-2	70	Bb4	4	907
97	97	245	97b	488	192	0.5	0	0	2/4	5	1	1/8	1/8	1		1	79	G5	5	908
97	97	245	97b	488	192	0.5	0	0	2/4	1	1	1/8	1/8	1		1	91	G6	6	903
97	97	245	97b	977/2	385/2	0.5	1/8	1/8	2/4	5	1	1/8	1/8	1		-1	77	F5	5	909
97	97	245	97b	977/2	385/2	0.5	1/8	1/8	2/4	1	1	1/8	1/8	1		-1	89	F6	6	904
97	97	245	97b	489	193	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		-3	63	Eb4	4	913
97	97	245	97b	489	193	0.5	1/4	1/4	2/4	5	1	1/8	1/8	1		-3	75	Eb5	5	910
97	97	245	97b	489	193	0.5	1/4	1/4	2/4	1	1	1/8	1/8	1		-3	87	Eb6	6	905
97	97	245	97b	979/2	387/2	0.5	3/8	3/8	2/4	5	1	1/8	1/8	1		2	74	D5	5	911
97	97	245	97b	979/2	387/2	0.5	3/8	3/8	2/4	1	1	1/8	1/8	1		2	86	D6	6	906
98	98	246	98b	490	194	1.0	0	0	2/4	9	1	1/4	1/4	1		-1	65	F4	4	917
98	98	246	98b	490	194	1.0	0	0	2/4	3	1	1/4	1/4	1		3	69	A4	4	915
98	98	246	98b	490	194	1.0	0	0	2/4	5	1	1/4	1/4	1		0	72	C5	5	916
98	98	246	98b	490	194	1.0	0	0	2/4	1	1	1/4	1/4	1		0	84	C6	6	914
99	99	247	99b	492	196	2.0	0	0	2/4	9	1	1/2	1/2	1	1	-6	66	Gb4	4	918
100	100	248	100b	494	198	2.0	0	0	2/4	9	1	1/2	1/2	1	0	-6	66	Gb4	4	922
100	100	248	100b	495	199	1.0	1/4	1/4	2/4	3	1	1/4	1/4	1	1	-2	70	Bb4	4	920
100	100	248	100b	495	199	1.0	1/4	1/4	2/4	5	1	1/4	1/4	1		-2	70	Bb4	4	921
100	100	248	100b	495	199	1.0	1/4	1/4	2/4	1	1	1/4	1/4	1	1	-2	82	Bb5	5	919
101	101	249	101b	496	200	2.0	0	0	2/4	9	1	1/2	1/2	1	-1	-6	66	Gb4	4	932
101	101	249	101b	496	200	0.5	0	0	2/4	5	1	1/8	1/8	1		-2	70	Bb4	4	928
101	101	249	101b	496	200	2.0	0	0	2/4	3	1	1/2	1/2	1	0	-2	70	Bb4	4	927
101	101	249	101b	496	200	0.5	0	0	2/4	1	1	1/8	1/8	1	-1	-2	82	Bb5	5	923
101	101	249	101b	993/2	401/2	0.5	1/8	1/8	2/4	5	1	1/8	1/8	1		0	72	C5	5	929
101	101	249	101b	993/2	401/2	0.5	1/8	1/8	2/4	1	1	1/8	1/8	1		0	84	C6	6	924
101	101	249	101b	497	201	0.5	1/4	1/4	2/4	5	1	1/8	1/8	1		2	74	D5	5	930
101	101	249	101b	497	201	0.5	1/4	1/4	2/4	1	1	1/8	1/8	1		2	86	D6	6	925
101	101	249	101b	995/2	403/2	0.5	3/8	3/8	2/4	5	1	1/8	1/8	1		-3	75	Eb5	5	931
101	101	249	101b	995/2	403/2	0.5	3/8	3/8	2/4	1	1	1/8	1/8	1		-3	87	Eb6	6	926
102	102	250	102b	498	202	1.0	0	0	2/4	9	1	1/4	1/4	1		-1	65	F4	4	939
102	102	250	102b	498	202	2.0	0	0	2/4	3	1	1/2	1/2	1	0	-2	70	Bb4	4	934
102	102	250	102b	498	202	0.5	0	0	2/4	5	1	1/8	1/8	1		-1	77	F5	5	935
102	102	250	102b	498	202	2.0	0	0	2/4	1	1	1/2	1/2	1	1	-1	89	F6	6	933
102	102	250	102b	997/2	405/2	0.5	1/8	1/8	2/4	5	1	1/8	1/8	1		-2	82	Bb5	5	936
102	102	250	102b	499	203	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		-3	63	Eb4	4	940
102	102	250	102b	499	203	0.5	1/4	1/4	2/4	5	1	1/8	1/8	1		3	81	A5	5	937
102	102	250	102b	999/2	407/2	0.5	3/8	3/8	2/4	5	1	1/8	1/8	1		1	79	G5	5	938
103	103	251	103b	500	204	1.0	0	0	2/4	9	1	1/4	1/4	1		2	62	D4	4	947
103	103	251	103b	500	204	2.0	0	0	2/4	3	1	1/2	1/2	1	-1	-2	70	Bb4	4	942
103	103	251	103b	500	204	0.5	0	0	2/4	5	1	1/8	1/8	1		-1	77	F5	5	943
103	103	251	103b	500	204	2.0	0	0	2/4	1	1	1/2	1/2	1	0	-1	89	F6	6	941
103	103	251	103b	1001/2	409/2	0.5	1/8	1/8	2/4	5	1	1/8	1/8	1		-2	82	Bb5	5	944
103	103	251	103b	501	205	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		-3	63	Eb4	4	948
103	103	251	103b	501	205	0.5	1/4	1/4	2/4	5	1	1/8	1/8	1		3	81	A5	5	945
103	103	251	103b	1003/2	411/2	0.5	3/8	3/8	2/4	5	1	1/8	1/8	1		1	79	G5	5	946
104	104	252	104b	502	206	1.0	0	0	2/4	9	1	1/4	1/4	1		-1	65	F4	4	954
104	104	252	104b	502	206	1.0	0	0	2/4	5	1	1/4	1/4	1		-1	77	F5	5	953
104	104	252	104b	502	206	0.5	0	0	2/4	1	1	1/8	1/8	1	-1	-1	89	F6	6	949
104	104	252	104b	1005/2	413/2	0.5	1/8	1/8	2/4	1	1	1/8	1/8	1		4	88	E6	6	950
104	104	252	104b	503	207	0.5	1/4	1/4	2/4	1	1	1/8	1/8	1		-3	87	Eb6	6	951
104	104	252	104b	1007/2	415/2	0.5	3/8	3/8	2/4	1	1	1/8	1/8	1		2	86	D6	6	952
105	105	253	105b	504	208	0.5	0	0	2/4	21	1	1/8	1/8	1		0	84	C6	6	955
105	105	253	105b	1009/2	417/2	0.5	1/8	1/8	2/4	21	1	1/8	1/8	1		-2	82	Bb5	5	956
105	105	253	105b	505	209	0.5	1/4	1/4	2/4	21	1	1/8	1/8	1		3	81	A5	5	957
105	105	253	105b	1011/2	419/2	0.5	3/8	3/8	2/4	21	1	1/8	1/8	1		1	79	G5	5	958
106	106	254	106b	506	210	0.5	0	0	2/4	21	1	1/8	1/8	1		-1	77	F5	5	959
106	106	254	106b	1013/2	421/2	0.5	1/8	1/8	2/4	21	1	1/8	1/8	1		4	76	E5	5	960
106	106	254	106b	507	211	0.5	1/4	1/4	2/4	21	1	1/8	1/8	1		-3	75	Eb5	5	961
106	106	254	106b	1015/2	423/2	0.5	3/8	3/8	2/4	21	1	1/8	1/8	1		2	74	D5	5	962
107	107	255	107b	508	212	2.0	0	0	2/4	18	1	1/2	1/2	1	1	-6	42	Gb2	2	968
107	107	255	107b	508	212	2.0	0	0	2/4	17	1	1/2	1/2	1	1	-5	49	Db3	3	967
107	107	255	107b	508	212	2.0	0	0	2/4	16	1	1/2	1/2	1	1	-2	58	Bb3	3	966
107	107	255	107b	508	212	2.0	0	0	2/4	15	1	1/2	1/2	1	1	-5	61	Db4	4	965
107	107	255	107b	508	212	2.0	0	0	2/4	23	1	1/2	1/2	1		-5	61	Db4	4	971
107	107	255	107b	508	212	2.0	0	0	2/4	14	1	1/2	1/2	1	1	-2	70	Bb4	4	964
107	107	255	107b	508	212	2.0	0	0	2/4	22	1	1/2	1/2	1		-2	70	Bb4	4	970
107	107	255	107b	508	212	2.0	0	0	2/4	13	1	1/2	1/2	1	1	-5	73	Db5	5	963
107	107	255	107b	508	212	2.0	0	0	2/4	21	1	1/2	1/2	1		-5	73	Db5	5	969
107	107	255	107b	508	212	2.0	0	0	2/4	22	1	1/2	1/2	1		-2	82	Bb5	5	970
107	107	255	107b	508	212	2.0	0	0	2/4	21	1	1/2	1/2	1		-5	85	Db6	6	969
108	108	256	108b	510	214	1.0	0	0	2/4	18	1	1/4	1/4	1	-1	-6	42	Gb2	2	979
108	108	256	108b	510	214	1.0	0	0	2/4	17	1	1/4	1/4	1	-1	-5	49	Db3	3	977
108	108	256	108b	510	214	1.0	0	0	2/4	16	1	1/4	1/4	1	-1	-2	58	Bb3	3	975
108	108	256	108b	510	214	2.0	0	0	2/4	15	1	1/2	1/2	1	0	-5	61	Db4	4	974
108	108	256	108b	510	214	2.0	0	0	2/4	23	1	1/2	1/2	1		-5	61	Db4	4	983
108	108	256	108b	510	214	2.0	0	0	2/4	14	1	1/2	1/2	1	0	-2	70	Bb4	4	973
108	108	256	108b	510	214	2.0	0	0	2/4	22	1	1/2	1/2	1		-2	70	Bb4	4	982
108	108	256	108b	510	214	2.0	0	0	2/4	13	1	1/2	1/2	1	0	-5	73	Db5	5	972
108	108	256	108b	510	214	2.0	0	0	2/4	21	1	1/2	1/2	1		-5	73	Db5	5	981
108	108	256	108b	510	214	2.0	0	0	2/4	22	1	1/2	1/2	1		-2	82	Bb5	5	982
108	108	256	108b	510	214	2.0	0	0	2/4	21	1	1/2	1/2	1		-5	85	Db6	6	981
108	108	256	108b	511	215	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1	1	-6	42	Gb2	2	985
108	108	256	108b	511	215	1.0	1/4	1/4	2/4	17	1	1/4	1/4	1	1	-6	54	Gb3	3	978
108	108	256	108b	511	215	1.0	1/4	1/4	2/4	18	1	1/4	1/4	1	1	-6	54	Gb3	3	980
108	108	256	108b	511	215	1.0	1/4	1/4	2/4	24	1	1/4	1/4	1	1	-6	54	Gb3	3	984
108	108	256	108b	511	215	1.0	1/4	1/4	2/4	16	1	1/4	1/4	1	1	-6	66	Gb4	4	976
109	109	257	109b	512	216	1.0	0	0	2/4	25	1	1/4	1/4	1	-1	-6	42	Gb2	2	1004
109	109	257	109b	512	216	1.0	0	0	2/4	17	1	1/4	1/4	1	-1	-6	54	Gb3	3	995
109	109	257	109b	512	216	1.0	0	0	2/4	18	1	1/4	1/4	1	-1	-6	54	Gb3	3	997
109	109	257	109b	512	216	1.0	0	0	2/4	24	1	1/4	1/4	1	-1	-6	54	Gb3	3	1002
109	109	257	109b	512	216	1.0	0	0	2/4	15	1	1/4	1/4	1	-1	-5	61	Db4	4	992
109	109	257	109b	512	216	2.0	0	0	2/4	23	1	1/2	1/2	1		-5	61	Db4	4	1001
109	109	257	109b	512	216	1.0	0	0	2/4	16	1	1/4	1/4	1	-1	-6	66	Gb4	4	993
109	109	257	109b	512	216	1.0	0	0	2/4	14	1	1/4	1/4	1	-1	-2	70	Bb4	4	991
109	109	257	109b	512	216	2.0	0	0	2/4	22	1	1/2	1/2	1		-2	70	Bb4	4	1000
109	109	257	109b	512	216	1.0	0	0	2/4	13	1	1/4	1/4	1	-1	-5	73	Db5	5	990
109	109	257	109b	512	216	2.0	0	0	2/4	21	1	1/2	1/2	1		-5	73	Db5	5	999
109	109	257	109b	512	216	2.0	0	0	2/4	22	1	1/2	1/2	1		-2	82	Bb5	5	1000
109	109	257	109b	512	216	2.0	0	0	2/4	21	1	1/2	1/2	1		-5	85	Db6	6	999
109	109	257	109b	513	217	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-1	41	F2	2	1005
109	109	257	109b	513	217	1.0	1/4	1/4	2/4	17	1	1/4	1/4	1		-1	53	F3	3	996
109	109	257	109b	513	217	1.0	1/4	1/4	2/4	18	1	1/4	1/4	1		-1	53	F3	3	998
109	109	257	109b	513	217	1.0	1/4	1/4	2/4	24	1	1/4	1/4	1		-1	53	F3	3	1003
109	109	257	109b	513	217	1.0	1/4	1/4	2/4	16	1	1/4	1/4	1		-1	65	F4	4	994
109	109	257	109b	513	217	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1	1	-6	66	Gb4	4	986
109	109	257	109b	513	217	1.0	1/4	1/4	2/4	10	1	1/4	1/4	1	1	-6	66	Gb4	4	987
109	109	257	109b	513	217	1.0	1/4	1/4	2/4	11	1	1/4	1/4	1	1	-6	66	Gb4	4	988
109	109	257	109b	513	217	1.0	1/4	1/4	2/4	12	1	1/4	1/4	1	1	-6	66	Gb4	4	989
110	110	258	110b	514	218	1.0	0	0	2/4	25	1	1/4	1/4	1		-3	39	Eb2	2	1025
110	110	258	110b	514	218	1.0	0	0	2/4	17	1	1/4	1/4	1		-3	51	Eb3	3	1016
110	110	258	110b	514	218	1.0	0	0	2/4	18	1	1/4	1/4	1		-3	51	Eb3	3	1018
110	110	258	110b	514	218	1.0	0	0	2/4	24	1	1/4	1/4	1		-3	51	Eb3	3	1023
110	110	258	110b	514	218	2.0	0	0	2/4	23	1	1/2	1/2	1		-5	61	Db4	4	1022
110	110	258	110b	514	218	1.0	0	0	2/4	16	1	1/4	1/4	1		-3	63	Eb4	4	1014
110	110	258	110b	514	218	1.0	0	0	2/4	9	1	1/4	1/4	1	-1	-6	66	Gb4	4	1006
110	110	258	110b	514	218	1.0	0	0	2/4	10	1	1/4	1/4	1	-1	-6	66	Gb4	4	1008
110	110	258	110b	514	218	1.0	0	0	2/4	11	1	1/4	1/4	1	-1	-6	66	Gb4	4	1010
110	110	258	110b	514	218	1.0	0	0	2/4	12	1	1/4	1/4	1	-1	-6	66	Gb4	4	1012
110	110	258	110b	514	218	2.0	0	0	2/4	22	1	1/2	1/2	1		-2	70	Bb4	4	1021
110	110	258	110b	514	218	2.0	0	0	2/4	21	1	1/2	1/2	1		-5	73	Db5	5	1020
110	110	258	110b	514	218	2.0	0	0	2/4	22	1	1/2	1/2	1		-2	82	Bb5	5	1021
110	110	258	110b	514	218	2.0	0	0	2/4	21	1	1/2	1/2	1		-5	85	Db6	6	1020
110	110	258	110b	515	219	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-5	37	Db2	2	1026
110	110	258	110b	515	219	1.0	1/4	1/4	2/4	17	1	1/4	1/4	1		-5	49	Db3	3	1017
110	110	258	110b	515	219	1.0	1/4	1/4	2/4	18	1	1/4	1/4	1		-5	49	Db3	3	1019
110	110	258	110b	515	219	1.0	1/4	1/4	2/4	24	1	1/4	1/4	1		-5	49	Db3	3	1024
110	110	258	110b	515	219	1.0	1/4	1/4	2/4	16	1	1/4	1/4	1		-5	61	Db4	4	1015
110	110	258	110b	515	219	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		-1	65	F4	4	1007
110	110	258	110b	515	219	1.0	1/4	1/4	2/4	10	1	1/4	1/4	1		-1	65	F4	4	1009
110	110	258	110b	515	219	1.0	1/4	1/4	2/4	11	1	1/4	1/4	1		-1	65	F4	4	1011
110	110	258	110b	515	219	1.0	1/4	1/4	2/4	12	1	1/4	1/4	1		-1	65	F4	4	1013
111	111	259	111b	516	220	1.0	0	0	2/4	25	1	1/4	1/4	1		0	36	C2	2	1050
111	111	259	111b	516	220	1.0	0	0	2/4	17	1	1/4	1/4	1		0	48	C3	3	1038
111	111	259	111b	516	220	1.0	0	0	2/4	18	1	1/4	1/4	1		0	48	C3	3	1041
111	111	259	111b	516	220	1.0	0	0	2/4	24	1	1/4	1/4	1		0	48	C3	3	1047
111	111	259	111b	516	220	1.0	0	0	2/4	16	1	1/4	1/4	1		0	60	C4	4	1035
111	111	259	111b	516	220	2.0	0	0	2/4	23	1	1/2	1/2	1		-5	61	Db4	4	1046
111	111	259	111b	516	220	1.0	0	0	2/4	9	1	1/4	1/4	1		-3	63	Eb4	4	1027
111	111	259	111b	516	220	1.0	0	0	2/4	10	1	1/4	1/4	1		-3	63	Eb4	4	1029
111	111	259	111b	516	220	1.0	0	0	2/4	11	1	1/4	1/4	1		-3	63	Eb4	4	1031
111	111	259	111b	516	220	1.0	0	0	2/4	12	1	1/4	1/4	1		-3	63	Eb4	4	1033
111	111	259	111b	516	220	2.0	0	0	2/4	22	1	1/2	1/2	1		-2	70	Bb4	4	1045
111	111	259	111b	516	220	2.0	0	0	2/4	21	1	1/2	1/2	1		-5	73	Db5	5	1044
111	111	259	111b	516	220	2.0	0	0	2/4	22	1	1/2	1/2	1		-2	82	Bb5	5	1045
111	111	259	111b	516	220	2.0	0	0	2/4	21	1	1/2	1/2	1		-5	85	Db6	6	1044
111	111	259	111b	517	221	0.5	1/4	1/4	2/4	25	1	1/8	1/8	1		-5	37	Db2	2	1051
111	111	259	111b	517	221	0.5	1/4	1/4	2/4	17	1	1/8	1/8	1		-5	49	Db3	3	1039
111	111	259	111b	517	221	0.5	1/4	1/4	2/4	18	1	1/8	1/8	1		-5	49	Db3	3	1042
111	111	259	111b	517	221	0.5	1/4	1/4	2/4	24	1	1/8	1/8	1		-5	49	Db3	3	1048
111	111	259	111b	517	221	0.5	1/4	1/4	2/4	16	1	1/8	1/8	1		-5	61	Db4	4	1036
111	111	259	111b	517	221	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		-5	61	Db4	4	1028
111	111	259	111b	517	221	1.0	1/4	1/4	2/4	10	1	1/4	1/4	1		-5	61	Db4	4	1030
111	111	259	111b	517	221	1.0	1/4	1/4	2/4	11	1	1/4	1/4	1		-5	61	Db4	4	1032
111	111	259	111b	517	221	1.0	1/4	1/4	2/4	12	1	1/4	1/4	1		-5	61	Db4	4	1034
111	111	259	111b	1035/2	443/2	0.5	3/8	3/8	2/4	25	1	1/8	1/8	1		-3	39	Eb2	2	1052
111	111	259	111b	1035/2	443/2	0.5	3/8	3/8	2/4	17	1	1/8	1/8	1		-3	51	Eb3	3	1040
111	111	259	111b	1035/2	443/2	0.5	3/8	3/8	2/4	18	1	1/8	1/8	1		-3	51	Eb3	3	1043
111	111	259	111b	1035/2	443/2	0.5	3/8	3/8	2/4	24	1	1/8	1/8	1		-3	51	Eb3	3	1049
111	111	259	111b	1035/2	443/2	0.5	3/8	3/8	2/4	16	1	1/8	1/8	1		-3	63	Eb4	4	1037
112	112	260	112b	518	222	1.0	0	0	2/4	25	1	1/4	1/4	1		-1	41	F2	2	1068
112	112	260	112b	518	222	1.0	0	0	2/4	17	1	1/4	1/4	1		-1	53	F3	3	1062
112	112	260	112b	518	222	1.0	0	0	2/4	18	1	1/4	1/4	1		-1	53	F3	3	1063
112	112	260	112b	518	222	1.0	0	0	2/4	24	1	1/4	1/4	1		-1	53	F3	3	1067
112	112	260	112b	518	222	1.0	0	0	2/4	9	1	1/4	1/4	1		0	60	C4	4	1053
112	112	260	112b	518	222	1.0	0	0	2/4	10	1	1/4	1/4	1		0	60	C4	4	1055
112	112	260	112b	518	222	1.0	0	0	2/4	11	1	1/4	1/4	1		0	60	C4	4	1057
112	112	260	112b	518	222	1.0	0	0	2/4	12	1	1/4	1/4	1		0	60	C4	4	1059
112	112	260	112b	518	222	2.0	0	0	2/4	23	1	1/2	1/2	1		0	60	C4	4	1066
112	112	260	112b	518	222	1.0	0	0	2/4	16	1	1/4	1/4	1		-1	65	F4	4	1061
112	112	260	112b	518	222	2.0	0	0	2/4	22	1	1/2	1/2	1		3	69	A4	4	1065
112	112	260	112b	518	222	2.0	0	0	2/4	21	1	1/2	1/2	1		0	72	C5	5	1064
112	112	260	112b	518	222	2.0	0	0	2/4	22	1	1/2	1/2	1		3	81	A5	5	1065
112	112	260	112b	518	222	2.0	0	0	2/4	21	1	1/2	1/2	1		0	84	C6	6	1064
112	112	260	112b	519	223	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		-1	65	F4	4	1054
112	112	260	112b	519	223	1.0	1/4	1/4	2/4	10	1	1/4	1/4	1		-1	65	F4	4	1056
112	112	260	112b	519	223	1.0	1/4	1/4	2/4	11	1	1/4	1/4	1		-1	65	F4	4	1058
112	112	260	112b	519	223	1.0	1/4	1/4	2/4	12	1	1/4	1/4	1		-1	65	F4	4	1060
113	113	261	113b	520	224	2.0	0	0	2/4	18	1	1/2	1/2	1	1	3	45	A2	2	1074
113	113	261	113b	520	224	2.0	0	0	2/4	17	1	1/2	1/2	1	1	4	52	E3	3	1073
113	113	261	113b	520	224	2.0	0	0	2/4	16	1	1/2	1/2	1	1	7	61	C#4	4	1072
113	113	261	113b	520	224	2.0	0	0	2/4	15	1	1/2	1/2	1	1	4	64	E4	4	1071
113	113	261	113b	520	224	2.0	0	0	2/4	23	1	1/2	1/2	1		4	64	E4	4	1077
113	113	261	113b	520	224	2.0	0	0	2/4	14	1	1/2	1/2	1	1	7	73	C#5	5	1070
113	113	261	113b	520	224	2.0	0	0	2/4	22	1	1/2	1/2	1		7	73	C#5	5	1076
113	113	261	113b	520	224	2.0	0	0	2/4	13	1	1/2	1/2	1	1	4	76	E5	5	1069
113	113	261	113b	520	224	2.0	0	0	2/4	21	1	1/2	1/2	1		4	76	E5	5	1075
113	113	261	113b	520	224	2.0	0	0	2/4	22	1	1/2	1/2	1		7	85	C#6	6	1076
113	113	261	113b	520	224	2.0	0	0	2/4	21	1	1/2	1/2	1		4	88	E6	6	1075
114	114	262	114b	522	226	1.0	0	0	2/4	18	1	1/4	1/4	1	-1	3	45	A2	2	1085
114	114	262	114b	522	226	1.0	0	0	2/4	17	1	1/4	1/4	1	-1	4	52	E3	3	1083
114	114	262	114b	522	226	1.0	0	0	2/4	16	1	1/4	1/4	1	-1	7	61	C#4	4	1081
114	114	262	114b	522	226	2.0	0	0	2/4	15	1	1/2	1/2	1	0	4	64	E4	4	1080
114	114	262	114b	522	226	2.0	0	0	2/4	23	1	1/2	1/2	1		4	64	E4	4	1089
114	114	262	114b	522	226	2.0	0	0	2/4	14	1	1/2	1/2	1	0	7	73	C#5	5	1079
114	114	262	114b	522	226	2.0	0	0	2/4	22	1	1/2	1/2	1		7	73	C#5	5	1088
114	114	262	114b	522	226	2.0	0	0	2/4	13	1	1/2	1/2	1	0	4	76	E5	5	1078
114	114	262	114b	522	226	2.0	0	0	2/4	21	1	1/2	1/2	1		4	76	E5	5	1087
114	114	262	114b	522	226	2.0	0	0	2/4	22	1	1/2	1/2	1		7	85	C#6	6	1088
114	114	262	114b	522	226	2.0	0	0	2/4	21	1	1/2	1/2	1		4	88	E6	6	1087
114	114	262	114b	523	227	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1	1	3	45	A2	2	1091
114	114	262	114b	523	227	1.0	1/4	1/4	2/4	17	1	1/4	1/4	1	1	3	57	A3	3	1084
114	114	262	114b	523	227	1.0	1/4	1/4	2/4	18	1	1/4	1/4	1	1	3	57	A3	3	1086
114	114	262	114b	523	227	1.0	1/4	1/4	2/4	24	1	1/4	1/4	1	1	3	57	A3	3	1090
114	114	262	114b	523	227	1.0	1/4	1/4	2/4	16	1	1/4	1/4	1	1	3	69	A4	4	1082
115	115	263	115b	524	228	1.0	0	0	2/4	25	1	1/4	1/4	1	-1	3	45	A2	2	1110
115	115	263	115b	524	228	1.0	0	0	2/4	17	1	1/4	1/4	1	-1	3	57	A3	3	1101
