mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	Trill:trill	crescendo_line	HairPin:2_sempre cresc.	HairPin:2_cresc. sempre	HairPin:2_sempre crescendo	HairPin:2_(cresc.)	diminuendo_line	HairPin:3_sempre diminuendo	HairPin:3_(dim.)	HairPin:3_dimin.	crescendo_hairpin	decrescendo_hairpin
92	92	183	183	0.0	1/4	1/4	Spanner	2/4	5	1	0																								
92	92	182	182	1.0	0	0	Chord	2/4	9	1	1/4	1/4	1	884																					11
92	92	183	183	0.0	1/4	1/4	Spanner	2/4	9	1	0																								
93	93	184	184	2.0	0	0	Chord	2/4	9	1	1/2	1/2	1	885	X		articAccentAbove																		
94	94	187	187	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	886	a		articAccentAbove																		
94	94	187	187	1.0	1/4	1/4	Chord	2/4	3	1	1/4	1/4	1	887			articAccentAbove																		
94	94	187	187	1.0	1/4	1/4	Chord	2/4	5	1	1/4	1/4	1	888			articAccentAbove																		
94	94	186	186	2.0	0	0	Chord	2/4	9	1	1/2	1/2	1	889																					
95	95	188	188	0.0	0	0	Spanner	2/4	1	1	0																							12	
95	95	188	188	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	890			articStaccatissimoAbove																	12	
95	95	189	189	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	891			articStaccatissimoAbove																	12	
95	95	188	188	2.0	0	0	Chord	2/4	3	1	1/2	1/2	1	892																					
95	95	188	188	0.0	0	0	Spanner	2/4	5	1	0																							13	
95	95	188	188	1.0	0	0	Chord	2/4	5	1	1/4	1/4	1	893			articStaccatissimoAbove																	13	
95	95	189	189	1.0	1/4	1/4	Chord	2/4	5	1	1/4	1/4	1	894			articStaccatissimoAbove																	13	
95	95	188	188	0.0	0	0	Spanner	2/4	9	1	0																							14	
95	95	188	188	2.0	0	0	Chord	2/4	9	1	1/2	1/2	1	895									118											14	
96	96	190	190	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	896			articStaccatissimoAbove																	12	
96	96	191	191	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	897			articStaccatissimoAbove																	12	
96	96	190	190	2.0	0	0	Chord	2/4	3	1	1/2	1/2	1	898									119												
96	96	190	190	1.0	0	0	Chord	2/4	5	1	1/4	1/4	1	899			articStaccatissimoAbove																	13	
96	96	191	191	1.0	1/4	1/4	Chord	2/4	5	1	1/4	1/4	1	900			articStaccatissimoAbove																	13	
96	96	190	190	1.0	0	0	Chord	2/4	9	1	1/4	1/4	1	901			articStaccatissimoAbove																	14	
96	96	191	191	1.0	1/4	1/4	Chord	2/4	9	1	1/4	1/4	1	902			articStaccatissimoAbove																	14	
97	97	192	192	0.0	0	0	Spanner	2/4	1	1	0																								
97	97	192	192	0.0	0	0	Spanner	2/4	1	1	0																								12
97	97	192	192	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	903									120												12
97	97	385/2	385/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	904									120												12
97	97	193	193	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	905									120												12
97	97	387/2	387/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	906									120												12
97	97	192	192	2.0	0	0	Chord	2/4	3	1	1/2	1/2	1	907									119												
97	97	192	192	0.0	0	0	Spanner	2/4	5	1	0																								
97	97	192	192	0.0	0	0	Spanner	2/4	5	1	0																								13
97	97	192	192	0.5	0	0	Chord	2/4	5	1	1/8	1/8	1	908									121												13
97	97	385/2	385/2	0.5	1/8	1/8	Chord	2/4	5	1	1/8	1/8	1	909									121												13
97	97	193	193	0.5	1/4	1/4	Chord	2/4	5	1	1/8	1/8	1	910									121												13
97	97	387/2	387/2	0.5	3/8	3/8	Chord	2/4	5	1	1/8	1/8	1	911									121												13
97	97	192	192	0.0	0	0	Spanner	2/4	9	1	0																								
97	97	192	192	0.0	0	0	Spanner	2/4	9	1	0																								14
97	97	192	192	1.0	0	0	Chord	2/4	9	1	1/4	1/4	1	912									122												14
97	97	193	193	1.0	1/4	1/4	Chord	2/4	9	1	1/4	1/4	1	913									122												14
98	98	194	194	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	914																					12
98	98	195	195	0.0	1/4	1/4	Spanner	2/4	1	1	0																								
98	98	194	194	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	915																					
98	98	194	194	1.0	0	0	Chord	2/4	5	1	1/4	1/4	1	916																					13
98	98	195	195	0.0	1/4	1/4	Spanner	2/4	5	1	0																								
98	98	194	194	1.0	0	0	Chord	2/4	9	1	1/4	1/4	1	917																					14
98	98	195	195	0.0	1/4	1/4	Spanner	2/4	9	1	0																								
99	99	196	196	0.0	0	0	Dynamic	2/4	9	1	0					mf																			
99	99	196	196	2.0	0	0	Chord	2/4	9	1	1/2	1/2	1	918	X																				
100	100	199	199	0.0	1/4	1/4	Dynamic	2/4	1	1	0					mf																			
100	100	199	199	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	919			articAccentAbove						123												
100	100	199	199	0.0	1/4	1/4	Dynamic	2/4	3	1	0					mf																			
100	100	199	199	1.0	1/4	1/4	Chord	2/4	3	1	1/4	1/4	1	920			articAccentAbove																		
100	100	199	199	0.0	1/4	1/4	Dynamic	2/4	5	1	0					mf																			
100	100	199	199	1.0	1/4	1/4	Chord	2/4	5	1	1/4	1/4	1	921	a		articAccentAbove						124												
100	100	198	198	2.0	0	0	Chord	2/4	9	1	1/2	1/2	1	922																					
101	101	200	200	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	923									123												
101	101	401/2	401/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	924									123												
101	101	201	201	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	925									123												
101	101	403/2	403/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	926									123												
101	101	200	200	2.0	0	0	Chord	2/4	3	1	1/2	1/2	1	927																					
101	101	200	200	0.5	0	0	Chord	2/4	5	1	1/8	1/8	1	928									124												
101	101	401/2	401/2	0.5	1/8	1/8	Chord	2/4	5	1	1/8	1/8	1	929									124												
101	101	201	201	0.5	1/4	1/4	Chord	2/4	5	1	1/8	1/8	1	930									124												
101	101	403/2	403/2	0.5	3/8	3/8	Chord	2/4	5	1	1/8	1/8	1	931									124												
101	101	200	200	2.0	0	0	Chord	2/4	9	1	1/2	1/2	1	932									125												
102	102	202	202	2.0	0	0	Chord	2/4	1	1	1/2	1/2	1	933									123												
102	102	202	202	2.0	0	0	Chord	2/4	3	1	1/2	1/2	1	934																					
102	102	202	202	0.5	0	0	Chord	2/4	5	1	1/8	1/8	1	935									124												
102	102	405/2	405/2	0.5	1/8	1/8	Chord	2/4	5	1	1/8	1/8	1	936									124												
102	102	203	203	0.5	1/4	1/4	Chord	2/4	5	1	1/8	1/8	1	937									124												
102	102	407/2	407/2	0.5	3/8	3/8	Chord	2/4	5	1	1/8	1/8	1	938									124												
102	102	202	202	1.0	0	0	Chord	2/4	9	1	1/4	1/4	1	939			articStaccatissimoAbove																		
102	102	203	203	1.0	1/4	1/4	Chord	2/4	9	1	1/4	1/4	1	940			articStaccatissimoAbove																		
103	103	204	204	0.0	0	0	Spanner	2/4	1	1	0												123							25					
103	103	204	204	2.0	0	0	Chord	2/4	1	1	1/2	1/2	1	941									123							25					
103	103	204	204	2.0	0	0	Chord	2/4	3	1	1/2	1/2	1	942																					
103	103	204	204	0.0	0	0	Spanner	2/4	5	1	0												124							26					
103	103	204	204	0.5	0	0	Chord	2/4	5	1	1/8	1/8	1	943									124							26					
103	103	409/2	409/2	0.5	1/8	1/8	Chord	2/4	5	1	1/8	1/8	1	944									124							26					
103	103	205	205	0.5	1/4	1/4	Chord	2/4	5	1	1/8	1/8	1	945									124							26					
103	103	411/2	411/2	0.5	3/8	3/8	Chord	2/4	5	1	1/8	1/8	1	946									124							26					
103	103	204	204	0.0	0	0	Spanner	2/4	9	1	0																			27					
103	103	204	204	1.0	0	0	Chord	2/4	9	1	1/4	1/4	1	947									126							27					
103	103	205	205	1.0	1/4	1/4	Chord	2/4	9	1	1/4	1/4	1	948									126							27					
104	104	206	206	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	949			articStaccatissimoAbove													25					
104	104	413/2	413/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	950	a		articStaccatissimoAbove													25					
104	104	207	207	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	951			articStaccatissimoAbove													25					
104	104	415/2	415/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	952			articStaccatissimoAbove													25					
104	104	206	206	1.0	0	0	Chord	2/4	5	1	1/4	1/4	1	953																26					
104	104	207	207	0.0	1/4	1/4	Spanner	2/4	5	1	0																								
104	104	206	206	1.0	0	0	Chord	2/4	9	1	1/4	1/4	1	954																27					
104	104	207	207	0.0	1/4	1/4	Spanner	2/4	9	1	0																								
105	105	208	208	0.0	0	0	Spanner	2/4	1	1	0																								
105	105	208	208	0.0	0	0	Dynamic	2/4	21	1	0					pp																			
105	105	208	208	0.5	0	0	Chord	2/4	21	1	1/8	1/8	1	955	a		articStaccatissimoAbove																		
105	105	417/2	417/2	0.5	1/8	1/8	Chord	2/4	21	1	1/8	1/8	1	956			articStaccatissimoAbove																		
105	105	209	209	0.5	1/4	1/4	Chord	2/4	21	1	1/8	1/8	1	957			articStaccatissimoAbove																		
105	105	419/2	419/2	0.5	3/8	3/8	Chord	2/4	21	1	1/8	1/8	1	958			articStaccatissimoAbove																		
106	106	210	210	0.5	0	0	Chord	2/4	21	1	1/8	1/8	1	959			articStaccatissimoAbove																		
106	106	421/2	421/2	0.5	1/8	1/8	Chord	2/4	21	1	1/8	1/8	1	960			articStaccatissimoAbove																		
106	106	211	211	0.5	1/4	1/4	Chord	2/4	21	1	1/8	1/8	1	961			articStaccatissimoAbove																		
106	106	423/2	423/2	0.0	3/8	3/8	StaffText	2/4	21	1	0							(div)																	
106	106	423/2	423/2	0.5	3/8	3/8	Chord	2/4	21	1	1/8	1/8	1	962			articStaccatissimoAbove																		
106	106	210	210	0.0	0	0	StaffText	2/4	22	1	0							(div)																	
107	107	212	212	0.0	0	0	Dynamic	2/4	13	1	0					ff																			
107	107	212	212	2.0	0	0	Chord	2/4	13	1	1/2	1/2	1	963	X		articAccentAbove																		
107	107	212	212	0.0	0	0	Dynamic	2/4	14	1	0					ff																			
107	107	212	212	2.0	0	0	Chord	2/4	14	1	1/2	1/2	1	964			articAccentAbove																		
107	107	212	212	0.0	0	0	Dynamic	2/4	15	1	0					ff																			
107	107	212	212	2.0	0	0	Chord	2/4	15	1	1/2	1/2	1	965			articAccentAbove																		
107	107	212	212	0.0	0	0	Dynamic	2/4	16	1	0					ff																			
107	107	212	212	2.0	0	0	Chord	2/4	16	1	1/2	1/2	1	966			articAccentAbove																		
107	107	212	212	0.0	0	0	Dynamic	2/4	17	1	0					ff																			
107	107	212	212	2.0	0	0	Chord	2/4	17	1	1/2	1/2	1	967			articAccentBelow																		
107	107	212	212	0.0	0	0	Dynamic	2/4	18	1	0					ff																			
107	107	212	212	2.0	0	0	Chord	2/4	18	1	1/2	1/2	1	968			articAccentBelow																		
107	107	212	212	0.0	0	0	Dynamic	2/4	21	1	0					ff																			
107	107	212	212	2.0	0	0	Chord	2/4	21	1	1/2	1/2	1	969			articAccentAbove																		
107	107	212	212	0.0	0	0	Dynamic	2/4	22	1	0					ff																			
107	107	212	212	2.0	0	0	Chord	2/4	22	1	1/2	1/2	1	970			articAccentAbove																		
107	107	212	212	0.0	0	0	Dynamic	2/4	23	1	0					ff																			
107	107	212	212	2.0	0	0	Chord	2/4	23	1	1/2	1/2	1	971			articAccentAbove																		
108	108	214	214	2.0	0	0	Chord	2/4	13	1	1/2	1/2	1	972																					
108	108	214	214	2.0	0	0	Chord	2/4	14	1	1/2	1/2	1	973																					
108	108	214	214	2.0	0	0	Chord	2/4	15	1	1/2	1/2	1	974																					
108	108	214	214	1.0	0	0	Chord	2/4	16	1	1/4	1/4	1	975																					
108	108	215	215	1.0	1/4	1/4	Chord	2/4	16	1	1/4	1/4	1	976	a		articAccentAbove																		
108	108	214	214	1.0	0	0	Chord	2/4	17	1	1/4	1/4	1	977																					
108	108	215	215	1.0	1/4	1/4	Chord	2/4	17	1	1/4	1/4	1	978			articAccentBelow																		
108	108	214	214	1.0	0	0	Chord	2/4	18	1	1/4	1/4	1	979																					
108	108	215	215	1.0	1/4	1/4	Chord	2/4	18	1	1/4	1/4	1	980			articAccentAbove																		
108	108	214	214	2.0	0	0	Chord	2/4	21	1	1/2	1/2	1	981																					
108	108	214	214	2.0	0	0	Chord	2/4	22	1	1/2	1/2	1	982																					
108	108	214	214	2.0	0	0	Chord	2/4	23	1	1/2	1/2	1	983																					
108	108	215	215	0.0	1/4	1/4	Dynamic	2/4	24	1	0					ff																			
108	108	215	215	1.0	1/4	1/4	Chord	2/4	24	1	1/4	1/4	1	984			articAccentAbove																		
108	108	215	215	0.0	1/4	1/4	Dynamic	2/4	25	1	0					ff																			
108	108	215	215	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	985			articAccentAbove																		
109	109	217	217	0.0	1/4	1/4	Dynamic	2/4	9	1	0					ff																			
109	109	217	217	1.0	1/4	1/4	Chord	2/4	9	1	1/4	1/4	1	986	a		articAccentAbove																		
109	109	217	217	0.0	1/4	1/4	Dynamic	2/4	10	1	0					ff																			
109	109	217	217	1.0	1/4	1/4	Chord	2/4	10	1	1/4	1/4	1	987			articAccentAbove																		
109	109	217	217	0.0	1/4	1/4	Dynamic	2/4	11	1	0					ff																			
109	109	217	217	1.0	1/4	1/4	Chord	2/4	11	1	1/4	1/4	1	988			articAccentAbove																		
109	109	217	217	0.0	1/4	1/4	Dynamic	2/4	12	1	0					ff																			
109	109	217	217	1.0	1/4	1/4	Chord	2/4	12	1	1/4	1/4	1	989			articAccentAbove																		
109	109	216	216	1.0	0	0	Chord	2/4	13	1	1/4	1/4	1	990																					
109	109	216	216	1.0	0	0	Chord	2/4	14	1	1/4	1/4	1	991																					
109	109	216	216	1.0	0	0	Chord	2/4	15	1	1/4	1/4	1	992																					
109	109	216	216	1.0	0	0	Chord	2/4	16	1	1/4	1/4	1	993																					
109	109	217	217	1.0	1/4	1/4	Chord	2/4	16	1	1/4	1/4	1	994			articStaccatissimoAbove																		
109	109	216	216	1.0	0	0	Chord	2/4	17	1	1/4	1/4	1	995																					
109	109	217	217	1.0	1/4	1/4	Chord	2/4	17	1	1/4	1/4	1	996			articStaccatissimoBelow																		
109	109	216	216	1.0	0	0	Chord	2/4	18	1	1/4	1/4	1	997																					
109	109	217	217	1.0	1/4	1/4	Chord	2/4	18	1	1/4	1/4	1	998			articStaccatissimoAbove																		
109	109	216	216	2.0	0	0	Chord	2/4	21	1	1/2	1/2	1	999																					
109	109	216	216	2.0	0	0	Chord	2/4	22	1	1/2	1/2	1	1000																					
109	109	216	216	2.0	0	0	Chord	2/4	23	1	1/2	1/2	1	1001																					
109	109	216	216	1.0	0	0	Chord	2/4	24	1	1/4	1/4	1	1002			articStaccatissimoAbove																		
109	109	217	217	1.0	1/4	1/4	Chord	2/4	24	1	1/4	1/4	1	1003			articStaccatissimoAbove																		
109	109	216	216	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	1004			articStaccatissimoAbove																		
109	109	217	217	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	1005			articStaccatissimoAbove																		
110	110	218	218	1.0	0	0	Chord	2/4	9	1	1/4	1/4	1	1006			articStaccatissimoAbove																		
110	110	219	219	1.0	1/4	1/4	Chord	2/4	9	1	1/4	1/4	1	1007			articStaccatissimoAbove																		
110	110	218	218	1.0	0	0	Chord	2/4	10	1	1/4	1/4	1	1008			articStaccatissimoAbove																		
110	110	219	219	1.0	1/4	1/4	Chord	2/4	10	1	1/4	1/4	1	1009			articStaccatissimoAbove																		
110	110	218	218	1.0	0	0	Chord	2/4	11	1	1/4	1/4	1	1010			articStaccatissimoAbove																		
110	110	219	219	1.0	1/4	1/4	Chord	2/4	11	1	1/4	1/4	1	1011			articStaccatissimoAbove																		
110	110	218	218	1.0	0	0	Chord	2/4	12	1	1/4	1/4	1	1012			articStaccatissimoAbove																		
110	110	219	219	1.0	1/4	1/4	Chord	2/4	12	1	1/4	1/4	1	1013			articStaccatissimoAbove																		
110	110	218	218	1.0	0	0	Chord	2/4	16	1	1/4	1/4	1	1014			articStaccatissimoAbove																		
110	110	219	219	1.0	1/4	1/4	Chord	2/4	16	1	1/4	1/4	1	1015			articStaccatissimoAbove																		
110	110	218	218	1.0	0	0	Chord	2/4	17	1	1/4	1/4	1	1016			articStaccatissimoBelow																		
110	110	219	219	1.0	1/4	1/4	Chord	2/4	17	1	1/4	1/4	1	1017			articStaccatissimoBelow																		
110	110	218	218	1.0	0	0	Chord	2/4	18	1	1/4	1/4	1	1018			articStaccatissimoAbove																		
110	110	219	219	1.0	1/4	1/4	Chord	2/4	18	1	1/4	1/4	1	1019			articStaccatissimoAbove																		
110	110	218	218	2.0	0	0	Chord	2/4	21	1	1/2	1/2	1	1020																					
110	110	218	218	2.0	0	0	Chord	2/4	22	1	1/2	1/2	1	1021																					
110	110	218	218	2.0	0	0	Chord	2/4	23	1	1/2	1/2	1	1022																					
110	110	218	218	1.0	0	0	Chord	2/4	24	1	1/4	1/4	1	1023			articStaccatissimoAbove																		
110	110	219	219	1.0	1/4	1/4	Chord	2/4	24	1	1/4	1/4	1	1024			articStaccatissimoAbove																		
110	110	218	218	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	1025			articStaccatissimoAbove																		
110	110	219	219	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	1026			articStaccatissimoAbove																		
111	111	220	220	1.0	0	0	Chord	2/4	9	1	1/4	1/4	1	1027			articStaccatissimoAbove																		
111	111	221	221	1.0	1/4	1/4	Chord	2/4	9	1	1/4	1/4	1	1028			articStaccatissimoBelow																		
111	111	220	220	1.0	0	0	Chord	2/4	10	1	1/4	1/4	1	1029			articStaccatissimoAbove																		
111	111	221	221	1.0	1/4	1/4	Chord	2/4	10	1	1/4	1/4	1	1030			articStaccatissimoBelow																		
111	111	220	220	1.0	0	0	Chord	2/4	11	1	1/4	1/4	1	1031			articStaccatissimoAbove																		
111	111	221	221	1.0	1/4	1/4	Chord	2/4	11	1	1/4	1/4	1	1032			articStaccatissimoBelow																		
111	111	220	220	1.0	0	0	Chord	2/4	12	1	1/4	1/4	1	1033			articStaccatissimoAbove																		
111	111	221	221	1.0	1/4	1/4	Chord	2/4	12	1	1/4	1/4	1	1034			articStaccatissimoBelow																		
111	111	220	220	1.0	0	0	Chord	2/4	16	1	1/4	1/4	1	1035									127												
111	111	221	221	0.5	1/4	1/4	Chord	2/4	16	1	1/8	1/8	1	1036									127												
111	111	443/2	443/2	0.5	3/8	3/8	Chord	2/4	16	1	1/8	1/8	1	1037									127												
111	111	220	220	1.0	0	0	Chord	2/4	17	1	1/4	1/4	1	1038									128												
111	111	221	221	0.5	1/4	1/4	Chord	2/4	17	1	1/8	1/8	1	1039									128												
111	111	443/2	443/2	0.5	3/8	3/8	Chord	2/4	17	1	1/8	1/8	1	1040									128												
111	111	220	220	1.0	0	0	Chord	2/4	18	1	1/4	1/4	1	1041									129												
111	111	221	221	0.5	1/4	1/4	Chord	2/4	18	1	1/8	1/8	1	1042									129												
111	111	443/2	443/2	0.5	3/8	3/8	Chord	2/4	18	1	1/8	1/8	1	1043									129												
111	111	220	220	2.0	0	0	Chord	2/4	21	1	1/2	1/2	1	1044																					
111	111	220	220	2.0	0	0	Chord	2/4	22	1	1/2	1/2	1	1045																					
111	111	220	220	2.0	0	0	Chord	2/4	23	1	1/2	1/2	1	1046																					
111	111	220	220	1.0	0	0	Chord	2/4	24	1	1/4	1/4	1	1047									130												
111	111	221	221	0.5	1/4	1/4	Chord	2/4	24	1	1/8	1/8	1	1048									130												
111	111	443/2	443/2	0.5	3/8	3/8	Chord	2/4	24	1	1/8	1/8	1	1049									130												
111	111	220	220	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	1050									131												
111	111	221	221	0.5	1/4	1/4	Chord	2/4	25	1	1/8	1/8	1	1051									131												
111	111	443/2	443/2	0.5	3/8	3/8	Chord	2/4	25	1	1/8	1/8	1	1052									131												
112	112	222	222	1.0	0	0	Chord	2/4	9	1	1/4	1/4	1	1053									132												
112	112	223	223	1.0	1/4	1/4	Chord	2/4	9	1	1/4	1/4	1	1054			articStaccatissimoAbove																		
112	112	222	222	1.0	0	0	Chord	2/4	10	1	1/4	1/4	1	1055									133												
112	112	223	223	1.0	1/4	1/4	Chord	2/4	10	1	1/4	1/4	1	1056			articStaccatissimoAbove																		
112	112	222	222	1.0	0	0	Chord	2/4	11	1	1/4	1/4	1	1057									134												
112	112	223	223	1.0	1/4	1/4	Chord	2/4	11	1	1/4	1/4	1	1058			articStaccatissimoAbove																		
112	112	222	222	1.0	0	0	Chord	2/4	12	1	1/4	1/4	1	1059									135												
112	112	223	223	1.0	1/4	1/4	Chord	2/4	12	1	1/4	1/4	1	1060			articStaccatissimoAbove																		
112	112	222	222	1.0	0	0	Chord	2/4	16	1	1/4	1/4	1	1061																					
112	112	222	222	1.0	0	0	Chord	2/4	17	1	1/4	1/4	1	1062																					
112	112	222	222	1.0	0	0	Chord	2/4	18	1	1/4	1/4	1	1063																					
112	112	222	222	2.0	0	0	Chord	2/4	21	1	1/2	1/2	1	1064																					
112	112	222	222	2.0	0	0	Chord	2/4	22	1	1/2	1/2	1	1065																					
112	112	222	222	2.0	0	0	Chord	2/4	23	1	1/2	1/2	1	1066																					
112	112	222	222	1.0	0	0	Chord	2/4	24	1	1/4	1/4	1	1067			articStaccatissimoAbove																		
112	112	222	222	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	1068			articStaccatissimoAbove																		
113	113	224	224	0.0	0	0	Dynamic	2/4	13	1	0					ff																			
113	113	224	224	2.0	0	0	Chord	2/4	13	1	1/2	1/2	1	1069	X		articAccentAbove																		
113	113	224	224	0.0	0	0	Dynamic	2/4	14	1	0					ff																			
113	113	224	224	2.0	0	0	Chord	2/4	14	1	1/2	1/2	1	1070			articAccentAbove																		
113	113	224	224	0.0	0	0	Dynamic	2/4	15	1	0					ff																			
113	113	224	224	2.0	0	0	Chord	2/4	15	1	1/2	1/2	1	1071			articAccentAbove																		
113	113	224	224	0.0	0	0	Dynamic	2/4	16	1	0					ff																			
113	113	224	224	2.0	0	0	Chord	2/4	16	1	1/2	1/2	1	1072			articAccentAbove																		
113	113	224	224	0.0	0	0	Dynamic	2/4	17	1	0					ff																			
113	113	224	224	2.0	0	0	Chord	2/4	17	1	1/2	1/2	1	1073			articAccentBelow																		
113	113	224	224	0.0	0	0	Dynamic	2/4	18	1	0					ff																			
113	113	224	224	2.0	0	0	Chord	2/4	18	1	1/2	1/2	1	1074			articAccentBelow																		
113	113	224	224	2.0	0	0	Chord	2/4	21	1	1/2	1/2	1	1075			articAccentAbove																		
113	113	224	224	2.0	0	0	Chord	2/4	22	1	1/2	1/2	1	1076			articAccentAbove																		
113	113	224	224	2.0	0	0	Chord	2/4	23	1	1/2	1/2	1	1077			articAccentAbove																		
114	114	226	226	2.0	0	0	Chord	2/4	13	1	1/2	1/2	1	1078																					
114	114	226	226	2.0	0	0	Chord	2/4	14	1	1/2	1/2	1	1079																					
114	114	226	226	2.0	0	0	Chord	2/4	15	1	1/2	1/2	1	1080																					
114	114	226	226	1.0	0	0	Chord	2/4	16	1	1/4	1/4	1	1081																					
114	114	227	227	1.0	1/4	1/4	Chord	2/4	16	1	1/4	1/4	1	1082	a		articAccentAbove																		
114	114	226	226	1.0	0	0	Chord	2/4	17	1	1/4	1/4	1	1083																					
114	114	227	227	1.0	1/4	1/4	Chord	2/4	17	1	1/4	1/4	1	1084			articAccentAbove																		
114	114	226	226	1.0	0	0	Chord	2/4	18	1	1/4	1/4	1	1085																					
114	114	227	227	1.0	1/4	1/4	Chord	2/4	18	1	1/4	1/4	1	1086			articAccentAbove																		
114	114	226	226	2.0	0	0	Chord	2/4	21	1	1/2	1/2	1	1087																					
114	114	226	226	2.0	0	0	Chord	2/4	22	1	1/2	1/2	1	1088																					
114	114	226	226	2.0	0	0	Chord	2/4	23	1	1/2	1/2	1	1089																					
114	114	227	227	1.0	1/4	1/4	Chord	2/4	24	1	1/4	1/4	1	1090			articAccentAbove																		
114	114	227	227	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	1091			articAccentAbove																		
115	115	229	229	0.0	1/4	1/4	Dynamic	2/4	9	1	0					ff																			
115	115	229	229	1.0	1/4	1/4	Chord	2/4	9	1	1/4	1/4	1	1092	a		articAccentAbove																		
115	115	229	229	0.0	1/4	1/4	Dynamic	2/4	10	1	0					ff																			
115	115	229	229	1.0	1/4	1/4	Chord	2/4	10	1	1/4	1/4	1	1093			articAccentAbove																		
115	115	229	229	0.0	1/4	1/4	Dynamic	2/4	11	1	0					ff																			
115	115	229	229	1.0	1/4	1/4	Chord	2/4	11	1	1/4	1/4	1	1094			articAccentAbove																		
115	115	229	229	0.0	1/4	1/4	Dynamic	2/4	12	1	0					ff																			
115	115	229	229	1.0	1/4	1/4	Chord	2/4	12	1	1/4	1/4	1	1095			articAccentAbove																		
115	115	228	228	1.0	0	0	Chord	2/4	13	1	1/4	1/4	1	1096																					
115	115	228	228	1.0	0	0	Chord	2/4	14	1	1/4	1/4	1	1097																					
115	115	228	228	1.0	0	0	Chord	2/4	15	1	1/4	1/4	1	1098																					
115	115	228	228	1.0	0	0	Chord	2/4	16	1	1/4	1/4	1	1099																					
115	115	229	229	1.0	1/4	1/4	Chord	2/4	16	1	1/4	1/4	1	1100			articStaccatissimoAbove																		
115	115	228	228	1.0	0	0	Chord	2/4	17	1	1/4	1/4	1	1101																					
115	115	229	229	1.0	1/4	1/4	Chord	2/4	17	1	1/4	1/4	1	1102			articStaccatissimoBelow																		
115	115	228	228	1.0	0	0	Chord	2/4	18	1	1/4	1/4	1	1103																					
115	115	229	229	1.0	1/4	1/4	Chord	2/4	18	1	1/4	1/4	1	1104			articStaccatissimoAbove																		
115	115	228	228	2.0	0	0	Chord	2/4	21	1	1/2	1/2	1	1105																					
115	115	228	228	2.0	0	0	Chord	2/4	22	1	1/2	1/2	1	1106																					
115	115	228	228	2.0	0	0	Chord	2/4	23	1	1/2	1/2	1	1107																					
115	115	228	228	1.0	0	0	Chord	2/4	24	1	1/4	1/4	1	1108			articStaccatissimoAbove																		
115	115	229	229	1.0	1/4	1/4	Chord	2/4	24	1	1/4	1/4	1	1109			articStaccatissimoAbove																		
115	115	228	228	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	1110			articStaccatissimoAbove																		
115	115	229	229	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	1111			articStaccatissimoAbove																		
116	116	230	230	1.0	0	0	Chord	2/4	9	1	1/4	1/4	1	1112			articStaccatissimoAbove																		
116	116	231	231	1.0	1/4	1/4	Chord	2/4	9	1	1/4	1/4	1	1113			articStaccatissimoAbove																		
116	116	230	230	1.0	0	0	Chord	2/4	10	1	1/4	1/4	1	1114			articStaccatissimoAbove																		
116	116	231	231	1.0	1/4	1/4	Chord	2/4	10	1	1/4	1/4	1	1115			articStaccatissimoAbove																		
116	116	230	230	1.0	0	0	Chord	2/4	11	1	1/4	1/4	1	1116			articStaccatissimoAbove																		
