mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
114	114	0	0	4/4	2	1	I6(#11)					C	VI		I6(#11)	I		6	#11				M	0	0	7, 4, 3	9	3	7	0	3	0.0	0.0	0.375	0.0
114	114	1/8	1/8	4/4	2	1	I6					C	VI		I6	I		6					M	0	0	7, 4, 3		3	7	1	6	0.14285714285714285	0.08333333333333333	0.7916666666666666	0.09523809523809523
114	114	1/2	1/2	4/4	2	1	V43(6)					C	VI		V43(6)	V		43	6				Mm7	0	0	7, 2, 4, 8		4	7	1	2	0.3333333333333333	0.5	0.5	0.5
114	114	5/8	5/8	4/4	2	1	V43					C	VI		V43	V		43					Mm7	0	0	5, 2, 4, 8		4	5	2	5	0.2857142857142857	0.14583333333333334	0.6041666666666666	0.19444444444444445
115	115	0	0	4/4	2	1	I6(#11)					C	VI		I6(#11)	I		6	#11				M	0	0	7, 4, 3	9	3	7	0	3	0.0	0.0	0.5	0.0
115	115	1/8	1/8	4/4	2	1	I6					C	VI		I6	I		6					M	0	0	7, 4, 3		3	7	3	7	0.3	0.20833333333333334	0.7916666666666666	0.20833333333333334
115	115	1/2	1/2	4/4	2	1	viio6(112)					C	VI		viio6(112)	vii	o	6	112				o	0	0	5, 2, 3	7	8	5	0	4	0.0	0.0	1.375	0.0
115	115	5/8	5/8	4/4	2	1	viio6(2)					C	VI		viio6(2)	vii	o	6	2				o	0	0	5, 2, 3		8	5	0	2	0.0	0.0	0.375	0.0
115	115	3/4	3/4	4/4	2	1	V43					C	VI		V43	V		43					Mm7	0	0	5, 2, 4, 8		4	5	1	3	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
116	116	0	0	4/4	2	1	V65(6)/IV					C	VI		V65(6)/IV	V		65	6	IV			Mm7	0	0	7, 6, 1, 3		3	7	0	4	0.0	0.0	0.5416666666666666	0.0
116	116	1/8	1/8	4/4	2	1	V65/IV					C	VI		V65/IV	V		65		IV			Mm7	0	0	7, 4, 1, 3		3	7	1	8	0.1111111111111111	0.08333333333333333	1.375	0.05714285714285714
116	116	1/2	1/2	4/4	2	1	ii43					C	VI		ii43	ii		43					mm7	0	0	6, 3, 5, 2		5	6	1	4	0.2	0.125	0.375	0.25
116	116	3/4	3/4	4/4	2	1	IV					C	VI		IV	IV							M	0	0	2, 6, 3		2	2	1	6	0.14285714285714285	0.08333333333333333	1.1666666666666667	0.06666666666666667
117	117	0	0	4/4	2	1	I.ii%7(#9)/ii					C	I		ii%7(#9)/ii	ii	%	7	#9	ii			%7	0	0	4, 1, -2, 2	6	4	4	0	5	0.0	0.0	1.625	0.0
117	117	1/8	1/8	4/4	2	1	ii%7/ii					C	I		ii%7/ii	ii	%	7		ii			%7	0	0	4, 1, -2, 2		4	4	0	1	0.0	0.0	0.125	0.0
117	117	1/4	1/4	4/4	2	1	V43/ii					C	I		V43/ii	V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4	1	4	0.2	0.08333333333333333	0.6666666666666666	0.1111111111111111
117	117	1/2	1/2	4/4	2	1	V65(#4)/V					C	I		V65(#4)/V	V		65	#4	V			Mm7	0	0	6, 8, 0, 2		2	6	0	5	0.0	0.0	1.625	0.0
117	117	5/8	5/8	4/4	2	1	V65/V					C	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6	0	1	0.0	0.0	0.125	0.0
117	117	3/4	3/4	4/4	2	1	vii%7/V					C	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6	2	5	0.2857142857142857	0.16666666666666666	0.5833333333333334	0.2222222222222222
118	118	0	0	4/4	2	1	V[V7(4)					C	I	V	V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1	0	4	0.0	0.0	1.625	0.0
118	118	1/8	1/8	4/4	2	1	#viio43/vi					C	I	V	#viio43/vi	#vii	o	43		vi			o7	0	0	2, -1, 8, 5		8	2	0	1	0.0	0.0	0.125	0.0
118	118	1/4	1/4	4/4	2	1	viio43/V					C	I	V	viio43/V	vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0	1	5	0.16666666666666666	0.08333333333333333	0.9166666666666666	0.08333333333333333
118	118	1/2	1/2	4/4	2	1	V7(96)					C	I	V	V7(96)	V		7	96				Mm7	0	0	1, 5, 4, -1	3	1	1	1	4	0.2	0.125	1.125	0.1
118	118	3/4	3/4	4/4	2	1	V7					C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	3	2	0.6	0.3333333333333333	0.20833333333333334	0.6153846153846154
118	118	11/12	11/12	4/4	2	1	viio2/V	-1	-6	/		C	I	V	viio2/V	vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3	0	1	0.0	0.0	0.08333333333333333	0.0
119	119	0	0	4/4	2	1	V7(4)					C	I	V	V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1	0	4	0.0	0.0	1.625	0.0
119	119	1/8	1/8	4/4	2	1	#viio43/vi					C	I	V	#viio43/vi	#vii	o	43		vi			o7	0	0	2, -1, 8, 5		8	2	0	1	0.0	0.0	0.125	0.0
119	119	1/4	1/4	4/4	2	1	viio43/V					C	I	V	viio43/V	vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0	1	5	0.16666666666666666	0.08333333333333333	0.9166666666666666	0.08333333333333333
119	119	1/2	1/2	4/4	2	1	V7(96)					C	I	V	V7(96)	V		7	96				Mm7	0	0	1, 5, 4, -1	3	1	1	1	4	0.2	0.125	1.125	0.1
119	119	3/4	3/4	4/4	2	1	V7					C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	3	2	0.6	0.3333333333333333	0.20833333333333334	0.6153846153846154
119	119	11/12	11/12	4/4	2	1	viio2/V	-1	-6	/		C	I	V	viio2/V	vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3	0	1	0.0	0.0	0.08333333333333333	0.0
120	120	0	0	4/4	2	1	V7(4)					C	I	V	V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1	0	4	0.0	0.0	1.375	0.0
120	120	1/8	1/8	4/4	2	1	#viio43/vi					C	I	V	#viio43/vi	#vii	o	43		vi			o7	0	0	2, -1, 8, 5		8	2	0	1	0.0	0.0	0.125	0.0
120	120	1/4	1/4	4/4	2	1	viio43/V					C	I	V	viio43/V	vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0	1	5	0.16666666666666666	0.08333333333333333	0.9166666666666666	0.08333333333333333
120	120	1/2	1/2	4/4	2	1	V7(4)					C	I	V	V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1	0	3	0.0	0.0	0.625	0.0
120	120	5/8	5/8	4/4	2	1	#viio43/vi					C	I	V	#viio43/vi	#vii	o	43		vi			o7	0	0	2, -1, 8, 5		8	2	0	1	0.0	0.0	0.125	0.0
120	120	3/4	3/4	4/4	2	1	V2/ii					C	I	V	V2/ii	V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1	3	4	0.42857142857142855	0.3333333333333333	0.5833333333333334	0.3636363636363636
120	120	11/12	11/12	4/4	2	1	ii7]					C	I	V	ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2	0	1	0.0	0.0	0.08333333333333333	0.0
121	121	0	0	4/4	2	1	IV					C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	1	3	0.25	0.08333333333333333	1.0833333333333333	0.07142857142857144
121	121	1/6	1/6	4/4	2	1	ii6					C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1	0	1	0.0	0.0	0.08333333333333333	0.0
121	121	1/4	1/4	4/4	2	1	V7(9)					C	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1	1	3	0.25	0.08333333333333333	0.6666666666666666	0.1111111111111111
121	121	1/2	1/2	4/4	2	1	V(64)					C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1	1	4	0.2	0.08333333333333333	0.6666666666666666	0.1111111111111111
121	121	3/4	3/4	4/4	2	1	viio65/V					C	I		viio65/V	vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3	2	6	0.25	0.09375	0.90625	0.09375
122	122	0	0	4/4	2	1	bIII.I64					C	bIII		I64	I		64					M	0	0	-2, -3, 1		-3	-2	0	5	0.0	0.0	0.625	0.0
122	122	1/8	1/8	4/4	2	1	V2					C	bIII		V2	V		2					Mm7	0	0	-4, -2, 2, -1		-2	-4	0	4	0.0	0.0	0.375	0.0
122	122	1/4	1/4	4/4	2	1	I6					C	bIII		I6	I		6					M	0	0	1, -2, -3		-3	1	0	3	0.0	0.0	0.375	0.0
122	122	3/8	3/8	4/4	2	1	V64					C	bIII		V64	V		64					M	0	0	-1, -2, 2		-2	-1	0	3	0.0	0.0	0.375	0.0
122	122	1/2	1/2	4/4	2	1	vi65					C	bIII		vi65	vi		65					mm7	0	0	-3, 1, -2, 0		0	-3	0	3	0.0	0.0	0.5	0.0
122	122	5/8	5/8	4/4	2	1	V6					C	bIII		V6	V		6					M	0	0	2, -1, -2		-2	2	0	2	0.0	0.0	0.25	0.0
122	122	3/4	3/4	4/4	2	1	vi7					C	bIII		vi7	vi		7					mm7	0	0	0, -3, 1, -2		0	0	0	4	0.0	0.0	0.375	0.0
122	122	7/8	7/8	4/4	2	1	V7					C	bIII		V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	4	0.0	0.0	0.375	0.0
123	123	0	0	4/4	2	1	IV					C	bIII		IV	IV							M	0	0	-4, 0, -3		-4	-4	0	3	0.0	0.0	0.375	0.0
123	123	1/8	1/8	4/4	2	1	V7					C	bIII		V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	0	3	0.0	0.0	0.375	0.0
123	123	1/4	1/4	4/4	2	1	vi					C	bIII		vi	vi							m	0	0	0, -3, 1		0	0	0	3	0.0	0.0	0.375	0.0
123	123	3/8	3/8	4/4	2	1	ii6					C	bIII		ii6	ii		6					m	0	0	-4, 0, -1		-1	-4	0	3	0.0	0.0	0.375	0.0
123	123	1/2	1/2	4/4	2	1	I64					C	bIII		I64	I		64					M	0	0	-2, -3, 1		-3	-2	0	3	0.0	0.0	0.375	0.0
123	123	5/8	5/8	4/4	2	1	IV6					C	bIII		IV6	IV		6					M	0	0	0, -3, -4		-4	0	0	3	0.0	0.0	0.375	0.0
123	123	3/4	3/4	4/4	2	1	viio6					C	bIII		viio6	vii	o	6					o	0	0	-1, -4, 2		2	-1	1	3	0.25	0.0625	0.3125	0.16666666666666666
123	123	7/8	7/8	4/4	2	1	I6					C	bIII		I6	I		6					M	0	0	1, -2, -3		-3	1	1	3	0.25	0.0625	0.3125	0.16666666666666666
124	124	0	0	4/4	2	1	ii65					C	bIII		ii65	ii		65					mm7	0	0	-4, 0, -3, -1		-1	-4	0	5	0.0	0.0	0.75	0.0
124	124	1/4	1/4	4/4	2	1	ii					C	bIII		ii	ii							m	0	0	-1, -4, 0		-1	-1	0	3	0.0	0.0	0.4375	0.0
124	124	3/8	3/8	4/4	2	1	ii6					C	bIII		ii6	ii		6					m	0	0	-4, 0, -1		-1	-4	0	2	0.0	0.0	0.25	0.0
124	124	7/16	7/16	4/4	2	1	viio64					C	bIII		viio64	vii	o	64					o	0	0	-4, 2, -1		2	-4	0	1	0.0	0.0	0.0625	0.0
124	124	1/2	1/2	4/4	2	1	I6					C	bIII		I6	I		6					M	0	0	1, -2, -3		-3	1	0	3	0.0	0.0	0.5	0.0
124	124	5/8	5/8	4/4	2	1	ii7					C	bIII		ii7	ii		7					mm7	0	0	-1, -4, 0, -3		-1	-1	0	2	0.0	0.0	0.25	0.0
124	124	3/4	3/4	4/4	2	1	I					C	bIII		I	I							M	0	0	-3, 1, -2		-3	-3	1	3	0.25	0.0625	0.3125	0.16666666666666666
124	124	7/8	7/8	4/4	2	1	viio					C	bIII		viio	vii	o						o	0	0	2, -1, -4		2	2	1	3	0.25	0.0625	0.3125	0.16666666666666666
125	125	0	0	4/4	2	1	vii%65/V					C	bIII		vii%65/V	vii	%	65		V			%7	0	0	0, -3, 1, 3		3	0	1	4	0.2	0.0625	0.4375	0.125
125	125	1/8	1/8	4/4	2	1	V(64)					C	bIII		V(64)	V			64				M	0	0	-2, -3, 1		-2	-2	1	4	0.2	0.0625	0.4375	0.125
125	125	1/4	1/4	4/4	2	1	IV(9)					C	bIII		IV(9)	IV			9				M	0	0	-4, 0, -3	-2	-4	-4	0	4	0.0	0.0	0.75	0.0
125	125	3/8	3/8	4/4	2	1	vii%7/V					C	bIII		vii%7/V	vii	%	7		V			%7	0	0	3, 0, -3, 1		3	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
125	125	1/2	1/2	4/4	2	1	V7					C	bIII		V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2	-2	1	4	0.2	0.0625	0.3125	0.16666666666666666
125	125	5/8	5/8	4/4	2	1	V6/V					C	bIII		V6/V	V		6		V			M	0	0	3, 0, -1		-1	3	0	2	0.0	0.0	0.25	0.0
125	125	3/4	3/4	4/4	2	1	ii6					C	bIII		ii6	ii		6					m	0	0	-4, 0, -1		-1	-4	2	4	0.3333333333333333	0.20833333333333334	0.5416666666666666	0.2777777777777778
126	126	0	0	4/4	2	1	IVM65(4)/IV					C	bIII		IVM65(4)/IV	IV	M	65	4	IV			MM7	0	0	1, -4, 0, -5		-5	1	1	3	0.25	0.125	0.375	0.25
126	126	1/8	1/8	4/4	2	1	iv6/IV					C	bIII		iv6/IV	iv		6		IV			m	0	0	-8, -4, -5		-5	-8	1	1	0.5	0.125	0.125	0.5
126	126	1/4	1/4	4/4	2	1	V65(4)					C	bIII		V65(4)	V		65	4				Mm7	0	0	-3, -1, -4, -2		-2	-3	1	4	0.2	0.125	0.5416666666666666	0.1875
126	126	3/8	3/8	4/4	2	1	V65					C	bIII		V65	V		65					Mm7	0	0	2, -1, -4, -2		-2	2	0	2	0.0	0.0	0.25	0.0
126	126	5/12	5/12	4/4	2	1	#viio65/vi					C	bIII		#viio65/vi	#vii	o	65		vi			o7	0	0	2, -1, -4, 5		5	2	0	1	0.0	0.0	0.08333333333333333	0.0
126	126	1/2	1/2	4/4	2	1	IV64(#4)					C	bIII		IV64(#4)	IV		64	#4				M	0	0	9, -4, 0		-4	9	3	2	0.6	0.25	0.5	0.3333333333333333
126	126	5/8	5/8	4/4	2	1	IV+64					C	bIII		IV+64	IV	+	64					+	0	0	4, -4, 0		-4	4	0	2	0.0	0.0	0.25	0.0
126	126	3/4	3/4	4/4	2	1	ii					C	bIII		ii	ii							m	0	0	-1, -4, 0		-1	-1	1	2	0.3333333333333333	0.08333333333333333	0.20833333333333334	0.2857142857142857
126	126	7/8	7/8	4/4	2	1	I6					C	bIII		I6	I		6					M	0	0	1, -2, -3		-3	1	1	2	0.3333333333333333	0.125	0.20833333333333334	0.37499999999999994
127	127	0	0	4/4	2	1	ii6(2)					C	bIII		ii6(2)	ii		6	2				m	0	0	-4, 0, 1		-1	-4	1	3	0.25	0.0625	0.4375	0.125
127	127	1/8	1/8	4/4	2	1	V6/V					C	bIII		V6/V	V		6		V			M	0	0	3, 0, -1		-1	3	0	2	0.0	0.0	0.25	0.0
127	127	1/4	1/4	4/4	2	1	v7					C	bIII		v7	v		7					mm7	0	0	-2, -5, -1, -4		-2	-2	1	4	0.2	0.08333333333333333	0.5833333333333334	0.12499999999999999
127	127	3/8	3/8	4/4	2	1	#viio7/vi					C	bIII		#viio7/vi	#vii	o	7		vi			o7	0	0	5, 2, -1, -4		5	5	0	3	0.0	0.0	0.3333333333333333	0.0
127	127	1/2	1/2	4/4	2	1	IV6					C	bIII		IV6	IV		6					M	0	0	0, -3, -4		-4	0	0	4	0.0	0.0	0.625	0.0
127	127	5/8	5/8	4/4	2	1	viio6(+2)/IV					C	bIII		viio6(+2)/IV	vii	o	6	+2	IV			o	0	0	-2, -5, 1	-4	1	-2	1	3	0.25	0.0625	0.3125	0.16666666666666666
127	127	3/4	3/4	4/4	2	1	IV					C	bIII		IV	IV							M	0	0	-4, 0, -3		-4	-4	1	3	0.25	0.125	0.4375	0.2222222222222222
127	127	7/8	7/8	4/4	2	1	I6					C	bIII		I6	I		6					M	0	0	1, -2, -3		-3	1	0	4	0.0	0.0	0.4375	0.0
128	128	0	0	4/4	2	1	ii7					C	bIII		ii7	ii		7					mm7	0	0	-1, -4, 0, -3		-1	-1	1	6	0.14285714285714285	0.0625	0.8125	0.07142857142857142
128	128	1/4	1/4	4/4	2	1	V/V					C	bIII		V/V	V				V			M	0	0	-1, 3, 0		-1	-1	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
128	128	1/2	1/2	4/4	2	1	iii7					C	bIII		iii7	iii		7					mm7	0	0	1, -2, 2, -1		1	1	1	5	0.16666666666666666	0.0625	0.6875	0.08333333333333333
128	128	3/4	3/4	4/4	2	1	V+6/IV					C	bIII		V+6/IV	V	+	6		IV			+	0	0	1, 5, -3		-3	1	0	5	0.0	0.0	0.75	0.0
128	128	7/8	7/8	4/4	2	1	V/vi					C	bIII		V/vi	V				vi			M	0	0	1, 5, 2		1	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
129	129	0	0	4/4	2	1	vii%7/V					C	bIII		vii%7/V	vii	%	7		V			%7	0	0	3, 0, -3, 1		3	3	0	4	0.0	0.0	0.5	0.0
129	129	1/8	1/8	4/4	2	1	vi64					C	bIII		vi64	vi		64					m	0	0	1, 0, -3		0	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
129	129	1/4	1/4	4/4	2	1	V/V					C	bIII		V/V	V				V			M	0	0	-1, 3, 0		-1	-1	0	5	0.0	0.0	0.375	0.0
129	129	3/8	3/8	4/4	2	1	viio64/V					C	bIII		viio64/V	vii	o	64		V			o	0	0	-3, 3, 0		3	-3	2	4	0.3333333333333333	0.125	0.375	0.25
129	129	1/2	1/2	4/4	2	1	V6					C	bIII		V6	V		6					M	0	0	2, -1, -2		-2	2	0	5	0.0	0.0	0.5	0.0
129	129	5/8	5/8	4/4	2	1	viio6/V	0	-8	/		C	bIII		viio6/V	vii	o	6		V			o	0	0	0, -3, 3		3	0	1	4	0.2	0.0625	0.4375	0.125
129	129	3/4	3/4	4/4	2	1	V	0	-8	/		C	bIII		V	V							M	0	0	-2, 2, -1		-2	-2	0	5	0.0	0.0	0.5	0.0
129	129	7/8	7/8	4/4	2	1	vii%65/V	0	-9	/		C	bIII		vii%65/V	vii	%	65		V			%7	0	0	0, -3, 1, 3		3	0	0	6	0.0	0.0	0.5	0.0
130	130	0	0	4/4	2	1	V	0	-9	/		C	bIII		V	V							M	0	0	-2, 2, -1		-2	-2	0	6	0.0	0.0	0.625	0.0
130	130	1/8	1/8	4/4	2	1	vii%65/V	0	-9	/		C	bIII		vii%65/V	vii	%	65		V			%7	0	0	0, -3, 1, 3		3	0	2	4	0.3333333333333333	0.125	0.5	0.2
130	130	1/4	1/4	4/4	2	1	vii%43/V	0	-9	/		C	bIII		vii%43/V	vii	%	43		V			%7	0	0	-3, 1, 3, 0		3	-3	3	11	0.21428571428571427	0.1875	1.1875	0.13636363636363635
130	130	5/8	5/8	4/4	2	1	#viio65/iii	0	-8	/		C	bIII		#viio65/iii	#vii	o	65		iii			o7	0	0	3, 0, -3, 6		6	3	2	4	0.3333333333333333	0.125	0.3125	0.2857142857142857
130	130	3/4	3/4	4/4	2	1	#viio43/iii	0	-8	/		C	bIII		#viio43/iii	#vii	o	43		iii			o7	0	0	0, -3, 6, 3		6	0	3	5	0.375	0.1875	0.5625	0.25
131	131	0	0	4/4	2	1	viio6/V					C	bIII		viio6/V	vii	o	6		V			o	0	0	0, -3, 3		3	0	0	5	0.0	0.0	0.5	0.0
131	131	1/8	1/8	4/4	2	1	V					C	bIII		V	V							M	0	0	-2, 2, -1		-2	-2	1	4	0.2	0.0625	0.4375	0.125
131	131	1/4	1/4	4/4	2	1	vii%7/V					C	bIII		vii%7/V	vii	%	7		V			%7	0	0	3, 0, -3, 1		3	3	0	6	0.0	0.0	0.5	0.0
131	131	3/8	3/8	4/4	2	1	V					C	bIII		V	V							M	0	0	-2, 2, -1		-2	-2	1	5	0.16666666666666666	0.0625	0.4375	0.125
131	131	1/2	1/2	4/4	2	1	vii%7/V	0	-8	/		C	bIII		vii%7/V	vii	%	7		V			%7	0	0	3, 0, -3, 1		3	3	0	5	0.0	0.0	0.5	0.0
131	131	5/8	5/8	4/4	2	1	#viio7/vi	0	-8	/		C	bIII		#viio7/vi	#vii	o	7		vi			o7	0	0	5, 2, -1, -4		5	5	2	4	0.3333333333333333	0.125	0.375	0.25
131	131	3/4	3/4	4/4	2	1	#viio65/vi	0	-8	/		C	bIII		#viio65/vi	#vii	o	65		vi			o7	0	0	2, -1, -4, 5		5	2	2	14	0.125	0.125	1.375	0.08333333333333333
132	132	1/8	1/8	4/4	2	1	vi6	0	-8	/		C	bIII		vi6	vi		6					m	0	0	-3, 1, 0		0	-3	1	3	0.25	0.0625	0.3125	0.16666666666666666
132	132	1/4	1/4	4/4	2	1	#viio7(#4)/ii	0	-8	/		C	bIII		#viio7(#4)/ii	#vii	o	7	#4	ii			o7	0	0	4, 1, 3, -5		4	4	2	3	0.4	0.1875	0.3125	0.375
132	132	3/8	3/8	4/4	2	1	V7(4)/V	0	-8	/		C	bIII		V7(4)/V	V		7	4	V			Mm7	0	0	-1, -2, 0, -3		-1	-1	0	4	0.0	0.0	0.25	0.0
132	132	7/16	7/16	4/4	2	1	V65/iii	0	-8	/		C	bIII		V65/iii	V		65		iii			Mm7	0	0	6, 3, 0, 2		2	6	0	4	0.0	0.0	0.25	0.0
132	132	1/2	1/2	4/4	2	1	I	0	-8	/		C	bIII		I	I							M	0	0	-3, 1, -2		-3	-3	0	5	0.0	0.0	0.4375	0.0
132	132	5/8	5/8	4/4	2	1	V7/V	0	-8	/		C	bIII		V7/V	V		7		V			Mm7	0	0	-1, 3, 0, -3		-1	-1	0	3	0.0	0.0	0.3125	0.0
132	132	11/16	11/16	4/4	2	1	#viio7/iii	0	-8	/		C	bIII		#viio7/iii	#vii	o	7		iii			o7	0	0	6, 3, 0, -3		6	6	0	1	0.0	0.0	0.0625	0.0
132	132	3/4	3/4	4/4	2	1	iii	0	-8	/		C	bIII		iii	iii							m	0	0	1, -2, 2		1	1	2	2	0.5	0.1875	0.1875	0.5
132	132	7/8	7/8	4/4	2	1	vi64					C	bIII		vi64	vi		64					m	0	0	1, 0, -3		0	1	0	4	0.0	0.0	0.375	0.0
132	132	15/16	15/16	4/4	2	1	viio7/V					C	bIII		viio7/V	vii	o	7		V			o7	0	0	3, 0, -3, -6		3	3	0	2	0.0	0.0	0.125	0.0
133	133	0	0	4/4	2	1	V	0	-8	/		C	bIII		V	V							M	0	0	-2, 2, -1		-2	-2	1	3	0.25	0.0625	0.3125	0.16666666666666666
133	133	1/8	1/8	4/4	2	1	viio65/V	0	-8	/		C	bIII		viio65/V	vii	o	65		V			o7	0	0	0, -3, -6, 3		3	0	2	4	0.3333333333333333	0.125	0.375	0.25
133	133	1/4	1/4	4/4	2	1	V6(9)	0	-8	/		C	bIII		V6(9)	V		6	9				M	0	0	2, -1, -2	0	-2	2	0	4	0.0	0.0	0.3125	0.0
133	133	5/16	5/16	4/4	2	1	V64/V	0	-8	/		C	bIII		V64/V	V		64		V			M	0	0	0, -1, 3		-1	0	0	2	0.0	0.0	0.125	0.0
133	133	3/8	3/8	4/4	2	1	IV/V	0	-8	/		C	bIII		IV/V	IV				V			M	0	0	-3, 1, -2		-3	-3	3	2	0.6	0.1875	0.1875	0.5
133	133	1/2	1/2	4/4	2	1	V7(4)/V					C	bIII		V7(4)/V	V		7	4	V			Mm7	0	0	-1, -2, 0, -3		-1	-1	0	4	0.0	0.0	1.25	0.0
133	133	5/8	5/8	4/4	2	1	V7/V					C	bIII		V7/V	V		7		V			Mm7	0	0	-1, 3, 0, -3		-1	-1	4	7	0.36363636363636365	0.14583333333333334	0.4791666666666667	0.23333333333333334
134	134	0	0	4/4	2	1	iii					C	bIII		iii	iii							m	0	0	1, -2, 2		1	1	1	3	0.25	0.0625	0.4375	0.125
134	134	1/8	1/8	4/4	2	1	iii64					C	bIII		iii64	iii		64					m	0	0	2, 1, -2		1	2	0	2	0.0	0.0	0.25	0.0
134	134	1/4	1/4	4/4	2	1	#viio7/ii					C	bIII		#viio7/ii	#vii	o	7		ii			o7	0	0	4, 1, -2, -5		4	4	2	3	0.4	0.20833333333333334	0.4583333333333333	0.31250000000000006
134	134	5/12	5/12	4/4	2	1	v64					C	bIII		v64	v		64					m	0	0	-1, -2, -5		-2	-1	0	1	0.0	0.0	0.08333333333333333	0.0
134	134	1/2	1/2	4/4	2	1	V65/iii					C	bIII		V65/iii	V		65		iii			Mm7	0	0	6, 3, 0, 2		2	6	0	4	0.0	0.0	0.375	0.0
134	134	5/8	5/8	4/4	2	1	iii					C	bIII		iii	iii							m	0	0	1, -2, 2		1	1	0	3	0.0	0.0	0.625	0.0
134	134	3/4	3/4	4/4	2	1	iii2					C	bIII		iii2	iii		2					mm7	0	0	-1, 1, -2, 2		1	-1	2	3	0.4	0.20833333333333334	0.4583333333333333	0.31250000000000006
134	134	11/12	11/12	4/4	2	1	#viio65/vii					C	bIII		#viio65/vii	#vii	o	65		vii			o7	0	0	4, 1, -2, 7		7	4	0	1	0.0	0.0	0.08333333333333333	0.0
135	135	0	0	4/4	2	1	iii2(#6)					C	bIII		iii2(#6)	iii		2	#6				mm7	0	0	4, 1, -2, 2		1	4	2	3	0.4	0.1875	0.3125	0.375
135	135	1/8	1/8	4/4	2	1	V65/iii					C	bIII		V65/iii	V		65		iii			Mm7	0	0	6, 3, 0, 2		2	6	0	4	0.0	0.0	0.5	0.0
135	135	1/4	1/4	4/4	2	1	iii					C	bIII		iii	iii							m	0	0	1, -2, 2		1	1	1	4	0.2	0.08333333333333333	0.7083333333333334	0.10526315789473682
135	135	3/8	3/8	4/4	2	1	#viio(9)/ii					C	bIII		#viio(9)/ii	#vii	o		9	ii			o	0	0	4, 1, -2	-1	4	4	0	2	0.0	0.0	0.20833333333333334	0.0
135	135	1/2	1/2	4/4	2	1	#viio7(#13)/vii					C	bIII		#viio7(#13)/vii	#vii	o	7	#13	vii			o7	0	0	7, 4, 1, -2	10	7	7	2	4	0.3333333333333333	0.125	0.75	0.14285714285714285
135	135	5/8	5/8	4/4	2	1	V43/vi					C	bIII		V43/vi	V		43		vi			Mm7	0	0	2, -1, 1, 5		1	2	0	4	0.0	0.0	0.5	0.0
135	135	3/4	3/4	4/4	2	1	vi6(2)					C	bIII		vi6(2)	vi		6	2				m	0	0	-3, 1, 2		0	-3	2	2	0.5	0.20833333333333334	0.20833333333333334	0.5
135	135	7/8	7/8	4/4	2	1	v65					C	bIII		v65	v		65					mm7	0	0	-5, -1, -4, -2		-2	-5	0	4	0.0	0.0	0.4583333333333333	0.0
136	136	0	0	4/4	2	1	bIII					C	bIII		bIII	bIII							M	0	0	-6, -2, -5		-6	-6	1	3	0.25	0.0625	0.6875	0.08333333333333333
136	136	1/8	1/8	4/4	2	1	V43(b5)/ii	0	-7.2	/		C	bIII		V43(b5)/ii	V		43	b5	ii			Mm7	0	0	-6, -2, 0, 4		0	-6	0	4	0.0	0.0	0.6875	0.0
136	136	1/4	1/4	4/4	2	1	V43(b5+b3)/ii	0	-7.2	/		C	bIII		V43(b5+b3)/ii	V		43	b5+b3	ii			Mm7	0	0	-6, -2, 0, 4	-3	0	-6	1	6	0.14285714285714285	0.0625	0.9375	0.0625
