mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
58	54	103	54a	567/4	327/4	0.25	1/16	1/16	3/8	2	1	1/16		1/16	1		-1	53	F3	3	427
58	54	103	54a	142	82	0.0	1/8	1/8	3/8	1	1	0	appoggiatura	1/8	1		3	69	A4	4	423
58	54	103	54a	142	82	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	428
58	54	103	54a	142	82	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		1	67	G4	4	424
58	54	103	54a	569/4	329/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		2	50	D3	3	429
58	54	103	54a	285/2	165/2	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		0	48	C3	3	430
58	54	103	54a	285/2	165/2	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1	1	0	72	C5	5	425
59	55	104	55a	143	83	0.5	0	0	3/8	2	1	1/8		1/8	1		-1	41	F2	2	436
59	55	104	55a	143	83	0.25	0	0	3/8	1	1	1/16		1/16	1	-1	0	72	C5	5	431
59	55	104	55a	573/4	333/4	0.25	1/16	1/16	3/8	1	1	1/16		1/16	1		2	74	D5	5	432
59	55	104	55a	287/2	167/2	1.0	1/8	1/8	3/8	2	1	1/4		1/4	1		1	43	G2	2	437
59	55	104	55a	287/2	167/2	0.75	1/8	1/8	3/8	1	1	3/16		1/8	3/2		5	71	B4	4	433
59	55	104	55a	577/4	337/4	0.125	5/16	5/16	3/8	1	1	1/32		1/32	1		3	69	A4	4	434
59	55	104	55a	1155/8	675/8	0.125	11/32	11/32	3/8	1	1	1/32		1/32	1		5	71	B4	4	435
60	56	105	56a	289/2	169/2	1.0	0	0	3/8	2	1	1/4		1/4	1		0	36	C2	2	439
60	56	105	56a	289/2	169/2	1.0	0	0	3/8	1	1	1/4		1/4	1		0	72	C5	5	438
28	24	106	56a	291/2	36	0.5	0	0	3/8	2	1	1/8		1/8	1		0	48	C3	3	179
28	24	106	56a	291/2	36	1.0	0	0	3/8	1	1	1/4		1/4	1		0	72	C5	5	175
28	24	106	56a	146	73/2	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		0	36	C2	2	180
28	24	106	56a	587/4	149/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		-4	68	Ab4	4	176
28	24	106	56a	147	75/2	0.25	3/8	3/8	3/8	1	1	1/16		1/16	1		1	67	G4	4	177
28	24	106	56a	589/4	151/4	0.25	7/16	7/16	3/8	1	1	1/16		1/16	1		-1	65	F4	4	178
29	25	107	25b	295/2	38	0.25	0	0	3/8	1	1	1/16		1/16	1		-3	63	Eb4	4	181
29	25	107	25b	591/4	153/4	0.25	1/16	1/16	3/8	1	1	1/16		1/16	1		2	62	D4	4	182
29	25	107	25b	148	77/2	0.25	1/8	1/8	3/8	1	1	1/16		1/16	1		0	60	C4	4	183
29	25	107	25b	593/4	155/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-4	56	Ab3	3	187
29	25	107	25b	593/4	155/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		2	62	D4	4	184
29	25	107	25b	297/2	39	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		1	55	G3	3	188
29	25	107	25b	297/2	39	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		-3	63	Eb4	4	185
29	25	107	25b	595/4	157/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		-1	53	F3	3	189
29	25	107	25b	595/4	157/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		-1	65	F4	4	186
30	26	108	26b	149	79/2	0.0	0	0	3/8	1	1	0	appoggiatura	1/8	1		-1	65	F4	4	190
30	26	108	26b	149	79/2	0.25	0	0	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	194
30	26	108	26b	149	79/2	0.75	0	0	3/8	1	1	3/16		1/8	3/2		1	67	G4	4	191
30	26	108	26b	597/4	159/4	0.25	1/16	1/16	3/8	2	1	1/16		1/16	1		2	50	D3	3	195
30	26	108	26b	299/2	40	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		0	48	C3	3	196
30	26	108	26b	599/4	161/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		2	50	D3	3	197
30	26	108	26b	599/4	161/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		1	67	G4	4	192
30	26	108	26b	150	81/2	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	198
30	26	108	26b	150	81/2	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		0	72	C5	5	193
30	26	108	26b	601/4	163/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		-1	53	F3	3	199
31	27	109	27b	301/2	41	0.25	0	0	3/8	2	1	1/16		1/16	1		1	55	G3	3	203
31	27	109	27b	301/2	41	0.5	0	0	3/8	1	1	1/8		1/8	1		5	71	B4	4	200
31	27	109	27b	603/4	165/4	0.25	1/16	1/16	3/8	2	1	1/16		1/16	1		5	59	B3	3	204
31	27	109	27b	151	83/2	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		3	57	A3	3	205
31	27	109	27b	151	83/2	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		0	72	C5	5	201
31	27	109	27b	605/4	167/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		0	60	C4	4	206
31	27	109	27b	303/2	42	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		5	59	B3	3	207
31	27	109	27b	303/2	42	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		2	74	D5	5	202
31	27	109	27b	607/4	169/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		2	62	D4	4	208
32	28	110	28b	152	85/2	1.0	0	0	3/8	2	1	1/4		1/4	1		0	60	C4	4	216
32	28	110	28b	152	85/2	0.25	0	0	3/8	1	1	1/16		1/16	1		-3	75	Eb5	5	209
32	28	110	28b	609/4	171/4	0.25	1/16	1/16	3/8	1	1	1/16		1/16	1		2	74	D5	5	210
32	28	110	28b	305/2	43	0.25	1/8	1/8	3/8	1	1	1/16		1/16	1		0	72	C5	5	211
32	28	110	28b	611/4	173/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		2	74	D5	5	212
32	28	110	28b	153	87/2	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		1	55	G3	3	217
32	28	110	28b	153	87/2	0.375	1/4	1/4	3/8	1	1	3/32		1/16	3/2		2	74	D5	5	213
32	28	110	28b	1227/8	351/8	0.0625	11/32	11/32	3/8	1	1	1/64		1/64	1		0	72	C5	5	214
32	28	110	28b	2455/16	703/16	0.0625	23/64	23/64	3/8	1	1	1/64		1/64	1		2	74	D5	5	215
33	29	111	29b	307/2	44	1.0	0	0	3/8	2	1	1/4		1/4	1		0	60	C4	4	225
33	29	111	29b	307/2	44	0.25	0	0	3/8	1	1	1/16		1/16	1		-3	75	Eb5	5	218
33	29	111	29b	615/4	177/4	0.25	1/16	1/16	3/8	1	1	1/16		1/16	1		2	74	D5	5	219
33	29	111	29b	154	89/2	0.25	1/8	1/8	3/8	1	1	1/16		1/16	1		0	72	C5	5	220
33	29	111	29b	617/4	179/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		2	74	D5	5	221
33	29	111	29b	309/2	45	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		1	55	G3	3	226
33	29	111	29b	309/2	45	0.375	1/4	1/4	3/8	1	1	3/32		1/16	3/2		2	74	D5	5	222
33	29	111	29b	1239/8	363/8	0.0625	11/32	11/32	3/8	1	1	1/64		1/64	1		0	72	C5	5	223
33	29	111	29b	2479/16	727/16	0.0625	23/64	23/64	3/8	1	1	1/64		1/64	1		2	74	D5	5	224
34	30	112	30b	155	91/2	1.0	0	0	3/8	2	1	1/4		1/4	1		0	60	C4	4	233
34	30	112	30b	155	91/2	0.25	0	0	3/8	1	1	1/16		1/16	1		-3	75	Eb5	5	227
34	30	112	30b	621/4	183/4	0.25	1/16	1/16	3/8	1	1	1/16		1/16	1		2	74	D5	5	228
34	30	112	30b	311/2	46	0.25	1/8	1/8	3/8	1	1	1/16		1/16	1		0	72	C5	5	229
34	30	112	30b	623/4	185/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		2	74	D5	5	230
34	30	112	30b	156	93/2	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		0	48	C3	3	234
34	30	112	30b	156	93/2	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		-3	75	Eb5	5	231
34	30	112	30b	625/4	187/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		-1	77	F5	5	232
35	31	113	31b	313/2	47	0.5	0	0	3/8	2	1	1/8		1/8	1		-2	46	Bb2	2	238
35	31	113	31b	313/2	47	0.5	0	0	3/8	1	1	1/8		1/8	1		1	79	G5	5	235
35	31	113	31b	157	95/2	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		0	48	C3	3	239
35	31	113	31b	157	95/2	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		1	67	G4	4	236
35	31	113	31b	629/4	191/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-2	46	Bb2	2	240
35	31	113	31b	315/2	48	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		-4	44	Ab2	2	241
35	31	113	31b	315/2	48	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		0	72	C5	5	237
36	32	114	32b	158	97/2	1.0	0	0	3/8	2	1	1/4		1/4	1		1	43	G2	2	246
36	32	114	32b	158	97/2	0.5	0	0	3/8	1	1	1/8		1/8	1		5	71	B4	4	242
36	32	114	32b	635/4	197/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		-3	75	Eb5	5	243
36	32	114	32b	159	99/2	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		2	74	D5	5	244
36	32	114	32b	637/4	199/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		0	72	C5	5	245
37	33	115	33b	319/2	50	0.25	0	0	3/8	1	1	1/16		1/16	1		-2	70	Bb4	4	247
37	33	115	33b	639/4	201/4	0.25	1/16	1/16	3/8	1	1	1/16		1/16	1		3	69	A4	4	248
37	33	115	33b	160	101/2	0.25	1/8	1/8	3/8	1	1	1/16		1/16	1		1	67	G4	4	249
37	33	115	33b	641/4	203/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	253
37	33	115	33b	641/4	203/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		3	69	A4	4	250
37	33	115	33b	321/2	51	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		2	50	D3	3	254
37	33	115	33b	321/2	51	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		-2	70	Bb4	4	251
37	33	115	33b	643/4	205/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		0	48	C3	3	255
37	33	115	33b	643/4	205/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		0	72	C5	5	252
38	34	116	34b	161	103/2	0.25	0	0	3/8	2	1	1/16		1/16	1		-2	46	Bb2	2	259
38	34	116	34b	161	103/2	0.75	0	0	3/8	1	1	3/16		1/8	3/2		2	74	D5	5	256
38	34	116	34b	645/4	207/4	0.25	1/16	1/16	3/8	2	1	1/16		1/16	1		3	45	A2	2	260
38	34	116	34b	323/2	52	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		1	43	G2	2	261
38	34	116	34b	647/4	209/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		3	45	A2	2	262
38	34	116	34b	647/4	209/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		2	62	D4	4	257
38	34	116	34b	162	105/2	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		-2	46	Bb2	2	263
38	34	116	34b	162	105/2	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		1	67	G4	4	258
38	34	116	34b	649/4	211/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		0	48	C3	3	264
39	35	117	35b	325/2	53	0.25	0	0	3/8	2	1	1/16		1/16	1		2	50	D3	3	268
39	35	117	35b	325/2	53	0.5	0	0	3/8	1	1	1/8		1/8	1		6	66	F#4	4	265
39	35	117	35b	651/4	213/4	0.25	1/16	1/16	3/8	2	1	1/16		1/16	1		6	54	F#3	3	269
39	35	117	35b	163	107/2	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		4	52	E3	3	270
39	35	117	35b	163	107/2	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		1	67	G4	4	266
39	35	117	35b	653/4	215/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		1	55	G3	3	271
39	35	117	35b	327/2	54	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		6	54	F#3	3	272
39	35	117	35b	327/2	54	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		3	69	A4	4	267
39	35	117	35b	655/4	217/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		3	57	A3	3	273
40	36	118	36b	164	109/2	0.0	0	0	3/8	1	1	0	appoggiatura	1/8	1		3	69	A4	4	274
40	36	118	36b	164	109/2	0.5	0	0	3/8	2	1	1/8		1/8	1		1	55	G3	3	279
40	36	118	36b	164	109/2	0.5	0	0	3/8	1	1	1/8		1/8	1		-2	70	Bb4	4	275
40	36	118	36b	329/2	55	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		-3	75	Eb5	5	276
40	36	118	36b	165	111/2	0.0	1/4	1/4	3/8	1	1	0	appoggiatura	1/8	1		2	74	D5	5	277
40	36	118	36b	165	111/2	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		0	72	C5	5	278
41	37	119	37b	331/2	56	0.5	0	0	3/8	2	1	1/8		1/8	1		-1	53	F3	3	284
41	37	119	37b	331/2	56	0.5	0	0	3/8	1	1	1/8		1/8	1		3	69	A4	4	280
41	37	119	37b	166	113/2	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		2	74	D5	5	281
41	37	119	37b	333/2	57	0.0	1/4	1/4	3/8	1	1	0	appoggiatura	1/8	1		0	72	C5	5	282
41	37	119	37b	333/2	57	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		-2	70	Bb4	4	283
42	38	120	38b	167	115/2	0.5	0	0	3/8	2	1	1/8		1/8	1		-3	51	Eb3	3	289
42	38	120	38b	167	115/2	0.75	0	0	3/8	1	1	3/16		1/8	3/2		1	67	G4	4	285
42	38	120	38b	335/2	58	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		2	50	D3	3	290
42	38	120	38b	671/4	233/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		6	66	F#4	4	286
42	38	120	38b	168	117/2	0.0	1/4	1/4	3/8	1	1	0	appoggiatura	1/8	1		6	66	F#4	4	287
42	38	120	38b	168	117/2	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		-3	51	Eb3	3	291
42	38	120	38b	168	117/2	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1	1	1	67	G4	4	288
43	39	121	39b	337/2	59	0.5	0	0	3/8	2	1	1/8		1/8	1		0	48	C3	3	296
43	39	121	39b	337/2	59	0.25	0	0	3/8	1	1	1/16		1/16	1	-1	1	67	G4	4	292
43	39	121	39b	675/4	237/4	0.25	1/16	1/16	3/8	1	1	1/16		1/16	1		3	69	A4	4	293
43	39	121	39b	169	119/2	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		2	50	D3	3	297
43	39	121	39b	169	119/2	0.75	1/8	1/8	3/8	1	1	3/16		1/8	3/2		3	69	A4	4	294
43	39	121	39b	339/2	60	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		2	38	D2	2	298
43	39	121	39b	679/4	241/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		1	67	G4	4	295
44	40	122	40b	170	121/2	0.25	0	0	3/8	2	1	1/16		1/16	1		1	43	G2	2	303
44	40	122	40b	170	121/2	0.5	0	0	3/8	1	1	1/8		1/8	1		1	67	G4	4	299
44	40	122	40b	681/4	243/4	0.25	1/16	1/16	3/8	2	1	1/16		1/16	1		-4	56	Ab3	3	304
44	40	122	40b	341/2	61	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		1	55	G3	3	305
44	40	122	40b	683/4	245/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-1	53	F3	3	306
44	40	122	40b	683/4	245/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		-4	68	Ab4	4	300
44	40	122	40b	171	123/2	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	307
44	40	122	40b	171	123/2	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		1	67	G4	4	301
44	40	122	40b	685/4	247/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		2	50	D3	3	308
44	40	122	40b	685/4	247/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		-1	65	F4	4	302
45	41	123	41b	343/2	62	0.25	0	0	3/8	2	1	1/16		1/16	1		0	48	C3	3	312
45	41	123	41b	343/2	62	0.5	0	0	3/8	1	1	1/8		1/8	1		4	64	E4	4	309
45	41	123	41b	687/4	249/4	0.25	1/16	1/16	3/8	2	1	1/16		1/16	1		-5	49	Db3	3	313
45	41	123	41b	172	125/2	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		0	48	C3	3	314
45	41	123	41b	172	125/2	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		0	60	C4	4	310
45	41	123	41b	689/4	251/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-2	46	Bb2	2	315
45	41	123	41b	345/2	63	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		-4	44	Ab2	2	316
45	41	123	41b	345/2	63	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		1	67	G4	4	311
45	41	123	41b	691/4	253/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		1	43	G2	2	317
46	42	124	42b	173	127/2	0.0	0	0	3/8	1	1	0	appoggiatura	1/8	1		1	67	G4	4	318
46	42	124	42b	173	127/2	0.25	0	0	3/8	2	1	1/16		1/16	1		-1	41	F2	2	323
46	42	124	42b	173	127/2	0.75	0	0	3/8	1	1	3/16		1/8	3/2		-4	68	Ab4	4	319
46	42	124	42b	693/4	255/4	0.25	1/16	1/16	3/8	2	1	1/16		1/16	1		1	55	G3	3	324
46	42	124	42b	347/2	64	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		-1	53	F3	3	325
46	42	124	42b	695/4	257/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	326
46	42	124	42b	695/4	257/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		1	67	G4	4	320
46	42	124	42b	174	129/2	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		2	50	D3	3	327
46	42	124	42b	174	129/2	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		-1	65	F4	4	321
46	42	124	42b	697/4	259/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		0	48	C3	3	328
46	42	124	42b	697/4	259/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		-3	63	Eb4	4	322
47	43	125	43b	349/2	65	0.25	0	0	3/8	2	1	1/16		1/16	1		-2	46	Bb2	2	332
47	43	125	43b	349/2	65	0.5	0	0	3/8	1	1	1/8		1/8	1		2	62	D4	4	329
47	43	125	43b	699/4	261/4	0.25	1/16	1/16	3/8	2	1	1/16		1/16	1		0	48	C3	3	333
47	43	125	43b	175	131/2	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		-2	46	Bb2	2	334
47	43	125	43b	175	131/2	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		-2	58	Bb3	3	330
47	43	125	43b	701/4	263/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-4	44	Ab2	2	335
47	43	125	43b	351/2	66	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		1	43	G2	2	336
47	43	125	43b	351/2	66	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		-2	70	Bb4	4	331
47	43	125	43b	703/4	265/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		-1	41	F2	2	337
48	44	126	44b	176	133/2	0.5	0	0	3/8	2	1	1/8		1/8	1		-3	39	Eb2	2	344
48	44	126	44b	176	133/2	0.25	0	0	3/8	1	1	1/16		1/16	1		1	67	G4	4	338
48	44	126	44b	705/4	267/4	0.25	1/16	1/16	3/8	1	1	1/16		1/16	1		-1	65	F4	4	339
48	44	126	44b	353/2	67	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		-3	51	Eb3	3	345
48	44	126	44b	353/2	67	0.25	1/8	1/8	3/8	1	1	1/16		1/16	1		1	67	G4	4	340
48	44	126	44b	707/4	269/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		3	69	A4	4	341
48	44	126	44b	177	135/2	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		0	48	C3	3	346
48	44	126	44b	177	135/2	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		-2	70	Bb4	4	342
48	44	126	44b	709/4	271/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		0	72	C5	5	343
49	45	127	45b	355/2	68	0.5	0	0	3/8	2	1	1/8		1/8	1		-1	41	F2	2	353
49	45	127	45b	355/2	68	0.25	0	0	3/8	1	1	1/16		1/16	1		3	69	A4	4	347
49	45	127	45b	711/4	273/4	0.25	1/16	1/16	3/8	1	1	1/16		1/16	1		1	67	G4	4	348
49	45	127	45b	178	137/2	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		-1	53	F3	3	354
49	45	127	45b	178	137/2	0.25	1/8	1/8	3/8	1	1	1/16		1/16	1		3	69	A4	4	349
49	45	127	45b	713/4	275/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		5	71	B4	4	350
49	45	127	45b	357/2	69	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		2	50	D3	3	355
49	45	127	45b	357/2	69	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		0	72	C5	5	351
49	45	127	45b	715/4	277/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		2	74	D5	5	352
50	46	128	46b	179	139/2	0.5	0	0	3/8	2	1	1/8		1/8	1		1	43	G2	2	360
50	46	128	46b	179	139/2	0.75	0	0	3/8	1	1	3/16		1/8	3/2		5	71	B4	4	356
50	46	128	46b	359/2	70	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		1	55	G3	3	361
50	46	128	46b	719/4	281/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		3	57	A3	3	362
50	46	128	46b	719/4	281/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		0	72	C5	5	357
50	46	128	46b	180	141/2	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		5	59	B3	3	363
50	46	128	46b	180	141/2	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		2	74	D5	5	358
50	46	128	46b	721/4	283/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		-3	75	Eb5	5	359
51	47	129	47b	361/2	71	0.5	0	0	3/8	2	1	1/8		1/8	1		1	55	G3	3	370
51	47	129	47b	361/2	71	0.25	0	0	3/8	1	1	1/16		1/16	1		2	74	D5	5	364
51	47	129	47b	723/4	285/4	0.25	1/16	1/16	3/8	1	1	1/16		1/16	1		-3	75	Eb5	5	365
51	47	129	47b	181	143/2	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		0	60	C4	4	371
51	47	129	47b	181	143/2	0.25	1/8	1/8	3/8	1	1	1/16		1/16	1		-1	77	F5	5	366
51	47	129	47b	725/4	287/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		-3	75	Eb5	5	367
51	47	129	47b	363/2	72	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		0	48	C3	3	372
51	47	129	47b	363/2	72	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		2	74	D5	5	368
51	47	129	47b	727/4	289/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		0	72	C5	5	369
52	48	130	48b	182	145/2	0.75	0	0	3/8	2	1	3/16		1/8	3/2		1	55	G3	3	379
52	48	130	48b	182	145/2	0.25	0	0	3/8	1	1	1/16		1/16	1		-3	75	Eb5	5	373
52	48	130	48b	729/4	291/4	0.25	1/16	1/16	3/8	1	1	1/16		1/16	1		2	74	D5	5	374
52	48	130	48b	365/2	73	0.25	1/8	1/8	3/8	1	1	1/16		1/16	1		0	72	C5	5	375
52	48	130	48b	731/4	293/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-1	53	F3	3	380
52	48	130	48b	731/4	293/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		5	71	B4	4	376
52	48	130	48b	183	147/2	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	381
52	48	130	48b	183	147/2	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		3	69	A4	4	377
52	48	130	48b	733/4	295/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		2	50	D3	3	382
52	48	130	48b	733/4	295/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		1	67	G4	4	378
53	49	131	49b	367/2	74	0.5	0	0	3/8	2	1	1/8		1/8	1		0	48	C3	3	388
53	49	131	49b	367/2	74	0.5	0	0	3/8	1	1	1/8		1/8	1		0	72	C5	5	383
53	49	131	49b	184	149/2	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		-1	41	F2	2	389
53	49	131	49b	184	149/2	0.25	1/8	1/8	3/8	1	1	1/16		1/16	1		-3	75	Eb5	5	384
53	49	131	49b	737/4	299/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		2	74	D5	5	385
53	49	131	49b	369/2	75	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		1	43	G2	2	390
53	49	131	49b	369/2	75	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		0	72	C5	5	386
53	49	131	49b	739/4	301/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		5	71	B4	4	387
54	50	132	50b	185	151/2	0.0	0	0	3/8	1	1	0	appoggiatura	1/8	1		5	71	B4	4	391
54	50	132	50b	185	151/2	0.5	0	0	3/8	2	1	1/8		1/8	1		0	36	C2	2	395
54	50	132	50b	185	151/2	0.5	0	0	3/8	1	1	1/8		1/8	1		0	72	C5	5	392
54	50	132	50b	371/2	76	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		2	74	D5	5	393
54	50	132	50b	186	153/2	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		0	48	C3	3	396
54	50	132	50b	186	153/2	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		-3	75	Eb5	5	394
55	51	133	51b	373/2	77	0.0	0	0	3/8	1	1	0	appoggiatura	1/8	1		-3	75	Eb5	5	397
55	51	133	51b	373/2	77	0.5	0	0	3/8	2	1	1/8		1/8	1		-1	53	F3	3	403
55	51	133	51b	373/2	77	0.5	0	0	3/8	1	1	1/8		1/8	1		2	74	D5	5	398
55	51	133	51b	187	155/2	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		1	55	G3	3	404
55	51	133	51b	187	155/2	0.25	1/8	1/8	3/8	1	1	1/16		1/16	1		-1	77	F5	5	399
55	51	133	51b	749/4	311/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		-3	75	Eb5	5	400
