mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
132	132	2111/4	2111/4	0.25	15/16	15/16	4/4	2	1	viio7/V		C	bIII		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
133	133	528	528	0.5	0	0	4/4	2	1	V		C	bIII		V	V							M	0	0	1, 5, 2		1	1
133	133	1057/2	1057/2	0.5	1/8	1/8	4/4	2	1	viio65/V		C	bIII		viio65/V	vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
133	133	529	529	0.25	1/4	1/4	4/4	2	1	V6(9)		C	bIII		V6(9)	V		6	9				M	0	0	5, 2, 1	3	1	5
133	133	2117/4	2117/4	0.25	5/16	5/16	4/4	2	1	V64/V		C	bIII		V64/V	V		64		V			M	0	0	3, 2, 6		2	3
133	133	1059/2	1059/2	0.5	3/8	3/8	4/4	2	1	IV/V		C	bIII		IV/V	IV				V			M	0	0	0, 4, 1		0	0
133	133	530	530	0.5	1/2	1/2	4/4	2	1	V7(4)/V		C	bIII		V7(4)/V	V		7	4	V			Mm7	0	0	2, 1, 3, 0		2	2
133	133	1061/2	1061/2	1.5	5/8	5/8	4/4	2	1	V7/V		C	bIII		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
134	134	532	532	0.5	0	0	4/4	2	1	iii		C	bIII		iii	iii							m	0	0	4, 1, 5		4	4
134	134	1065/2	1065/2	0.5	1/8	1/8	4/4	2	1	iii64		C	bIII		iii64	iii		64					m	0	0	5, 4, 1		4	5
134	134	533	533	0.6666666666666288	1/4	1/4	4/4	2	1	#viio7/ii		C	bIII		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
134	134	1601/3	1601/3	0.33333333333337123	5/12	5/12	4/4	2	1	v64		C	bIII		v64	v		64					m	0	0	2, 1, -2		1	2
134	134	534	534	0.5	1/2	1/2	4/4	2	1	V65/iii		C	bIII		V65/iii	V		65		iii			Mm7	0	0	9, 6, 3, 5		5	9
134	134	1069/2	1069/2	0.5	5/8	5/8	4/4	2	1	iii		C	bIII		iii	iii							m	0	0	4, 1, 5		4	4
134	134	535	535	0.6666666666666288	3/4	3/4	4/4	2	1	iii2		C	bIII		iii2	iii		2					mm7	0	0	2, 4, 1, 5		4	2
134	134	1607/3	1607/3	0.33333333333337123	11/12	11/12	4/4	2	1	#viio65/vii		C	bIII		#viio65/vii	#vii	o	65		vii			o7	0	0	7, 4, 1, 10		10	7
135	135	536	536	0.5	0	0	4/4	2	1	iii2(#6)		C	bIII		iii2(#6)	iii		2	#6				mm7	0	0	7, 4, 1, 5		4	7
135	135	1073/2	1073/2	0.5	1/8	1/8	4/4	2	1	V65/iii		C	bIII		V65/iii	V		65		iii			Mm7	0	0	9, 6, 3, 5		5	9
135	135	537	537	0.5	1/4	1/4	4/4	2	1	iii		C	bIII		iii	iii							m	0	0	4, 1, 5		4	4
135	135	1075/2	1075/2	0.5	3/8	3/8	4/4	2	1	#viio(9)/ii		C	bIII		#viio(9)/ii	#vii	o		9	ii			o	0	0	7, 4, 1	2	7	7
135	135	538	538	0.5	1/2	1/2	4/4	2	1	#viio7(#13)/vii		C	bIII		#viio7(#13)/vii	#vii	o	7	#13	vii			o7	0	0	10, 7, 4, 1	13	10	10
135	135	1077/2	1077/2	0.5	5/8	5/8	4/4	2	1	V43/vi		C	bIII		V43/vi	V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
135	135	539	539	0.5	3/4	3/4	4/4	2	1	vi6(2)		C	bIII		vi6(2)	vi		6	2				m	0	0	0, 4, 5		3	0
135	135	1079/2	1079/2	0.5	7/8	7/8	4/4	2	1	v65		C	bIII		v65	v		65					mm7	0	0	-2, 2, -1, 1		1	-2
136	136	540	540	0.5	0	0	4/4	2	1	bIII		C	bIII		bIII	bIII							M	0	0	-3, 1, -2		-3	-3
136	136	1081/2	1081/2	0.5	1/8	1/8	4/4	2	1	V43(b5)/ii		C	bIII		V43(b5)/ii	V		43	b5	ii			Mm7	0	0	-3, 1, 3, 7		3	-3
136	136	541	541	1.0	1/4	1/4	4/4	2	1	V43(b5+b3)/ii		C	bIII		V43(b5+b3)/ii	V		43	b5+b3	ii			Mm7	0	0	-3, 1, 3, 7	0	3	-3
136	136	542	542	2.0	1/2	1/2	4/4	2	1	V65/IV		C	bIII		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
137	137	544	544	2.0	0	0	4/4	2	1	ii%65		C	bIII		ii%65	ii	%	65					%7	0	0	-1, -4, 0, 2		2	-1
137	137	546	546	2.0	1/2	1/2	4/4	2	1	viio43		C	bIII		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
138	138	548	548	0.5	0	0	4/4	2	1	I6		C	bIII		I6	I		6					M	0	0	4, 1, 0		0	4
138	138	1097/2	1097/2	0.5	1/8	1/8	4/4	2	1	I		C	bIII		I	I							M	0	0	0, 4, 1		0	0
138	138	549	549	1.0	1/4	1/4	4/4	2	1	vi7		C	bIII		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
138	138	550	550	0.5	1/2	1/2	4/4	2	1	IV		C	bIII		IV	IV							M	0	0	-1, 3, 0		-1	-1
138	138	1101/2	1101/2	0.5	5/8	5/8	4/4	2	1	ii		C	bIII		ii	ii							m	0	0	2, -1, 3		2	2
138	138	551	551	1.0	3/4	3/4	4/4	2	1	vii%7		C	bIII		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
139	139	552	552	0.75	0	0	4/4	2	1	V7(4)		C	bIII		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
139	139	2211/4	2211/4	0.25	3/16	3/16	4/4	2	1	viio6		C	bIII		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
139	139	553	553	0.5	1/4	1/4	4/4	2	1	IV		C	bIII		IV	IV							M	0	0	-1, 3, 0		-1	-1
139	139	1107/2	1107/2	0.25	3/8	3/8	4/4	2	1	ii		C	bIII		ii	ii							m	0	0	2, -1, 3		2	2
139	139	2215/4	2215/4	0.25	7/16	7/16	4/4	2	1	viio6		C	bIII		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
139	139	554	554	0.5	1/2	1/2	4/4	2	1	I6		C	bIII		I6	I		6					M	0	0	4, 1, 0		0	4
139	139	1109/2	1109/2	0.5	5/8	5/8	4/4	2	1	V65/V		C	bIII		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
139	139	555	555	0.5	3/4	3/4	4/4	2	1	V(64)		C	bIII		V(64)	V			64				M	0	0	1, 0, 4		1	1
139	139	1111/2	1111/2	0.5	7/8	7/8	4/4	2	1	viio6/V		C	bIII		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
140	140	556	556	0.5	0	0	4/4	2	1	V6		C	bIII		V6	V		6					M	0	0	5, 2, 1		1	5
140	140	1113/2	1113/2	0.5	1/8	1/8	4/4	2	1	V		C	bIII		V	V							M	0	0	1, 5, 2		1	1
140	140	557	557	0.5	1/4	1/4	4/4	2	1	iii7		C	bIII		iii7	iii		7					mm7	0	0	4, 1, 5, 2		4	4
140	140	1115/2	1115/2	0.5	3/8	3/8	4/4	2	1	V64		C	bIII		V64	V		64					M	0	0	2, 1, 5		1	2
140	140	558	558	0.5	1/2	1/2	4/4	2	1	I		C	bIII		I	I							M	0	0	0, 4, 1		0	0
140	140	1117/2	1117/2	0.5	5/8	5/8	4/4	2	1	vi		C	bIII		vi	vi							m	0	0	3, 0, 4		3	3
140	140	559	559	0.5	3/4	3/4	4/4	2	1	vii%7/V		C	bIII		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
140	140	1119/2	1119/2	0.5	7/8	7/8	4/4	2	1	vi64		C	bIII		vi64	vi		64					m	0	0	4, 3, 0		3	4
141	141	560	560	0.75	0	0	4/4	2	1	V7(4)/V		C	bIII		V7(4)/V	V		7	4	V			Mm7	0	0	2, 1, 3, 0		2	2
141	141	2243/4	2243/4	0.25	3/16	3/16	4/4	2	1	viio6/V		C	bIII		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
141	141	561	561	0.5	1/4	1/4	4/4	2	1	I		C	bIII		I	I							M	0	0	0, 4, 1		0	0
141	141	1123/2	1123/2	0.5	3/8	3/8	4/4	2	1	vii%65/V		C	bIII		vii%65/V	vii	%	65		V			%7	0	0	3, 0, 4, 6		6	3
141	141	562	562	0.5	1/2	1/2	4/4	2	1	V65		C	bIII		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
141	141	1125/2	1125/2	0.5	5/8	5/8	4/4	2	1	i		C	bIII		i	i							m	0	0	0, -3, 1		0	0
141	141	563	563	0.5	3/4	3/4	4/4	2	1	V65/ii		C	bIII		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
141	141	1127/2	1127/2	0.5	7/8	7/8	4/4	2	1	vii%65		C	bIII		vii%65	vii	%	65					%7	0	0	2, -1, 3, 5		5	2
142	142	564	564	1.0	0	0	4/4	2	1	I64		C	bIII		I64	I		64					M	0	0	1, 0, 4		0	1
142	142	565	565	1.0	1/4	1/4	4/4	2	1	vi43		C	bIII		vi43	vi		43					mm7	0	0	4, 1, 3, 0		3	4
142	142	566	566	1.0	1/2	1/2	4/4	2	1	ii64		C	bIII		ii64	ii		64					m	0	0	3, 2, -1		2	3
142	142	567	567	1.0	3/4	3/4	4/4	2	1	vii%43		C	bIII		vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
143	143	568	568	0.75	0	0	4/4	2	1	viio7(2)		C	bIII		viio7(2)	vii	o	7	2				o7	0	0	0, 2, -1, -4		5	0
143	143	2275/4	2275/4	0.25	3/16	3/16	4/4	2	1	viio7		C	bIII		viio7	vii	o	7					o7	0	0	5, 2, -1, -4		5	5
143	143	569	569	1.0	1/4	1/4	4/4	2	1	ii64		C	bIII		ii64	ii		64					m	0	0	3, 2, -1		2	3
143	143	570	570	0.5	1/2	1/2	4/4	2	1	I		C	bIII		I	I							M	0	0	0, 4, 1		0	0
143	143	1141/2	1141/2	0.5	5/8	5/8	4/4	2	1	V7/V		C	bIII		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
143	143	571	571	0.5	3/4	3/4	4/4	2	1	iii7		C	bIII		iii7	iii		7					mm7	0	0	4, 1, 5, 2		4	4
143	143	1143/2	1143/2	0.5	7/8	7/8	4/4	2	1	viio/V		C	bIII		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
144	144	572	572	1.0	0	0	4/4	2	1	V64		C	bIII		V64	V		64					M	0	0	2, 1, 5		1	2
144	144	573	573	1.0	1/4	1/4	4/4	2	1	iii43		C	bIII		iii43	iii		43					mm7	0	0	5, 2, 4, 1		4	5
144	144	574	574	1.0	1/2	1/2	4/4	2	1	vi64		C	bIII		vi64	vi		64					m	0	0	4, 3, 0		3	4
144	144	575	575	0.5	3/4	3/4	4/4	2	1	V2(9)/V		C	bIII		V2(9)/V	V		2	9	V			Mm7	0	0	0, 2, 6, 3	4	2	0
144	144	1151/2	1151/2	0.5	7/8	7/8	4/4	2	1	vi64		C	bIII		vi64	vi		64					m	0	0	4, 3, 0		3	4
145	145	576	576	0.75	0	0	4/4	2	1	viio7(2)/V		C	bIII		viio7(2)/V	vii	o	7	2	V			o7	0	0	1, 3, 0, -3		6	1
145	145	2307/4	2307/4	0.25	3/16	3/16	4/4	2	1	viio7/V		C	bIII		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
145	145	577	577	1.0	1/4	1/4	4/4	2	1	vi64		C	bIII		vi64	vi		64					m	0	0	4, 3, 0		3	4
145	145	578	578	0.5	1/2	1/2	4/4	2	1	#viio64/iii		C	bIII		#viio64/iii	#vii	o	64		iii			o	0	0	3, 9, 6		9	3
145	145	1157/2	1157/2	0.5	5/8	5/8	4/4	2	1	V6/vi		C	bIII		V6/vi	V		6		vi			M	0	0	8, 5, 4		4	8
145	145	579	579	1.0	3/4	3/4	4/4	2	1	V7/vi		C	bIII		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
146	146	580	580	0.75	0	0	4/4	2	1	vi(#62)		C	bIII		vi(#62)	vi			#62				m	0	0	5, 0, 4	6	3	5
146	146	2323/4	2323/4	0.25	3/16	3/16	4/4	2	1	vi		C	bIII		vi	vi							m	0	0	3, 0, 4		3	3
146	146	581	581	1.0	1/4	1/4	4/4	2	1	viio7/V		C	bIII		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
146	146	582	582	0.75	1/2	1/2	4/4	2	1	viio64/V		C	bIII		viio64/V	vii	o	64		V			o	0	0	0, 6, 3		6	0
146	146	2331/4	2331/4	0.25	11/16	11/16	4/4	2	1	V6		C	bIII		V6	V		6					M	0	0	5, 2, 1		1	5
146	146	583	583	1.0	3/4	3/4	4/4	2	1	vii%65/V		C	bIII		vii%65/V	vii	%	65		V			%7	0	0	3, 0, 4, 6		6	3
147	147	584	584	4.0	0	0	4/4	2	1	viio65/V		C	bIII		viio65/V	vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
148	148	588	588	1.0	0	0	4/4	2	1	#viio43/vi		C	bIII		#viio43/vi	#vii	o	43		vi			o7	0	0	2, -1, 8, 5		8	2
148	148	589	589	1.0	1/4	1/4	4/4	2	1	#viio65/vi		C	bIII		#viio65/vi	#vii	o	65		vi			o7	0	0	5, 2, -1, 8		8	5
148	148	590	590	1.0	1/2	1/2	4/4	2	1	#viio43/vi		C	bIII		#viio43/vi	#vii	o	43		vi			o7	0	0	2, -1, 8, 5		8	2
148	148	591	591	1.0	3/4	3/4	4/4	2	1	#viio65/vi		C	bIII		#viio65/vi	#vii	o	65		vi			o7	0	0	5, 2, -1, 8		8	5
149	149	592	592	8.0	0	0	4/4	2	1	vii%65		C	bIII		vii%65	vii	%	65					%7	0	0	2, -1, 3, 5		5	2
151	151	600	600	2.0	0	0	4/4	2	1	I.V[viio64/V		C	I	V	viio64/V	vii	o	64		V			o	0	0	0, 6, 3		6	0
151	151	602	602	0.5	1/2	1/2	4/4	2	1	vii%43/V		C	I	V	vii%43/V	vii	%	43		V			%7	0	0	0, 4, 6, 3		6	0
151	151	1205/2	1205/2	0.5	5/8	5/8	4/4	2	1	viio7/V		C	I	V	viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
151	151	603	603	0.5	3/4	3/4	4/4	2	1	V6/V		C	I	V	V6/V	V		6		V			M	0	0	6, 3, 2		2	6
151	151	1207/2	1207/2	0.5	7/8	7/8	4/4	2	1	V7/V		C	I	V	V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
152	152	604	604	0.5	0	0	4/4	2	1	viio64(4)/V		C	I	V	viio64(4)/V	vii	o	64	4	V			o	0	0	0, 6, 5		6	0
152	152	1209/2	1209/2	0.5	1/8	1/8	4/4	2	1	viio64/V		C	I	V	viio64/V	vii	o	64		V			o	0	0	0, 6, 3		6	0
152	152	605	605	0.5	1/4	1/4	4/4	2	1	V7/V		C	I	V	V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
152	152	1211/2	1211/2	0.5	3/8	3/8	4/4	2	1	vii6		C	I	V	vii6	vii		6					m	0	0	2, 6, 5		5	2
152	152	606	606	0.5	1/2	1/2	4/4	2	1	V6/V		C	I	V	V6/V	V		6		V			M	0	0	6, 3, 2		2	6
152	152	1213/2	1213/2	0.5	5/8	5/8	4/4	2	1	vii%2/V		C	I	V	vii%2/V	vii	%	2		V			%7	0	0	4, 6, 3, 0		6	4
152	152	607	607	0.5	3/4	3/4	4/4	2	1	vii%7/V		C	I	V	vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
152	152	1215/2	1215/2	0.5	7/8	7/8	4/4	2	1	V65/V		C	I	V	V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
153	153	608	608	0.5	0	0	4/4	2	1	ii43		C	I	V	ii43	ii		43					mm7	0	0	3, 0, 2, -1		2	3
153	153	1217/2	1217/2	0.5	1/8	1/8	4/4	2	1	vii%2		C	I	V	vii%2	vii	%	2					%7	0	0	3, 5, 2, -1		5	3
153	153	609	609	0.5	1/4	1/4	4/4	2	1	vii%7(4)		C	I	V	vii%7(4)	vii	%	7	4				%7	0	0	5, 4, -1, 3		5	5
153	153	1219/2	1219/2	0.5	3/8	3/8	4/4	2	1	vii%7		C	I	V	vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
153	153	610	610	0.5	1/2	1/2	4/4	2	1	ii43		C	I	V	ii43	ii		43					mm7	0	0	3, 0, 2, -1		2	3
153	153	1221/2	1221/2	0.5	5/8	5/8	4/4	2	1	vii%2(9)		C	I	V	vii%2(9)	vii	%	2	9				%7	0	0	3, 5, 2, -1	0	5	3
153	153	611	611	0.5	3/4	3/4	4/4	2	1	vii%7		C	I	V	vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
153	153	1223/2	1223/2	0.5	7/8	7/8	4/4	2	1	#viio65/vi		C	I	V	#viio65/vi	#vii	o	65		vi			o7	0	0	5, 2, -1, 8		8	5
154	154	612	612	0.5	0	0	4/4	2	1	vi6(2)		C	I	V	vi6(2)	vi		6	2				m	0	0	0, 4, 5		3	0
154	154	1225/2	1225/2	0.5	1/8	1/8	4/4	2	1	vi6		C	I	V	vi6	vi		6					m	0	0	0, 4, 3		3	0
154	154	613	613	0.5	1/4	1/4	4/4	2	1	ii6		C	I	V	ii6	ii		6					m	0	0	-1, 3, 2		2	-1
154	154	1227/2	1227/2	0.5	3/8	3/8	4/4	2	1	ii65		C	I	V	ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
154	154	614	614	0.5	1/2	1/2	4/4	2	1	viio64		C	I	V	viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
154	154	1229/2	1229/2	0.5	5/8	5/8	4/4	2	1	V7/vi		C	I	V	V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
154	154	615	615	1.0	3/4	3/4	4/4	2	1	vi6		C	I	V	vi6	vi		6					m	0	0	0, 4, 3		3	0
155	155	616	616	0.5	0	0	4/4	2	1	viio6(2)		C	I	V	viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2
155	155	1233/2	1233/2	0.5	1/8	1/8	4/4	2	1	viio6		C	I	V	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
155	155	617	617	1.0	1/4	1/4	4/4	2	1	iii7		C	I	V	iii7	iii		7					mm7	0	0	4, 1, 5, 2		4	4
155	155	618	618	0.5	1/2	1/2	4/4	2	1	#viio43/vi		C	I	V	#viio43/vi	#vii	o	43		vi			o7	0	0	2, -1, 8, 5		8	2
155	155	1237/2	1237/2	0.5	5/8	5/8	4/4	2	1	vii%43		C	I	V	vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
155	155	619	619	0.5	3/4	3/4	4/4	2	1	V(13)		C	I	V	V(13)	V			13				M	0	0	1, 5, 2	4	1	1
155	155	1239/2	1239/2	0.5	7/8	7/8	4/4	2	1	V7		C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
156	156	620	620	0.5	0	0	4/4	2	1	#viio7(4)/vi		C	I	V	#viio7(4)/vi	#vii	o	7	4	vi			o7	0	0	8, 0, 2, -1		8	8
156	156	1241/2	1241/2	0.5	1/8	1/8	4/4	2	1	#viio7/vi		C	I	V	#viio7/vi	#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
156	156	621	621	0.5	1/4	1/4	4/4	2	1	vii%2		C	I	V	vii%2	vii	%	2					%7	0	0	3, 5, 2, -1		5	3
156	156	1243/2	1243/2	0.5	3/8	3/8	4/4	2	1	V(9)		C	I	V	V(9)	V			9				M	0	0	1, 5, 2	3	1	1
156	156	622	622	0.5	1/2	1/2	4/4	2	1	#viio43/vi		C	I	V	#viio43/vi	#vii	o	43		vi			o7	0	0	2, -1, 8, 5		8	2
156	156	1245/2	1245/2	0.5	5/8	5/8	4/4	2	1	V(9)		C	I	V	V(9)	V			9				M	0	0	1, 5, 2	3	1	1
156	156	623	623	0.5	3/4	3/4	4/4	2	1	V2		C	I	V	V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
156	156	1247/2	1247/2	0.5	7/8	7/8	4/4	2	1	iii		C	I	V	iii	iii							m	0	0	4, 1, 5		4	4
157	157	624	624	0.5	0	0	4/4	2	1	viio6		C	I	V	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
157	157	1249/2	1249/2	0.5	1/8	1/8	4/4	2	1	vii(9)		C	I	V	vii(9)	vii			9				m	0	0	5, 2, 6	0	5	5
157	157	625	625	0.5	1/4	1/4	4/4	2	1	V6		C	I	V	V6	V		6					M	0	0	5, 2, 1		1	5
157	157	1251/2	1251/2	0.5	3/8	3/8	4/4	2	1	V7(9)/ii		C	I	V	V7(9)/ii	V		7	9	ii			Mm7	0	0	3, 7, 4, 1	-2	3	3
157	157	626	626	0.5	1/2	1/2	4/4	2	1	iii6]		C	I	V	iii6	iii		6					m	0	0	1, 5, 4		4	1
157	157	1253/2	1253/2	0.5	5/8	5/8	4/4	2	1	V2		C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
157	157	627	627	0.5	3/4	3/4	4/4	2	1	iii		C	I		iii	iii							m	0	0	4, 1, 5		4	4
157	157	1255/2	1255/2	0.5	7/8	7/8	4/4	2	1	viio6		C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
158	158	628	628	2.0	0	0	4/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
158	158	630	630	0.5	1/2	1/2	4/4	2	1	V(64)		C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
158	158	1261/2	1261/2	0.5	5/8	5/8	4/4	2	1	V7(94)		C	I		V7(94)	V		7	94				Mm7	0	0	1, 0, 2, -1	3	1	1
158	158	631	631	1.0	3/4	3/4	4/4	2	1	V7(6)		C	I		V7(6)	V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
159	159	632	632	2.5	0	0	4/4	2	1	V(64)		C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
159	159	1269/2	1269/2	0.5	5/8	5/8	4/4	2	1	#viio6/ii		C	I		#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
159	159	635	635	0.5	3/4	3/4	4/4	2	1	ii6		C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
159	159	1271/2	1271/2	0.5	7/8	7/8	4/4	2	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
160	160	636	636	1.0	0	0	4/4	2	1	vi		C	I		vi	vi							m	0	0	3, 0, 4		3	3
160	160	637	637	1.0	1/4	1/4	4/4	2	1	iii64		C	I		iii64	iii		64					m	0	0	5, 4, 1		4	5
160	160	638	638	1.0	1/2	1/2	4/4	2	1	vi65		C	I		vi65	vi		65					mm7	0	0	0, 4, 1, 3		3	0
160	160	639	639	1.0	3/4	3/4	4/4	2	1	ii7		C	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
161	161	640	640	1.0	0	0	4/4	2	1	V+6/IV		C	I		V+6/IV	V	+	6		IV			+	0	0	4, 8, 0		0	4
161	161	641	641	1.0	1/4	1/4	4/4	2	1	IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
161	161	642	642	0.5	1/2	1/2	4/4	2	1	V2		C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
161	161	1285/2	1285/2	0.5	5/8	5/8	4/4	2	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
161	161	643	643	0.5	3/4	3/4	4/4	2	1	V64		C	I		V64	V		64					M	0	0	2, 1, 5		1	2
161	161	1287/2	1287/2	0.5	7/8	7/8	4/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
162	162	644	644	2.0	0	0	4/4	2	1	ii		C	I		ii	ii							m	0	0	2, -1, 3		2	2
162	162	646	646	0.5	1/2	1/2	4/4	2	1	ii64		C	I		ii64	ii		64					m	0	0	3, 2, -1		2	3
162	162	1293/2	1293/2	0.5	5/8	5/8	4/4	2	1	vii%2		C	I		vii%2	vii	%	2					%7	0	0	3, 5, 2, -1		5	3
162	162	647	647	0.5	3/4	3/4	4/4	2	1	IV6		C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
162	162	1295/2	1295/2	0.5	7/8	7/8	4/4	2	1	V65		C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
163	163	648	648	2.5	0	0	4/4	2	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
163	163	1301/2	1301/2	0.5	5/8	5/8	4/4	2	1	#viio65/vi		C	I		#viio65/vi	#vii	o	65		vi			o7	0	0	5, 2, -1, 8		8	5
163	163	651	651	0.5	3/4	3/4	4/4	2	1	vi6		C	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
163	163	1303/2	1303/2	0.5	7/8	7/8	4/4	2	1	viio6		C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
164	164	652	652	0.5	0	0	4/4	2	1	ii%7/ii		C	I		ii%7/ii	ii	%	7		ii			%7	0	0	4, 1, -2, 2		4	4
164	164	1305/2	1305/2	0.5	1/8	1/8	4/4	2	1	iv64/ii		C	I		iv64/ii	iv		64		ii			m	0	0	2, 1, -2		1	2
164	164	653	653	0.5	1/4	1/4	4/4	2	1	ii%7/ii		C	I		ii%7/ii	ii	%	7		ii			%7	0	0	4, 1, -2, 2		4	4
164	164	1307/2	1307/2	0.5	3/8	3/8	4/4	2	1	V65(4)/IV		C	I		V65(4)/IV	V		65	4	IV			Mm7	0	0	-1, 1, -2, 0		0	-1
164	164	654	654	0.5	1/2	1/2	4/4	2	1	V43/IV		C	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
164	164	1309/2	1309/2	0.5	5/8	5/8	4/4	2	1	#viio43/ii		C	I		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
164	164	655	655	0.5	3/4	3/4	4/4	2	1	ii6		C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
164	164	1311/2	1311/2	0.5	7/8	7/8	4/4	2	1	#viio6/ii		C	I		#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
165	165	656	656	2.0	0	0	4/4	2	1	ii(4)		C	I		ii(4)	ii			4				m	0	0	2, 1, 3		2	2
165	165	658	658	0.5	1/2	1/2	4/4	2	1	ii\\		C	I		ii	ii						\\	m	0	0	2, -1, 3		2	2
165	165	1317/2	1317/2	0.5	5/8	5/8	4/4	2	1	IV64		C	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
165	165	659	659	0.5	3/4	3/4	4/4	2	1	ii		C	I		ii	ii							m	0	0	2, -1, 3		2	2
165	165	1319/2	1319/2	0.5	7/8	7/8	4/4	2	1	V6/IV		C	I		V6/IV	V		6		IV			M	0	0	4, 1, 0		0	4
166	166	660	660	2.0	0	0	4/4	2	1	IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
166	166	662	662	1.5	1/2	1/2	4/4	2	1	IV64		C	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
166	166	1327/2	1327/2	0.5	7/8	7/8	4/4	2	1	vi6		C	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
167	167	664	664	0.5	0	0	4/4	2	1	ii2		C	I		ii2	ii		2					mm7	0	0	0, 2, -1, 3		2	0
