mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Ottava:8va
46	46	799/4	799/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	922												
46	46	200	200	1.5	3/8	3/8	Chord	9/8	1	1	3/8			1/4	3/2	923									123			
46	46	403/2	403/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	924												
46	46	405/2	405/2	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	925												
46	46	811/4	811/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	926												
46	46	397/2	397/2	0.0	0	0	Dynamic	9/8	2	1	0						fp											
46	46	397/2	397/2	1.5	0	0	Chord	9/8	2	1	3/8			1/4	3/2	927												
46	46	200	200	0.0	3/8	3/8	Dynamic	9/8	2	1	0						p											
46	46	200	200	0.0	3/8	3/8	StaffText	9/8	2	1	0								"<font size=""8.185""/><i>	cresc.</i>"									
46	46	200	200	0.75	3/8	3/8	Chord	9/8	2	1	3/16			1/8	3/2	928												
46	46	803/4	803/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16			1/16	1	929												
46	46	201	201	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	930												
46	46	403/2	403/2	1.0	3/4	3/4	Chord	9/8	2	1	1/4			1/4	1	931												
46	46	405/2	405/2	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	932												
47	47	203	203	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	933									124			
47	47	407/2	407/2	0.75	1/8	1/8	Chord	9/8	1	1	3/16			1/8	3/2	934												
47	47	817/4	817/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	935												
47	47	409/2	409/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8			1/4	3/2	936									125			
47	47	206	206	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	937												
47	47	207	207	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	938												
47	47	829/4	829/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	939												
47	47	203	203	0.0	0	0	Dynamic	9/8	2	1	0						fp											
47	47	203	203	1.5	0	0	Chord	9/8	2	1	3/8			1/4	3/2	940												
47	47	409/2	409/2	0.75	3/8	3/8	Chord	9/8	2	1	3/16			1/8	3/2	941												
47	47	821/4	821/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16			1/16	1	942												
47	47	411/2	411/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	943												
47	47	206	206	1.0	3/4	3/4	Chord	9/8	2	1	1/4			1/4	1	944												
47	47	207	207	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	945												
48	48	415/2	415/2	0.0	0	0	Dynamic	9/8	1	1	0						f											
48	48	415/2	415/2	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	946												
48	48	208	208	0.0	1/8	1/8	Dynamic	9/8	1	1	0						p											
48	48	208	208	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	947		articStaccatissimoAbove										
48	48	833/4	833/4	0.0	3/16	3/16	Spanner	9/8	1	1	0															2		
48	48	833/4	833/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	948		articStaccatissimoAbove								2		
48	48	417/2	417/2	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	949		articStaccatissimoAbove								2		
48	48	835/4	835/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	950		articStaccatissimoAbove								2		
48	48	209	209	0.25	3/8	3/8	Chord	9/8	1	1	1/16			1/16	1	951		articStaccatissimoAbove								2		
48	48	837/4	837/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	952		articStaccatissimoAbove								2		
48	48	419/2	419/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	953		articStaccatissimoAbove								2		
48	48	839/4	839/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	954		articStaccatissimoAbove								2		
48	48	210	210	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	955		articStaccatissimoAbove								2		
48	48	841/4	841/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	956		articStaccatissimoAbove								2		
48	48	421/2	421/2	0.25	3/4	3/4	Chord	9/8	1	1	1/16			1/16	1	957		articStaccatissimoAbove								2		
48	48	843/4	843/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	958		articStaccatissimoAbove								2		
48	48	211	211	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	959		articStaccatissimoAbove								2		
48	48	845/4	845/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	960		articStaccatissimoAbove								2		
48	48	423/2	423/2	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	961		articStaccatissimoAbove								2		
48	48	847/4	847/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	962		articStaccatissimoAbove								2		
48	48	415/2	415/2	0.5	0	0	Chord	9/8	2	1	1/8			1/8	1	963												
48	48	208	208	0.25	1/8	1/8	Chord	9/8	2	1	1/16			1/16	1	964		articStaccatissimoBelow										
48	48	833/4	833/4	0.0	3/16	3/16	Spanner	9/8	2	1	0															3		
48	48	833/4	833/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	965		articStaccatissimoBelow								3		
48	48	417/2	417/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16			1/16	1	966		articStaccatissimoBelow								3		
48	48	835/4	835/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16			1/16	1	967		articStaccatissimoBelow								3		
48	48	209	209	0.25	3/8	3/8	Chord	9/8	2	1	1/16			1/16	1	968		articStaccatissimoBelow								3		
48	48	837/4	837/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16			1/16	1	969		articStaccatissimoBelow								3		
48	48	419/2	419/2	0.25	1/2	1/2	Chord	9/8	2	1	1/16			1/16	1	970		articStaccatissimoBelow								3		
48	48	839/4	839/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16			1/16	1	971		articStaccatissimoBelow								3		
48	48	210	210	0.25	5/8	5/8	Chord	9/8	2	1	1/16			1/16	1	972		articStaccatissimoBelow								3		
48	48	841/4	841/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16			1/16	1	973		articStaccatissimoBelow								3		
48	48	421/2	421/2	0.25	3/4	3/4	Chord	9/8	2	1	1/16			1/16	1	974		articStaccatissimoBelow								3		
48	48	843/4	843/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16			1/16	1	975		articStaccatissimoBelow								3		
48	48	211	211	0.25	7/8	7/8	Chord	9/8	2	1	1/16			1/16	1	976		articStaccatissimoBelow								3		
48	48	845/4	845/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16			1/16	1	977		articStaccatissimoBelow								3		
48	48	423/2	423/2	0.25	1	1	Chord	9/8	2	1	1/16			1/16	1	978		articStaccatissimoBelow								3		
48	48	847/4	847/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16			1/16	1	979		articStaccatissimoBelow								3		
49	49	212	212	0.0	0	0	Dynamic	9/8	1	1	0						mf											
49	49	212	212	0.0	0	0	StaffText	9/8	1	1	0								"<font size=""8.185""/><i> cresc.</i>"									
49	49	212	212	0.0	0	0	Spanner	9/8	1	1	0																	
49	49	212	212	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	980												
49	49	425/2	425/2	0.5	1/8	1/8	Chord	9/8	1	1	1/8			1/8	1	981												
49	49	213	213	0.5	1/4	1/4	Chord	9/8	1	1	1/8			1/8	1	982												
49	49	427/2	427/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8			1/8	1	983												
49	49	214	214	0.5	1/2	1/2	Chord	9/8	1	1	1/8			1/8	1	984												
49	49	429/2	429/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8			1/8	1	985												
49	49	215	215	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	986												
49	49	431/2	431/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8			1/8	1	987												
49	49	216	216	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	988												
49	49	212	212	0.0	0	0	Spanner	9/8	2	1	0																	
49	49	212	212	3.0	0	0	Chord	9/8	2	1	3/4			1/2	3/2	989												
49	49	215	215	1.0	3/4	3/4	Chord	9/8	2	1	1/4			1/4	1	990												
49	49	216	216	0.0	1	1	Spanner	9/8	2	1	0															4		
49	49	216	216	0.16666666666666666	1	1	Chord	9/8	2	1	1/24			1/16	2/3	991									126	4		
49	49	1297/6	1297/6	0.16666666666666666	25/24	25/24	Chord	9/8	2	1	1/24			1/16	2/3	992									126	4		
49	49	649/3	649/3	0.16666666666666666	13/12	13/12	Chord	9/8	2	1	1/24			1/16	2/3	993									126	4		
50	50	433/2	433/2	0.0	0	0	Dynamic	9/8	1	1	0						f											
50	50	433/2	433/2	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	994									127			
50	50	217	217	0.75	1/8	1/8	Chord	9/8	1	1	3/16			1/8	3/2	995									127			
50	50	871/4	871/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	996												
50	50	218	218	0.0	3/8	3/8	Dynamic	9/8	1	1	0						p											
50	50	218	218	1.5	3/8	3/8	Chord	9/8	1	1	3/8			1/4	3/2	997												
50	50	439/2	439/2	1.0	3/4	3/4	Chord	9/8	1	1	1/4			1/4	1	998												
50	50	441/2	441/2	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	999												
50	50	883/4	883/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	1000												
50	50	433/2	433/2	1.5	0	0	Chord	9/8	1	2	3/8			1/4	3/2	1001												
50	50	433/2	433/2	0.0	0	0	Spanner	9/8	2	1	0																	
50	50	433/2	433/2	1.5	0	0	Chord	9/8	2	1	3/8			1/4	3/2	1002												
50	50	218	218	0.75	3/8	3/8	Chord	9/8	2	1	3/16			1/8	3/2	1003												
50	50	875/4	875/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16			1/16	1	1004												
50	50	219	219	0.0	5/8	5/8	Dynamic	9/8	2	1	0						p											
50	50	219	219	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	1005												
50	50	439/2	439/2	1.0	3/4	3/4	Chord	9/8	2	1	1/4			1/4	1	1006												
50	50	441/2	441/2	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	1007												
51	51	221	221	0.0	0	0	Dynamic	9/8	1	1	0						f											
51	51	221	221	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	1008									128			
51	51	443/2	443/2	0.75	1/8	1/8	Chord	9/8	1	1	3/16			1/8	3/2	1009									128			
51	51	889/4	889/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	1010												
51	51	445/2	445/2	0.0	3/8	3/8	Dynamic	9/8	1	1	0						p											
51	51	445/2	445/2	0.0	3/8	3/8	StaffText	9/8	1	1	0								"<font size=""8.185""/><i> cresc.</i>"									
51	51	445/2	445/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8			1/4	3/2	1011												
51	51	224	224	1.0	3/4	3/4	Chord	9/8	1	1	1/4			1/4	1	1012												
51	51	225	225	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	1013												
51	51	901/4	901/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	1014												
51	51	221	221	1.5	0	0	Chord	9/8	1	2	3/8			1/4	3/2	1015												
51	51	221	221	1.5	0	0	Chord	9/8	2	1	3/8			1/4	3/2	1016												
51	51	445/2	445/2	0.0	3/8	3/8	Spanner	9/8	2	1	0															5		
51	51	445/2	445/2	0.75	3/8	3/8	Chord	9/8	2	1	3/16			1/8	3/2	1017										5		
51	51	893/4	893/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16			1/16	1	1018									129	5		
51	51	447/2	447/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	1019										5		
51	51	224	224	1.0	3/4	3/4	Chord	9/8	2	1	1/4			1/4	1	1020										5		
51	51	225	225	0.0	1	1	Spanner	9/8	2	1	0																	
51	51	225	225	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	1021												
52	52	451/2	451/2	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	1022												
52	52	226	226	0.0	1/8	1/8	Dynamic	9/8	1	1	0						p											
52	52	226	226	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	1023		articStaccatissimoAbove										
52	52	905/4	905/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	1024		articStaccatissimoAbove										
52	52	453/2	453/2	0.0	1/4	1/4	Spanner	9/8	1	1	0															6		
52	52	453/2	453/2	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	1025		articStaccatissimoAbove								6		
52	52	907/4	907/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	1026		articStaccatissimoAbove								6		
52	52	227	227	0.25	3/8	3/8	Chord	9/8	1	1	1/16			1/16	1	1027		articStaccatissimoAbove								6		
52	52	909/4	909/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	1028		articStaccatissimoAbove								6		
52	52	455/2	455/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	1029		articStaccatissimoAbove								6		
52	52	911/4	911/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	1030		articStaccatissimoAbove								6		
52	52	228	228	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	1031		articStaccatissimoAbove								6		
52	52	913/4	913/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	1032		articStaccatissimoAbove								6		
52	52	457/2	457/2	0.25	3/4	3/4	Chord	9/8	1	1	1/16			1/16	1	1033		articStaccatissimoAbove								6		
52	52	915/4	915/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	1034		articStaccatissimoAbove								6		
52	52	229	229	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	1035		articStaccatissimoAbove								6		
52	52	917/4	917/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	1036		articStaccatissimoAbove								6		
52	52	459/2	459/2	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	1037		articStaccatissimoAbove								6		
52	52	919/4	919/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	1038		articStaccatissimoAbove								6		
52	52	451/2	451/2	0.0	0	0	Dynamic	9/8	2	1	0						f											
52	52	451/2	451/2	0.5	0	0	Chord	9/8	2	1	1/8			1/8	1	1039												
52	52	226	226	0.25	1/8	1/8	Chord	9/8	2	1	1/16			1/16	1	1040		articStaccatissimoBelow										
52	52	905/4	905/4	0.0	3/16	3/16	Spanner	9/8	2	1	0															7		
52	52	905/4	905/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	1041		articStaccatissimoBelow								7		
52	52	453/2	453/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16			1/16	1	1042		articStaccatissimoBelow								7		
52	52	907/4	907/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16			1/16	1	1043		articStaccatissimoBelow								7		
52	52	227	227	0.25	3/8	3/8	Chord	9/8	2	1	1/16			1/16	1	1044		articStaccatissimoBelow								7		
52	52	909/4	909/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16			1/16	1	1045		articStaccatissimoBelow								7		
52	52	455/2	455/2	0.25	1/2	1/2	Chord	9/8	2	1	1/16			1/16	1	1046		articStaccatissimoBelow								7		
52	52	911/4	911/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16			1/16	1	1047		articStaccatissimoBelow								7		
52	52	228	228	0.25	5/8	5/8	Chord	9/8	2	1	1/16			1/16	1	1048		articStaccatissimoBelow								7		
52	52	913/4	913/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16			1/16	1	1049		articStaccatissimoBelow								7		
52	52	457/2	457/2	0.25	3/4	3/4	Chord	9/8	2	1	1/16			1/16	1	1050		articStaccatissimoBelow								7		
52	52	915/4	915/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16			1/16	1	1051		articStaccatissimoBelow								7		
52	52	229	229	0.25	7/8	7/8	Chord	9/8	2	1	1/16			1/16	1	1052		articStaccatissimoBelow								7		
52	52	917/4	917/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16			1/16	1	1053		articStaccatissimoBelow								7		
52	52	459/2	459/2	0.25	1	1	Chord	9/8	2	1	1/16			1/16	1	1054		articStaccatissimoBelow								7		
52	52	919/4	919/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16			1/16	1	1055		articStaccatissimoBelow								7		
53	53	230	230	0.0	0	0	Dynamic	9/8	1	1	0						f											
53	53	230	230	0.0	0	0	Spanner	9/8	1	1	0																	
53	53	230	230	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	1056									130			
53	53	461/2	461/2	0.5	1/8	1/8	Chord	9/8	1	1	1/8			1/8	1	1057									130			
53	53	231	231	0.5	1/4	1/4	Chord	9/8	1	1	1/8			1/8	1	1058									130			
53	53	463/2	463/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8			1/8	1	1059									130			
53	53	232	232	0.5	1/2	1/2	Chord	9/8	1	1	1/8			1/8	1	1060									130			
53	53	465/2	465/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8			1/8	1	1061									130			
53	53	233	233	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	1062									130			
53	53	467/2	467/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8			1/8	1	1063									130			
53	53	234	234	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	1064												
53	53	230	230	0.0	0	0	Spanner	9/8	2	1	0																	
53	53	230	230	3.0	0	0	Chord	9/8	2	1	3/4			1/2	3/2	1065												
53	53	233	233	1.0	3/4	3/4	Chord	9/8	2	1	1/4			1/4	1	1066												
53	53	234	234	0.16666666666666666	1	1	Chord	9/8	2	1	1/24			1/16	2/3	1067									131			
53	53	1405/6	1405/6	0.16666666666666666	25/24	25/24	Chord	9/8	2	1	1/24			1/16	2/3	1068									131			
53	53	703/3	703/3	0.16666666666666666	13/12	13/12	Chord	9/8	2	1	1/24			1/16	2/3	1069									131			
54	54	469/2	469/2	0.0	0	0	Dynamic	9/8	1	1	0						p											
54	54	469/2	469/2	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	1070									132			
54	54	235	235	0.75	1/8	1/8	Chord	9/8	1	1	3/16			1/8	3/2	1071												
54	54	943/4	943/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	1072												
54	54	236	236	1.5	3/8	3/8	Chord	9/8	1	1	3/8			1/4	3/2	1073									133			
54	54	475/2	475/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	1074		articStaccatissimoAbove										
54	54	469/2	469/2	1.5	0	0	Chord	9/8	2	1	3/8			1/4	3/2	1075									134			
54	54	236	236	0.75	3/8	3/8	Chord	9/8	2	1	3/16			1/8	3/2	1076												
54	54	947/4	947/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16			1/16	1	1077		articStaccatissimoBelow										
54	54	237	237	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	1078		articStaccatissimoBelow										
54	54	475/2	475/2	1.0	3/4	3/4	Chord	9/8	2	1	1/4			1/4	1	1079												
54	54	477/2	477/2	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	1080												
55	55	239	239	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	1081									135			
55	55	479/2	479/2	0.75	1/8	1/8	Chord	9/8	1	1	3/16			1/8	3/2	1082												
55	55	961/4	961/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	1083												
55	55	481/2	481/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8			1/4	3/2	1084									136			
55	55	242	242	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	1085		articStaccatissimoAbove										
55	55	239	239	1.5	0	0	Chord	9/8	2	1	3/8			1/4	3/2	1086												
55	55	481/2	481/2	0.75	3/8	3/8	Chord	9/8	2	1	3/16			1/8	3/2	1087												
55	55	965/4	965/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16			1/16	1	1088		articStaccatissimoBelow										
55	55	483/2	483/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	1089		articStaccatissimoBelow										
55	55	242	242	1.0	3/4	3/4	Chord	9/8	2	1	1/4			1/4	1	1090												
55	55	243	243	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	1091												
56	56	487/2	487/2	0.0	0	0	StaffText	9/8	1	1	0								"<font size=""8.185""/><i>cresc. -		-		-		-		-		-		-		-		-		-</i>"									
56	56	487/2	487/2	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	1092									137			
56	56	244	244	0.75	1/8	1/8	Chord	9/8	1	1	3/16			1/8	3/2	1093												
56	56	979/4	979/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	1094												
56	56	245	245	1.5	3/8	3/8	Chord	9/8	1	1	3/8			1/4	3/2	1095									138			
56	56	493/2	493/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	1096		articStaccatissimoAbove										
56	56	487/2	487/2	0.0	0	0	Spanner	9/8	2	1	0															8		
56	56	487/2	487/2	1.5	0	0	Chord	9/8	2	1	3/8			1/4	3/2	1097									139	8		
56	56	245	245	0.75	3/8	3/8	Chord	9/8	2	1	3/16			1/8	3/2	1098										8		
56	56	983/4	983/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16			1/16	1	1099		articStaccatissimoAbove								8		
56	56	246	246	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	1100		articStaccatissimoAbove								8		
56	56	493/2	493/2	1.0	3/4	3/4	Chord	9/8	2	1	1/4			1/4	1	1101										8		
56	56	495/2	495/2	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	1102										8		
57	57	248	248	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	1103									140			
57	57	497/2	497/2	0.75	1/8	1/8	Chord	9/8	1	1	3/16			1/8	3/2	1104												
57	57	997/4	997/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	1105												
57	57	499/2	499/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8			1/4	3/2	1106									141			
57	57	251	251	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	1107		articStaccatissimoAbove										
57	57	248	248	1.5	0	0	Chord	9/8	2	1	3/8			1/4	3/2	1108									142	8		
57	57	499/2	499/2	0.75	3/8	3/8	Chord	9/8	2	1	3/16			1/8	3/2	1109										8		
57	57	1001/4	1001/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16			1/16	1	1110		articStaccatissimoAbove								8		
57	57	501/2	501/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	1111		articStaccatissimoAbove								8		
57	57	251	251	1.0	3/4	3/4	Chord	9/8	2	1	1/4			1/4	1	1112										8		
57	57	252	252	0.0	1	1	Spanner	9/8	2	1	0																	
57	57	252	252	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	1113												
58	58	505/2	505/2	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	1114												
58	58	253	253	0.0	1/8	1/8	StaffText	9/8	1	1	0								"<font size=""8.185""/><i>molto cresc. -		-		-		-		-		-		-		-		-		-		-		-		-	</i>"									
58	58	253	253	0.0	1/8	1/8	Dynamic	9/8	1	1	0						ff											
58	58	253	253	0.0	1/8	1/8	Spanner	9/8	1	1	0															9		
58	58	253	253	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	1115									143	9		
58	58	1013/4	1013/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	1116									143	9		
58	58	507/2	507/2	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	1117									143	9		
58	58	1015/4	1015/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	1118									143	9		
58	58	254	254	0.25	3/8	3/8	Chord	9/8	1	1	1/16			1/16	1	1119									143	9		
58	58	1017/4	1017/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	1120									143	9		
58	58	509/2	509/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	1121									143	9		
58	58	1019/4	1019/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	1122									143	9		
58	58	255	255	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	1123									143	9		
58	58	1021/4	1021/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	1124									143	9		
58	58	511/2	511/2	0.25	3/4	3/4	Chord	9/8	1	1	1/16			1/16	1	1125									143	9		
58	58	1023/4	1023/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	1126									143	9		
58	58	256	256	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	1127									143	9		
58	58	1025/4	1025/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	1128									143	9		
58	58	513/2	513/2	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	1129									143	9		
58	58	1027/4	1027/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	1130										9		
58	58	505/2	505/2	0.0	0	0	Dynamic	9/8	2	1	0						p											
58	58	505/2	505/2	0.5	0	0	Chord	9/8	2	1	1/8			1/8	1	1131												
58	58	253	253	0.0	1/8	1/8	Spanner	9/8	2	1	0															10		
58	58	253	253	0.25	1/8	1/8	Chord	9/8	2	1	1/16			1/16	1	1132									144	10		
58	58	1013/4	1013/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	1133									144	10		
58	58	507/2	507/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16			1/16	1	1134									144	10		
58	58	1015/4	1015/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16			1/16	1	1135									144	10		
58	58	254	254	0.25	3/8	3/8	Chord	9/8	2	1	1/16			1/16	1	1136									144	10		
58	58	1017/4	1017/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16			1/16	1	1137									144	10		
58	58	509/2	509/2	0.25	1/2	1/2	Chord	9/8	2	1	1/16			1/16	1	1138									144	10		
58	58	1019/4	1019/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16			1/16	1	1139									144	10		
58	58	255	255	0.25	5/8	5/8	Chord	9/8	2	1	1/16			1/16	1	1140									144	10		
58	58	1021/4	1021/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16			1/16	1	1141									144	10		
58	58	511/2	511/2	0.25	3/4	3/4	Chord	9/8	2	1	1/16			1/16	1	1142									144	10		
58	58	1023/4	1023/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16			1/16	1	1143									144	10		
58	58	256	256	0.25	7/8	7/8	Chord	9/8	2	1	1/16			1/16	1	1144									144	10		
58	58	1025/4	1025/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16			1/16	1	1145									144	10		
58	58	513/2	513/2	0.25	1	1	Chord	9/8	2	1	1/16			1/16	1	1146									144	10		
58	58	1027/4	1027/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16			1/16	1	1147										10		
59	59	257	257	0.25	0	0	Chord	9/8	1	1	1/16			1/16	1	1148									145	9		
59	59	1029/4	1029/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	1149									145	9		
