mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Ottava:8va
1365	1365	10439/2	10439/2	2.0	0	0	Chord	4/4	2	2	1/2			1/2	1	17409										382		
1365	1365	10443/2	10443/2	2.0	1/2	1/2	Chord	4/4	2	2	1/2			1/2	1	17410										382		
1366	1366	10447/2	10447/2	0.0	0	0	Dynamic	4/4	1	1	0						p											
1366	1366	10447/2	10447/2	0.3333333333333333	0	0	Chord	4/4	1	1	1/12			1/8	2/3	17411												
1366	1366	31343/6	31343/6	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12			1/8	2/3	17412									1082			
1366	1366	31345/6	31345/6	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12			1/8	2/3	17413									1082			
1366	1366	10449/2	10449/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	17414									1082			
1366	1366	31349/6	31349/6	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12			1/8	2/3	17415									1082			
1366	1366	31351/6	31351/6	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	17416									1082			
1366	1366	10451/2	10451/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	17417									1082			
1366	1366	10453/2	10453/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	17418												
1366	1366	10447/2	10447/2	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	17419										382		
1366	1366	31355/6	31355/6	0.0	7/12	7/12	Spanner	4/4	2	1	0															382, 403		
1366	1366	31355/6	31355/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12			1/8	2/3	17420									1083	382, 403		
1366	1366	31357/6	31357/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12			1/8	2/3	17421									1083	382, 403		
1366	1366	10453/2	10453/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12			1/8	2/3	17422									1083	382, 403		
1366	1366	31361/6	31361/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12			1/8	2/3	17423									1083	382, 403		
1366	1366	31363/6	31363/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12			1/8	2/3	17424									1083	382, 403		
1366	1366	10447/2	10447/2	4.0	0	0	Chord	4/4	2	2	1			1	1	17425										382, 403		
1367	1367	31367/6	31367/6	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12			1/8	2/3	17426									1084			
1367	1367	31369/6	31369/6	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12			1/8	2/3	17427									1084			
1367	1367	10457/2	10457/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	17428									1084			
1367	1367	31373/6	31373/6	0.0	1/3	1/3	Spanner	4/4	1	1	0														1084			
1367	1367	31373/6	31373/6	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12			1/8	2/3	17429									1084			
1367	1367	31375/6	31375/6	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	17430									1084			
1367	1367	10459/2	10459/2	0.0	1/2	1/2	Spanner	4/4	1	1	0														1084			
1367	1367	10459/2	10459/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	17431									1084			
1367	1367	10461/2	10461/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	17432												
1367	1367	10455/2	10455/2	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	17433									1083	382, 403		
1367	1367	10457/2	10457/2	0.0	1/4	1/4	Spanner	4/4	2	1	0															382		
1367	1367	10457/2	10457/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	17434										382		
1367	1367	10459/2	10459/2	0.0	1/2	1/2	Spanner	4/4	2	1	0															382, 405		
1367	1367	31379/6	31379/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12			1/8	2/3	17435									1085	382, 405		
1367	1367	31381/6	31381/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12			1/8	2/3	17436									1085	382, 405		
1367	1367	10461/2	10461/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12			1/8	2/3	17437									1085	382, 405		
1367	1367	31385/6	31385/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12			1/8	2/3	17438									1085	382, 405		
1367	1367	31387/6	31387/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12			1/8	2/3	17439										382, 405		
1367	1367	10455/2	10455/2	4.0	0	0	Chord	4/4	2	2	1			1	1	17440										382, 405		
1368	1368	31391/6	31391/6	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12			1/8	2/3	17441									1086			
1368	1368	31393/6	31393/6	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12			1/8	2/3	17442									1086			
1368	1368	10465/2	10465/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	17443									1086			
1368	1368	31397/6	31397/6	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12			1/8	2/3	17444									1086			
1368	1368	31399/6	31399/6	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	17445												
1368	1368	10467/2	10467/2	0.0	1/2	1/2	StaffText	4/4	1	1	0								"<font size=""8.185""/><i>dim.</i>"									
1368	1368	10467/2	10467/2	0.0	1/2	1/2	Dynamic	4/4	1	1	0						sf											
1368	1368	10467/2	10467/2	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	17446												
1368	1368	10463/2	10463/2	1.0	0	0	Chord	4/4	1	2	1/4			1/4	1	17447												
1368	1368	10465/2	10465/2	1.0	1/4	1/4	Chord	4/4	1	2	1/4			1/4	1	17448												
1368	1368	10467/2	10467/2	2.0	1/2	1/2	Chord	4/4	1	2	1/2			1/2	1	17449												
1368	1368	10463/2	10463/2	1.5	0	0	Chord	4/4	2	1	3/8			1/4	3/2	17450									1087	382, 405		
1368	1368	5233	5233	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	17451									1087	382, 405		
1368	1368	10467/2	10467/2	0.0	1/2	1/2	Spanner	4/4	2	1	0															382		
1368	1368	10467/2	10467/2	0.0	1/2	1/2	Spanner	4/4	2	1	0															382		
1368	1368	10467/2	10467/2	0.0	1/2	1/2	Spanner	4/4	2	1	0															382		
1368	1368	10467/2	10467/2	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	17452										382		
1368	1368	5235	5235	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	17453									1088	382		
1368	1368	10463/2	10463/2	2.0	0	0	Chord	4/4	2	2	1/2			1/2	1	17454										382		
1369	1369	10471/2	10471/2	0.0	0	0	Dynamic	4/4	1	1	0						p											
1369	1369	31415/6	31415/6	0.6666666666666666	1/12	1/12	Chord	4/4	1	1	1/6			1/4	2/3	17455												
1369	1369	10473/2	10473/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	17456												
1369	1369	31421/6	31421/6	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12			1/8	2/3	17457												
1369	1369	31423/6	31423/6	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	17458												
1369	1369	31427/6	31427/6	0.6666666666666666	7/12	7/12	Chord	4/4	1	1	1/6			1/4	2/3	17459												
1369	1369	10477/2	10477/2	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12			1/8	2/3	17460												
1369	1369	31433/6	31433/6	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12			1/8	2/3	17461												
1369	1369	31435/6	31435/6	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12			1/8	2/3	17462												
1369	1369	10471/2	10471/2	1.5	0	0	Chord	4/4	2	1	3/8			1/4	3/2	17463										382		
1369	1369	5237	5237	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	17464										382		
1369	1369	10475/2	10475/2	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	17465										382		
1369	1369	5239	5239	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	17466										382		
1369	1369	20957/4	20957/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	17467										382		
1370	1370	31439/6	31439/6	0.6666666666666666	1/12	1/12	Chord	4/4	1	1	1/6			1/4	2/3	17468												
1370	1370	10481/2	10481/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	17469												
1370	1370	31445/6	31445/6	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12			1/8	2/3	17470												
1370	1370	31447/6	31447/6	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	17471												
1370	1370	10483/2	10483/2	0.0	1/2	1/2	StaffText	4/4	1	1	0								"<font size=""8.185""/><i>poco cresc. -		-		-		-		-		-		-</i>"									
1370	1370	31451/6	31451/6	0.6666666666666666	7/12	7/12	Chord	4/4	1	1	1/6			1/4	2/3	17472												
1370	1370	10485/2	10485/2	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12			1/8	2/3	17473												
1370	1370	31457/6	31457/6	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12			1/8	2/3	17474												
1370	1370	31459/6	31459/6	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12			1/8	2/3	17475												
1370	1370	10479/2	10479/2	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	17476										382		
1370	1370	10483/2	10483/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	17477										382		
1370	1370	10485/2	10485/2	0.75	3/4	3/4	Chord	4/4	2	1	3/16			1/8	3/2	17478										382		
1370	1370	20973/4	20973/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	17479										382		
1371	1371	31463/6	31463/6	0.6666666666666666	1/12	1/12	Chord	4/4	1	1	1/6			1/4	2/3	17480												
1371	1371	10489/2	10489/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	17481												
1371	1371	31469/6	31469/6	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12			1/8	2/3	17482												
1371	1371	31471/6	31471/6	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	17483												
1371	1371	31475/6	31475/6	0.6666666666666666	7/12	7/12	Chord	4/4	1	1	1/6			1/4	2/3	17484												
1371	1371	10493/2	10493/2	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12			1/8	2/3	17485												
1371	1371	31481/6	31481/6	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12			1/8	2/3	17486												
1371	1371	31483/6	31483/6	0.0	11/12	11/12	Spanner	4/4	1	1	0																	
1371	1371	31483/6	31483/6	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12			1/8	2/3	17487												
1371	1371	10487/2	10487/2	1.5	0	0	Chord	4/4	2	1	3/8			1/4	3/2	17488										382		
1371	1371	5245	5245	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	17489										382		
1371	1371	10491/2	10491/2	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	17490										382		
1371	1371	5247	5247	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	17491										382		
1371	1371	20989/4	20989/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	17492										382		
1372	1372	10495/2	10495/2	0.0	0	0	Dynamic	4/4	1	1	0						mf											
1372	1372	10499/2	10499/2	0.0	1/2	1/2	Dynamic	4/4	1	1	0						f											
1372	1372	10499/2	10499/2	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	17493												
1372	1372	5251	5251	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	17494												
1372	1372	31487/6	31487/6	0.6666666666666666	1/12	1/12	Chord	4/4	1	2	1/6			1/4	2/3	17495												
1372	1372	10497/2	10497/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12			1/8	2/3	17496												
1372	1372	31493/6	31493/6	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12			1/8	2/3	17497												
1372	1372	31495/6	31495/6	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12			1/8	2/3	17498												
1372	1372	31499/6	31499/6	0.6666666666666666	7/12	7/12	Chord	4/4	1	2	1/6			1/4	2/3	17499												
1372	1372	10501/2	10501/2	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12			1/8	2/3	17500												
1372	1372	31505/6	31505/6	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12			1/8	2/3	17501												
1372	1372	31507/6	31507/6	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12			1/8	2/3	17502												
1372	1372	10495/2	10495/2	3.0	0	0	Chord	4/4	2	1	3/4			1/2	3/2	17503										382		
1372	1372	10501/2	10501/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	17504									1089	382		
1373	1373	10503/2	10503/2	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	17505												
1373	1373	10505/2	10505/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	17506												
1373	1373	5253	5253	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	17507												
1373	1373	10507/2	10507/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	17508												
1373	1373	10509/2	10509/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	17509												
1373	1373	5255	5255	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	17510												
1373	1373	31511/6	31511/6	0.6666666666666666	1/12	1/12	Chord	4/4	1	2	1/6			1/4	2/3	17511												
1373	1373	10505/2	10505/2	0.5	1/4	1/4	Chord	4/4	1	2	1/8			1/8	1	17512												
1373	1373	31523/6	31523/6	0.6666666666666666	7/12	7/12	Chord	4/4	1	2	1/6			1/4	2/3	17513												
1373	1373	10509/2	10509/2	0.5	3/4	3/4	Chord	4/4	1	2	1/8			1/8	1	17514												
1373	1373	10503/2	10503/2	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	17515										382		
1373	1373	5253	5253	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	17516									1090	382		
1373	1373	10507/2	10507/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	17517										382		
1373	1373	1344981/256	1344981/256	0.0	597/1024	597/1024	StaffText	4/4	2	1	0								"<font size=""8.185""/><i>dim. -		-		-		-		-		-		-		-		-		-		-		-		-</i>"							382		
1373	1373	5255	5255	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	17518									1091	382		
1374	1374	10511/2	10511/2	1.5	0	0	Chord	4/4	1	1	3/8			1/4	3/2	17519												
1374	1374	5257	5257	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	17520												
1374	1374	10515/2	10515/2	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	17521												
1374	1374	5259	5259	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	17522												
1374	1374	31535/6	31535/6	0.6666666666666666	1/12	1/12	Chord	4/4	1	2	1/6			1/4	2/3	17523												
1374	1374	10513/2	10513/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12			1/8	2/3	17524												
1374	1374	31541/6	31541/6	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12			1/8	2/3	17525												
1374	1374	31543/6	31543/6	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12			1/8	2/3	17526												
1374	1374	31547/6	31547/6	0.6666666666666666	7/12	7/12	Chord	4/4	1	2	1/6			1/4	2/3	17527												
1374	1374	10517/2	10517/2	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12			1/8	2/3	17528												
1374	1374	31553/6	31553/6	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12			1/8	2/3	17529												
1374	1374	31555/6	31555/6	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12			1/8	2/3	17530												
1374	1374	10511/2	10511/2	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	17531										382		
1374	1374	5257	5257	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	17532									1092	382		
1374	1374	10515/2	10515/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	17533										382		
1374	1374	5259	5259	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	17534										382		
1375	1375	10519/2	10519/2	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	17535												
1375	1375	10521/2	10521/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	17536												
1375	1375	31565/6	31565/6	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12			1/8	2/3	17537												
1375	1375	31567/6	31567/6	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	17538												
1375	1375	10523/2	10523/2	0.0	1/2	1/2	Dynamic	4/4	1	1	0						p											
1375	1375	10523/2	10523/2	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	17539												
1375	1375	5263	5263	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	17540												
1375	1375	31559/6	31559/6	0.6666666666666666	1/12	1/12	Chord	4/4	1	2	1/6			1/4	2/3	17541												
1375	1375	10521/2	10521/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12			1/8	2/3	17542												
1375	1375	31565/6	31565/6	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12			1/8	2/3	17543												
1375	1375	31567/6	31567/6	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12			1/8	2/3	17544												
1375	1375	31571/6	31571/6	0.6666666666666666	7/12	7/12	Chord	4/4	1	2	1/6			1/4	2/3	17545												
1375	1375	10525/2	10525/2	0.3333333333333333	3/4	3/4	Chord	4/4	1	2	1/12			1/8	2/3	17546												
1375	1375	31577/6	31577/6	0.3333333333333333	5/6	5/6	Chord	4/4	1	2	1/12			1/8	2/3	17547												
1375	1375	31579/6	31579/6	0.3333333333333333	11/12	11/12	Chord	4/4	1	2	1/12			1/8	2/3	17548												
1375	1375	10519/2	10519/2	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	17549										382		
1375	1375	5261	5261	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	17550									1093	382		
1375	1375	10523/2	10523/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	17551										382		
1375	1375	5263	5263	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	17552										382		
1376	1376	10527/2	10527/2	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	17553												
1376	1376	10529/2	10529/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	17554												
1376	1376	31589/6	31589/6	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12			1/8	2/3	17555												
1376	1376	31591/6	31591/6	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	17556												
1376	1376	10531/2	10531/2	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12			1/8	2/3	17557												
1376	1376	31595/6	31595/6	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12			1/8	2/3	17558												
1376	1376	31597/6	31597/6	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12			1/8	2/3	17559												
1376	1376	10533/2	10533/2	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12			1/8	2/3	17560												
1376	1376	31601/6	31601/6	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12			1/8	2/3	17561												
1376	1376	31603/6	31603/6	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12			1/8	2/3	17562												
1376	1376	10527/2	10527/2	1.5	0	0	Chord	4/4	2	1	3/8			1/4	3/2	17563										382		
1376	1376	10529/2	10529/2	0.0	1/4	1/4	StaffText	4/4	2	1	0								"<font size=""8.185""/><i>cresc. -		-		-		-		-</i>"							382		
1376	1376	5265	5265	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	17564										382		
1376	1376	10531/2	10531/2	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	17565										382		
1376	1376	5267	5267	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	17566										382		
1376	1376	21069/4	21069/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	17567										382		
1377	1377	10535/2	10535/2	0.0	0	0	Dynamic	4/4	1	1	0						f											
1377	1377	10535/2	10535/2	0.6666666666666666	0	0	Chord	4/4	1	1	1/6			1/4	2/3	17568												
1377	1377	31609/6	31609/6	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12			1/8	2/3	17569												
1377	1377	10537/2	10537/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	17570												
1377	1377	31613/6	31613/6	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12			1/8	2/3	17571		articStaccatissimoBelow										
1377	1377	31615/6	31615/6	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	17572		articStaccatissimoBelow										
1377	1377	31619/6	31619/6	0.6666666666666666	7/12	7/12	Chord	4/4	1	1	1/6			1/4	2/3	17573												
1377	1377	10541/2	10541/2	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12			1/8	2/3	17574												
1377	1377	31625/6	31625/6	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12			1/8	2/3	17575		articStaccatissimoBelow										
1377	1377	31627/6	31627/6	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12			1/8	2/3	17576		articStaccatissimoBelow										
1377	1377	10535/2	10535/2	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	17577										382		
1377	1377	10539/2	10539/2	0.0	1/2	1/2	StaffText	4/4	2	1	0								"<font size=""8.185""/><i>dim.</i>"							382		
1377	1377	10539/2	10539/2	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	17578										382		
1377	1377	5271	5271	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	17579										382		
1377	1377	10535/2	10535/2	2.0	0	0	Chord	4/4	2	2	1/2			1/2	1	17580										382		
1377	1377	10539/2	10539/2	2.0	1/2	1/2	Chord	4/4	2	2	1/2			1/2	1	17581										382		
1378	1378	31633/6	31633/6	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12			1/8	2/3	17582												
1378	1378	10545/2	10545/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	17583												
1378	1378	31637/6	31637/6	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12			1/8	2/3	17584		articStaccatissimoBelow										
1378	1378	31639/6	31639/6	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	17585		articStaccatissimoBelow										
1378	1378	31643/6	31643/6	0.6666666666666666	7/12	7/12	Chord	4/4	1	1	1/6			1/4	2/3	17586												
1378	1378	10549/2	10549/2	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12			1/8	2/3	17587												
1378	1378	31649/6	31649/6	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12			1/8	2/3	17588		articStaccatissimoBelow										
1378	1378	31651/6	31651/6	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12			1/8	2/3	17589		articStaccatissimoBelow										
1378	1378	10543/2	10543/2	0.0	0	0	Dynamic	4/4	2	1	0						p									382		
1378	1378	10543/2	10543/2	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	17590										382		
1378	1378	10547/2	10547/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	17591										382		
1378	1378	10549/2	10549/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	17592										382		
1378	1378	5275	5275	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	17593										382		
1379	1379	31655/6	31655/6	0.6666666666666666	1/12	1/12	Chord	4/4	1	1	1/6			1/4	2/3	17594												
1379	1379	10553/2	10553/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	17595												
1379	1379	31661/6	31661/6	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12			1/8	2/3	17596		articStaccatissimoBelow										
1379	1379	31663/6	31663/6	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	17597		articStaccatissimoBelow										
1379	1379	31667/6	31667/6	0.6666666666666666	7/12	7/12	Chord	4/4	1	1	1/6			1/4	2/3	17598												
1379	1379	10557/2	10557/2	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12			1/8	2/3	17599												
1379	1379	31673/6	31673/6	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12			1/8	2/3	17600		articStaccatissimoBelow										
1379	1379	31675/6	31675/6	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12			1/8	2/3	17601		articStaccatissimoBelow										
1379	1379	10551/2	10551/2	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	17602										382		
1379	1379	10555/2	10555/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	17603										382		
1379	1379	5278	5278	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	17604										382		
1379	1379	10557/2	10557/2	0.75	3/4	3/4	Chord	4/4	2	1	3/16			1/8	3/2	17605										382		
1379	1379	21117/4	21117/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	17606										382		
1380	1380	10559/2	10559/2	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	17607												
1380	1380	21119/4	21119/4	0.0	1/16	1/16	StaffText	4/4	1	1	0								"<font size=""8.185""/><i>più </i>"									
1380	1380	21119/4	21119/4	0.0	1/16	1/16	Dynamic	4/4	1	1	0						p											
1380	1380	21119/4	21119/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	17608												
1380	1380	5280	5280	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	17609												
1380	1380	21121/4	21121/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	17610												
1380	1380	10561/2	10561/2	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	17611												
1380	1380	21123/4	21123/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	17612												
1380	1380	5281	5281	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	17613												
1380	1380	21125/4	21125/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	17614												
1380	1380	10563/2	10563/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	17615												
1380	1380	21127/4	21127/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	17616												
1380	1380	5282	5282	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	17617												
1380	1380	21129/4	21129/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	17618												
1380	1380	10565/2	10565/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	17619												
1380	1380	5283	5283	0.0	7/8	7/8	Dynamic	4/4	1	1	0						pp											
1380	1380	5283	5283	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	17620												
