mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	crescendo_hairpin	decrescendo_hairpin
424	424	424	424a	1770	1770	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	7275
424	424	424	424a	1772	1772	1.5	1/2	1/2	Chord	4/4	2	1	3/8			1/4	3/2	7276
425	425	425	425a	1774	1774	0.0	0	0	Dynamic	4/4	1	1	0						ff								543			13
425	425	425	425a	1774	1774	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	7277									543			13
425	425	425	425a	7099/4	7099/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	7278									543			13
425	425	425	425a	1775	1775	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	7279									543			13
425	425	425	425a	7101/4	7101/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	7280									543			13
425	425	425	425a	3551/2	3551/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	7281									543			13
425	425	425	425a	7103/4	7103/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	7282												13
425	425	425	425a	1776	1776	0.0	1/2	1/2	StaffText	4/4	1	1	0								"<font size=""8.185""/><i>dim.</i>"									13
425	425	425	425a	1776	1776	0.2	1/2	1/2	Chord	4/4	1	1	1/20			1/16	4/5	7283									544			13
425	425	425	425a	8881/5	8881/5	0.2	11/20	11/20	Chord	4/4	1	1	1/20			1/16	4/5	7284									544			13
425	425	425	425a	8882/5	8882/5	0.2	3/5	3/5	Chord	4/4	1	1	1/20			1/16	4/5	7285									544			13
425	425	425	425a	8883/5	8883/5	0.2	13/20	13/20	Chord	4/4	1	1	1/20			1/16	4/5	7286									544			13
425	425	425	425a	8884/5	8884/5	0.2	7/10	7/10	Chord	4/4	1	1	1/20			1/16	4/5	7287									544			13
425	425	425	425a	1777	1777	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	7288												13
425	425	425	425a	3555/2	3555/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	7289												13
425	425	425	425a	1774	1774	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	7290
425	425	425	425a	7097/4	7097/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	7291
425	425	425	425a	3549/2	3549/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	7292
425	425	425	425a	7099/4	7099/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	7293
425	425	425	425a	1775	1775	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	7294
425	425	425	425a	7101/4	7101/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	7295
425	425	425	425a	3551/2	3551/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	7296
425	425	425	425a	7103/4	7103/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	7297
425	425	425	425a	1776	1776	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	7298
425	425	425	425a	7105/4	7105/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	7299
425	425	425	425a	3553/2	3553/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	7300
425	425	425	425a	7107/4	7107/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	7301
425	425	425	425a	1777	1777	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	7302
425	425	425	425a	7109/4	7109/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	7303
425	425	425	425a	3555/2	3555/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	7304
425	425	425	425a	7111/4	7111/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	7305
426	426	426	426a	1778	1778	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	7306									545			13
426	426	426	426a	1779	1779	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	7307												13
426	426	426	426a	3559/2	3559/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	7308												13
426	426	426	426a	1780	1780	0.6666666666666666	1/2	1/2	Chord	4/4	1	1	1/6			1/4	2/3	7309		articStaccatoAbove							546			13
426	426	426	426a	5342/3	5342/3	0.6666666666666666	2/3	2/3	Chord	4/4	1	1	1/6			1/4	2/3	7310		articStaccatoAbove							546			13
426	426	426	426a	5344/3	5344/3	0.6666666666666666	5/6	5/6	Chord	4/4	1	1	1/6			1/4	2/3	7311		articStaccatoAbove										13
426	426	426	426a	1778	1778	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	7312
426	426	426	426a	7113/4	7113/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	7313
426	426	426	426a	3557/2	3557/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	7314
426	426	426	426a	7115/4	7115/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	7315
426	426	426	426a	1779	1779	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	7316
426	426	426	426a	7117/4	7117/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	7317
426	426	426	426a	3559/2	3559/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	7318
426	426	426	426a	7119/4	7119/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	7319
426	426	426	426a	1780	1780	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	7320
426	426	426	426a	7121/4	7121/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	7321
426	426	426	426a	3561/2	3561/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	7322
426	426	426	426a	7123/4	7123/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	7323
426	426	426	426a	1781	1781	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	7324
427	427	427	427a	1782	1782	0.0	0	0	Dynamic	4/4	1	1	0						p											13
427	427	427	427a	1782	1782	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	7325												13
427	427	427	427a	1783	1783	0.0	1/4	1/4	Spanner	4/4	1	1	0																127	13
427	427	427	427a	1783	1783	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	7326											127	13
427	427	427	427a	7133/4	7133/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	7327											127	13
427	427	427	427a	3567/2	3567/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	7328											127	13
427	427	427	427a	7135/4	7135/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	7329											127	13
427	427	427	427a	1784	1784	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	7330											127	13
427	427	427	427a	7137/4	7137/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	7331											127	13
427	427	427	427a	3569/2	3569/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	7332											127	13
427	427	427	427a	7139/4	7139/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	7333											127	13
427	427	427	427a	1785	1785	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	7334											127	13
427	427	427	427a	7141/4	7141/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	7335											127	13
427	427	427	427a	3571/2	3571/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	7336											127	13
427	427	427	427a	7143/4	7143/4	0.0	15/16	15/16	Spanner	4/4	1	1	0																	13
427	427	427	427a	7143/4	7143/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	7337												13
427	427	427	427a	1782	1782	0.75	0	0	Chord	4/4	2	1	3/16			1/8	3/2	7338
427	427	427	427a	7131/4	7131/4	0.0	3/16	3/16	Spanner	4/4	2	1	0																128
427	427	427	427a	7131/4	7131/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	7339											128
427	427	427	427a	1783	1783	0.75	1/4	1/4	Chord	4/4	2	1	3/16			1/8	3/2	7340											128
427	427	427	427a	7135/4	7135/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	7341											128
427	427	427	427a	1784	1784	0.75	1/2	1/2	Chord	4/4	2	1	3/16			1/8	3/2	7342											128
427	427	427	427a	7139/4	7139/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	7343											128
427	427	427	427a	1785	1785	0.75	3/4	3/4	Chord	4/4	2	1	3/16			1/8	3/2	7344											128
427	427	427	427a	7143/4	7143/4	0.0	15/16	15/16	Spanner	4/4	2	1	0
427	427	427	427a	7143/4	7143/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	7345
428	428	428	428a	3573/2	3573/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	7346												13
428	428	428	428a	1787	1787	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	7347												13
428	428	428	428a	1789	1789	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	7348												13
428	428	428	428a	3579/2	3579/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	7349												13
428	428	428	428a	1786	1786	0.25	0	0	Chord	4/4	1	2	1/16			1/16	1	7350												13
428	428	428	428a	7145/4	7145/4	0.25	1/16	1/16	Chord	4/4	1	2	1/16			1/16	1	7351												13
428	428	428	428a	3573/2	3573/2	0.25	1/8	1/8	Chord	4/4	1	2	1/16			1/16	1	7352												13
428	428	428	428a	7147/4	7147/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16			1/16	1	7353												13
428	428	428	428a	1787	1787	0.25	1/4	1/4	Chord	4/4	1	2	1/16			1/16	1	7354												13
428	428	428	428a	7149/4	7149/4	0.25	5/16	5/16	Chord	4/4	1	2	1/16			1/16	1	7355												13
428	428	428	428a	3575/2	3575/2	0.25	3/8	3/8	Chord	4/4	1	2	1/16			1/16	1	7356												13
428	428	428	428a	7151/4	7151/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16			1/16	1	7357												13
428	428	428	428a	1788	1788	0.25	1/2	1/2	Chord	4/4	1	2	1/16			1/16	1	7358												13
428	428	428	428a	7153/4	7153/4	0.25	9/16	9/16	Chord	4/4	1	2	1/16			1/16	1	7359												13
428	428	428	428a	3577/2	3577/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16			1/16	1	7360												13
428	428	428	428a	7155/4	7155/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16			1/16	1	7361												13
428	428	428	428a	1789	1789	0.25	3/4	3/4	Chord	4/4	1	2	1/16			1/16	1	7362												13
428	428	428	428a	7157/4	7157/4	0.25	13/16	13/16	Chord	4/4	1	2	1/16			1/16	1	7363												13
428	428	428	428a	3579/2	3579/2	0.25	7/8	7/8	Chord	4/4	1	2	1/16			1/16	1	7364												13
428	428	428	428a	7159/4	7159/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16			1/16	1	7365												13
428	428	428	428a	1786	1786	0.0	0	0	Dynamic	4/4	2	1	0						f
428	428	428	428a	1786	1786	4.0	0	0	Chord	4/4	2	1	1			1	1	7366
429	429	429	429a	1790	1790	0.0	0	0	Dynamic	4/4	1	1	0						p											13
429	429	429	429a	1790	1790	4.0	0	0	Chord	4/4	1	1	1			1	1	7367												13
429	429	429	429a	7161/4	7161/4	0.0	1/16	1/16	Spanner	4/4	1	1	0																129	13
429	429	429	429a	7175/4	7175/4	0.0	15/16	15/16	Spanner	4/4	1	1	0																	13
429	429	429	429a	1790	1790	0.25	0	0	Chord	4/4	1	2	1/16			1/16	1	7368												13
429	429	429	429a	7161/4	7161/4	0.25	1/16	1/16	Chord	4/4	1	2	1/16			1/16	1	7369												13
429	429	429	429a	3581/2	3581/2	0.25	1/8	1/8	Chord	4/4	1	2	1/16			1/16	1	7370												13
429	429	429	429a	7163/4	7163/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16			1/16	1	7371												13
429	429	429	429a	1791	1791	0.25	1/4	1/4	Chord	4/4	1	2	1/16			1/16	1	7372												13
429	429	429	429a	7165/4	7165/4	0.25	5/16	5/16	Chord	4/4	1	2	1/16			1/16	1	7373												13
429	429	429	429a	3583/2	3583/2	0.25	3/8	3/8	Chord	4/4	1	2	1/16			1/16	1	7374												13
429	429	429	429a	7167/4	7167/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16			1/16	1	7375												13
429	429	429	429a	1792	1792	0.25	1/2	1/2	Chord	4/4	1	2	1/16			1/16	1	7376												13
429	429	429	429a	7169/4	7169/4	0.25	9/16	9/16	Chord	4/4	1	2	1/16			1/16	1	7377												13
429	429	429	429a	3585/2	3585/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16			1/16	1	7378												13
429	429	429	429a	7171/4	7171/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16			1/16	1	7379												13
429	429	429	429a	1793	1793	0.25	3/4	3/4	Chord	4/4	1	2	1/16			1/16	1	7380												13
429	429	429	429a	7173/4	7173/4	0.25	13/16	13/16	Chord	4/4	1	2	1/16			1/16	1	7381												13
429	429	429	429a	3587/2	3587/2	0.25	7/8	7/8	Chord	4/4	1	2	1/16			1/16	1	7382												13
429	429	429	429a	7175/4	7175/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16			1/16	1	7383												13
429	429	429	429a	1790	1790	0.0	0	0	Spanner	4/4	2	1	0																130
429	429	429	429a	1790	1790	0.75	0	0	Chord	4/4	2	1	3/16			1/8	3/2	7384											130
429	429	429	429a	7163/4	7163/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	7385											130
429	429	429	429a	1791	1791	0.75	1/4	1/4	Chord	4/4	2	1	3/16			1/8	3/2	7386											130
429	429	429	429a	7167/4	7167/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	7387											130
429	429	429	429a	1792	1792	0.75	1/2	1/2	Chord	4/4	2	1	3/16			1/8	3/2	7388											130
429	429	429	429a	7171/4	7171/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	7389											130
429	429	429	429a	1793	1793	0.75	3/4	3/4	Chord	4/4	2	1	3/16			1/8	3/2	7390											130
429	429	429	429a	7175/4	7175/4	0.0	15/16	15/16	Spanner	4/4	2	1	0
429	429	429	429a	7175/4	7175/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	7391
430	430	430	430a	1795	1795	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	7392												13
430	430	430	430a	1797	1797	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	7393												13
430	430	430	430a	3595/2	3595/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	7394												13
430	430	430	430a	1794	1794	0.25	0	0	Chord	4/4	1	2	1/16			1/16	1	7395												13
430	430	430	430a	7177/4	7177/4	0.25	1/16	1/16	Chord	4/4	1	2	1/16			1/16	1	7396												13
430	430	430	430a	3589/2	3589/2	0.25	1/8	1/8	Chord	4/4	1	2	1/16			1/16	1	7397												13
430	430	430	430a	7179/4	7179/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16			1/16	1	7398												13
430	430	430	430a	1795	1795	0.25	1/4	1/4	Chord	4/4	1	2	1/16			1/16	1	7399												13
430	430	430	430a	7181/4	7181/4	0.25	5/16	5/16	Chord	4/4	1	2	1/16			1/16	1	7400												13
430	430	430	430a	3591/2	3591/2	0.25	3/8	3/8	Chord	4/4	1	2	1/16			1/16	1	7401												13
430	430	430	430a	7183/4	7183/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16			1/16	1	7402												13
430	430	430	430a	1796	1796	0.25	1/2	1/2	Chord	4/4	1	2	1/16			1/16	1	7403												13
430	430	430	430a	7185/4	7185/4	0.25	9/16	9/16	Chord	4/4	1	2	1/16			1/16	1	7404												13
430	430	430	430a	3593/2	3593/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16			1/16	1	7405												13
430	430	430	430a	7187/4	7187/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16			1/16	1	7406												13
430	430	430	430a	1797	1797	0.25	3/4	3/4	Chord	4/4	1	2	1/16			1/16	1	7407												13
430	430	430	430a	7189/4	7189/4	0.25	13/16	13/16	Chord	4/4	1	2	1/16			1/16	1	7408												13
430	430	430	430a	3595/2	3595/2	0.25	7/8	7/8	Chord	4/4	1	2	1/16			1/16	1	7409												13
430	430	430	430a	7191/4	7191/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16			1/16	1	7410												13
430	430	430	430a	1794	1794	0.0	0	0	Dynamic	4/4	2	1	0						fp
430	430	430	430a	1794	1794	4.0	0	0	Chord	4/4	2	1	1			1	1	7411
431	431	431	431a	1798	1798	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	7412												13
431	431	431	431a	1799	1799	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	7413												13
431	431	431	431a	1798	1798	0.25	0	0	Chord	4/4	1	2	1/16			1/16	1	7414												13
431	431	431	431a	7193/4	7193/4	0.25	1/16	1/16	Chord	4/4	1	2	1/16			1/16	1	7415												13
431	431	431	431a	3597/2	3597/2	0.25	1/8	1/8	Chord	4/4	1	2	1/16			1/16	1	7416												13
431	431	431	431a	7195/4	7195/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16			1/16	1	7417												13
431	431	431	431a	1799	1799	0.25	1/4	1/4	Chord	4/4	1	2	1/16			1/16	1	7418												13
431	431	431	431a	7197/4	7197/4	0.25	5/16	5/16	Chord	4/4	1	2	1/16			1/16	1	7419												13
431	431	431	431a	3599/2	3599/2	0.25	3/8	3/8	Chord	4/4	1	2	1/16			1/16	1	7420												13
431	431	431	431a	7199/4	7199/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16			1/16	1	7421												13
431	431	431	431a	1800	1800	0.25	1/2	1/2	Chord	4/4	1	2	1/16			1/16	1	7422												13
431	431	431	431a	7201/4	7201/4	0.25	9/16	9/16	Chord	4/4	1	2	1/16			1/16	1	7423												13
431	431	431	431a	3601/2	3601/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16			1/16	1	7424												13
431	431	431	431a	7203/4	7203/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16			1/16	1	7425												13
431	431	431	431a	1801	1801	0.25	3/4	3/4	Chord	4/4	1	2	1/16			1/16	1	7426												13
431	431	431	431a	7205/4	7205/4	0.25	13/16	13/16	Chord	4/4	1	2	1/16			1/16	1	7427												13
431	431	431	431a	3603/2	3603/2	0.25	7/8	7/8	Chord	4/4	1	2	1/16			1/16	1	7428												13
431	431	431	431a	7207/4	7207/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16			1/16	1	7429												13
431	431	431	431a	1798	1798	0.0	0	0	Dynamic	4/4	2	1	0						p
431	431	431	431a	1798	1798	0.75	0	0	Chord	4/4	2	1	3/16			1/8	3/2	7430
431	431	431	431a	7195/4	7195/4	0.0	3/16	3/16	Spanner	4/4	2	1	0																131
431	431	431	431a	7195/4	7195/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	7431											131
431	431	431	431a	1799	1799	0.75	1/4	1/4	Chord	4/4	2	1	3/16			1/8	3/2	7432											131
431	431	431	431a	7199/4	7199/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	7433											131
431	431	431	431a	1800	1800	0.75	1/2	1/2	Chord	4/4	2	1	3/16			1/8	3/2	7434											131
431	431	431	431a	7203/4	7203/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	7435											131
431	431	431	431a	1801	1801	0.75	3/4	3/4	Chord	4/4	2	1	3/16			1/8	3/2	7436											131
431	431	431	431a	7207/4	7207/4	0.0	15/16	15/16	Spanner	4/4	2	1	0
431	431	431	431a	7207/4	7207/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	7437
432	432	432	432a	1802	1802	0.0	0	0	Dynamic	4/4	1	1	0						fp											13
432	432	432	432a	1802	1802	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	7438												13
432	432	432	432a	1803	1803	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	7439												13
432	432	432	432a	7215/4	7215/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	7440												13
432	432	432	432a	1804	1804	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	7441												13
432	432	432	432a	1805	1805	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	7442												13
432	432	432	432a	1802	1802	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	7443
432	432	432	432a	7209/4	7209/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	7444
432	432	432	432a	3605/2	3605/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	7445
432	432	432	432a	7211/4	7211/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	7446
432	432	432	432a	1803	1803	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	7447
432	432	432	432a	7213/4	7213/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	7448
432	432	432	432a	3607/2	3607/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	7449
432	432	432	432a	7215/4	7215/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	7450
432	432	432	432a	1804	1804	0.0	1/2	1/2	StaffText	4/4	2	1	0								"<font size=""8.185""/><i>cresc. -		-		-		-		-		-		-		-</i>"
432	432	432	432a	1804	1804	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	7451
432	432	432	432a	7217/4	7217/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	7452
432	432	432	432a	3609/2	3609/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	7453
432	432	432	432a	7219/4	7219/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	7454
432	432	432	432a	1805	1805	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	7455
432	432	432	432a	7221/4	7221/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	7456
432	432	432	432a	3611/2	3611/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	7457
432	432	432	432a	7223/4	7223/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	7458
433	433	433	433a	1806	1806	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	7459												13
433	433	433	433a	1807	1807	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	7460												13
433	433	433	433a	7231/4	7231/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	7461												13
433	433	433	433a	1808	1808	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	7462												13
433	433	433	433a	3619/2	3619/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	7463												13
433	433	433	433a	1806	1806	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	7464
433	433	433	433a	7225/4	7225/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	7465
433	433	433	433a	3613/2	3613/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	7466
433	433	433	433a	7227/4	7227/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	7467
433	433	433	433a	1807	1807	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	7468
433	433	433	433a	7229/4	7229/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	7469
433	433	433	433a	3615/2	3615/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	7470
433	433	433	433a	7231/4	7231/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	7471
433	433	433	433a	1808	1808	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	7472
433	433	433	433a	1809	1809	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	7473
434	434	434	434a	1810	1810	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	7474												13
434	434	434	434a	1811	1811	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	7475												13
434	434	434	434a	7247/4	7247/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	7476												13
434	434	434	434a	1812	1812	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	7477												13
434	434	434	434a	3627/2	3627/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	7478												13
434	434	434	434a	1810	1810	0.0	0	0	Dynamic	4/4	2	1	0						f
434	434	434	434a	1810	1810	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	7479
434	434	434	434a	1812	1812	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	7480
434	434	434	434a	3627/2	3627/2	0.125	7/8	7/8	Chord	4/4	2	1	1/32			1/32	1	7481									547
434	434	434	434a	14509/8	14509/8	0.125	29/32	29/32	Chord	4/4	2	1	1/32			1/32	1	7482									547
434	434	434	434a	7255/4	7255/4	0.125	15/16	15/16	Chord	4/4	2	1	1/32			1/32	1	7483									547
434	434	434	434a	14511/8	14511/8	0.125	31/32	31/32	Chord	4/4	2	1	1/32			1/32	1	7484
435	435	435	435a	1814	1814	0.0	0	0	Dynamic	4/4	1	1	0						fp											13
435	435	435	435a	1814	1814	0.0	0	0	Spanner	4/4	1	1	0																132	13
435	435	435	435a	1814	1814	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	7485									548		132	13
435	435	435	435a	1815	1815	0.75	1/4	1/4	Chord	4/4	1	1	3/16			1/8	3/2	7486											132	13
435	435	435	435a	7263/4	7263/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	7487											132	13
435	435	435	435a	1816	1816	0.0	1/2	1/2	Spanner	4/4	1	1	0																	13
435	435	435	435a	1816	1816	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	7488												13
435	435	435	435a	1814	1814	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	7489
435	435	435	435a	7257/4	7257/4	0.0	1/16	1/16	Spanner	4/4	2	1	0																133
435	435	435	435a	7257/4	7257/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	7490											133
435	435	435	435a	3629/2	3629/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	7491											133
435	435	435	435a	7259/4	7259/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	7492											133
435	435	435	435a	1815	1815	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	7493											133
435	435	435	435a	7261/4	7261/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	7494											133
435	435	435	435a	3631/2	3631/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	7495											133
435	435	435	435a	7263/4	7263/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	7496											133
435	435	435	435a	1816	1816	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	7497											133
435	435	435	435a	7265/4	7265/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	7498											133
435	435	435	435a	3633/2	3633/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	7499											133
435	435	435	435a	7267/4	7267/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	7500											133
